retro_id,team,date,IP,H,R,ER,BB,SO,W,L,QS,fanduel_points,number,starter,opp,home,HR
abboa001,CIN,2023-08-23,4.0,5,3,3,4,5,0,0,0,18.0,1.0,1.0,ANA,0.0,1.0
abrea001,NYA,2023-07-18,2.0,1,0,0,0,4,0,0,0,18.0,0.0,,ANA,0.0,0.0
abreb002,HOU,2023-05-10,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,ANA,0.0,0.0
abreb002,HOU,2023-07-14,1.0,1,0,0,1,0,0,0,0,3.0,0.0,,ANA,0.0,0.0
abreb002,HOU,2023-07-15,0.1,1,1,1,0,1,0,0,0,1.0,0.0,,ANA,0.0,1.0
acevd001,OAK,2023-04-27,1.2,2,1,1,0,2,0,0,0,8.0,0.0,,ANA,0.0,0.0
adama002,ARI,2023-06-30,0.1,0,0,0,0,0,0,0,0,1.0,0.0,,ANA,0.0,0.0
adamj002,TBA,2023-08-18,1.0,2,1,1,0,3,0,0,0,9.0,0.0,,ANA,0.0,0.0
alexs001,SFN,2023-08-08,0.0,3,3,3,0,0,0,1,0,-9.0,0.0,1.0,ANA,0.0,0.0
allel003,CLE,2023-09-08,5.0,3,1,1,2,6,1,0,0,36.0,0.0,1.0,ANA,0.0,0.0
almoy001,LAN,2023-06-21,1.1,1,0,0,1,2,0,0,0,10.0,0.0,,ANA,0.0,0.0
alzoa001,CHN,2023-06-08,1.0,1,0,0,0,1,0,0,0,6.0,,,ANA,0.0,0.0
andet002,ANA,2023-04-08,4.2,7,5,5,2,4,0,0,0,11.0,0.0,1.0,TOR,1.0,3.0
andet002,ANA,2023-04-22,5.1,7,6,5,0,1,0,0,0,4.0,0.0,1.0,KCA,1.0,0.0
andet002,ANA,2023-05-05,5.0,5,3,2,5,6,0,0,0,27.0,0.0,1.0,TEX,1.0,0.0
andet002,ANA,2023-05-24,6.0,5,1,1,2,3,1,0,1,34.0,0.0,1.0,BOS,1.0,0.0
andet002,ANA,2023-06-06,5.0,5,4,4,3,5,1,0,0,24.0,0.0,1.0,CHN,1.0,0.0
andet002,ANA,2023-07-01,5.0,5,0,0,2,3,0,0,0,24.0,0.0,1.0,ARI,1.0,0.0
andet002,ANA,2023-07-16,3.0,5,1,1,2,5,0,0,0,21.0,0.0,1.0,HOU,1.0,0.0
andet002,ANA,2023-07-23,6.0,8,4,4,1,5,1,0,0,27.0,0.0,1.0,PIT,1.0,1.0
andet002,ANA,2023-08-05,5.0,2,2,2,3,6,0,1,0,27.0,0.0,1.0,SEA,1.0,0.0
andet002,ANA,2023-08-18,4.0,6,5,5,2,3,0,0,0,6.0,0.0,1.0,TBA,1.0,0.0
andet002,ANA,2023-08-23,4.2,3,4,1,3,5,0,1,0,26.0,1.0,,CIN,1.0,1.0
andet002,ANA,2023-09-09,8.0,4,2,2,1,4,1,0,1,40.0,0.0,1.0,CLE,1.0,2.0
andet002,ANA,2023-09-16,5.0,4,4,4,5,7,0,0,0,24.0,0.0,1.0,DET,1.0,1.0
armss001,TBA,2023-08-18,1.2,0,0,0,0,2,0,0,0,11.0,0.0,,ANA,0.0,0.0
ashcg001,CIN,2023-08-22,7.0,5,3,3,2,10,1,0,1,52.0,0.0,1.0,ANA,0.0,3.0
bachs001,ANA,2023-05-26,2.0,4,1,1,2,4,0,0,0,15.0,0.0,,MIA,1.0,0.0
bachs001,ANA,2023-06-07,2.0,0,0,0,0,3,0,0,0,15.0,0.0,,CHN,1.0,0.0
bachs001,ANA,2023-06-09,1.0,0,0,0,1,0,0,0,0,3.0,0.0,,SEA,1.0,0.0
bachs001,ANA,2023-06-28,1.0,2,0,0,0,1,0,0,0,6.0,0.0,,CHA,1.0,0.0
bachs001,ANA,2023-07-01,1.0,2,2,1,1,1,0,1,0,3.0,0.0,,ARI,1.0,0.0
banda001,WAS,2023-04-11,0.2,0,0,0,2,2,0,0,0,8.0,0.0,,ANA,0.0,0.0
barls001,KCA,2023-04-22,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,ANA,0.0,0.0
barnm001,MIA,2023-05-27,0.1,1,0,0,1,1,0,0,0,4.0,0.0,,ANA,0.0,0.0
barnm001,MIA,2023-05-28,0.1,0,0,0,1,1,0,0,0,4.0,0.0,,ANA,0.0,0.0
barrj003,ANA,2023-04-08,1.0,0,0,0,0,2,1,0,0,15.0,0.0,,TOR,1.0,0.0
barrj003,ANA,2023-04-09,2.0,0,0,0,1,1,0,0,0,9.0,0.0,,TOR,1.0,0.0
barrj003,ANA,2023-04-24,2.0,4,3,1,2,1,0,1,0,6.0,0.0,,OAK,1.0,0.0
barrj003,ANA,2023-05-05,4.0,3,1,0,0,3,0,0,0,21.0,0.0,,TEX,1.0,0.0
barrj003,ANA,2023-05-22,5.0,2,0,0,0,6,0,0,0,33.0,0.0,1.0,BOS,1.0,0.0
barrj003,ANA,2023-05-27,1.0,1,4,0,2,1,0,1,0,6.0,0.0,,MIA,1.0,0.0
barrj003,ANA,2023-06-07,5.0,3,2,2,1,3,0,0,0,18.0,0.0,1.0,CHN,1.0,0.0
barrj003,ANA,2023-06-28,3.0,7,5,5,2,0,0,1,0,-6.0,0.0,1.0,CHA,1.0,3.0
barrj003,ANA,2023-07-14,2.0,1,0,0,0,1,0,0,0,9.0,0.0,,HOU,1.0,0.0
barrj003,ANA,2023-07-16,1.0,3,4,4,1,0,0,1,0,-9.0,0.0,,HOU,1.0,2.0
barrj003,ANA,2023-07-22,2.0,0,0,0,0,2,0,0,0,12.0,0.0,,PIT,1.0,0.0
barrj003,ANA,2023-08-06,1.0,1,1,0,1,1,0,1,0,6.0,0.0,,SEA,1.0,0.0
