retro_id,team,date,IP,H,R,ER,BB,SO,W,L,QS,fanduel_points,number,starter,opp,home,HR
canng001,ANA,2024-09-28,5.0,4,2,2,2,4,0,0,0,21.0,0.0,1.0,TEX,1.0,1.0
cannj001,CHA,2024-09-16,6.2,3,4,4,2,7,1,0,0,35.0,0.0,1.0,ANA,0.0,2.0
canoy001,BAL,2024-04-22,1.2,1,0,0,0,0,0,0,0,5.0,0.0,,ANA,0.0,0.0
canoy001,BAL,2024-04-24,1.0,1,1,1,0,2,0,0,0,6.0,0.0,,ANA,0.0,1.0
castl003,SEA,2024-07-11,6.0,4,0,0,2,5,1,0,1,43.0,0.0,1.0,ANA,0.0,0.0
ceasd001,SDN,2024-06-05,6.0,4,3,3,1,6,0,1,1,31.0,0.0,1.0,ANA,0.0,2.0
chafa001,DET,2024-06-28,0.2,1,0,0,0,2,0,0,0,8.0,0.0,,ANA,0.0,0.0
chafa001,DET,2024-06-30,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,ANA,0.0,0.0
chafa001,TEX,2024-09-27,0.2,0,0,0,1,0,0,0,0,2.0,0.0,,ANA,0.0,0.0
charj001,SEA,2024-08-30,0.1,1,0,0,0,0,0,0,0,1.0,0.0,,ANA,0.0,0.0
charj001,SEA,2024-08-31,0.2,0,0,0,1,0,0,0,0,2.0,0.0,,ANA,0.0,0.0
chiva001,COL,2024-08-01,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
churm001,TEX,2024-09-28,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
cimba001,ANA,2024-04-06,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,BOS,1.0,0.0
cimba001,ANA,2024-04-08,1.0,1,0,0,0,0,0,0,0,3.0,0.0,,TBA,1.0,0.0
cimba001,ANA,2024-04-10,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,TBA,1.0,0.0
cimba001,ANA,2024-04-23,1.0,0,0,0,1,2,0,0,0,9.0,0.0,,BAL,1.0,0.0
cimba001,ANA,2024-04-28,1.0,1,0,0,0,0,0,0,0,3.0,0.0,,MIN,1.0,0.0
cimba001,ANA,2024-04-29,1.0,1,0,0,2,0,1,0,0,9.0,0.0,,PHI,1.0,0.0
cimba001,ANA,2024-05-01,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,PHI,1.0,0.0
cimba001,ANA,2024-05-10,0.1,0,0,0,0,1,0,0,0,4.0,0.0,,KCA,1.0,0.0
cimba001,ANA,2024-05-11,0.1,0,0,0,0,0,0,0,0,1.0,0.0,,KCA,1.0,0.0
cimba001,ANA,2024-05-13,0.2,3,3,3,0,0,0,0,0,-7.0,0.0,,SLN,1.0,1.0
cimba001,ANA,2024-05-26,0.1,1,2,2,2,0,0,0,0,-5.0,0.0,,CLE,1.0,0.0
cimba001,ANA,2024-05-29,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,NYA,1.0,0.0
cimba001,ANA,2024-05-30,0.1,1,5,5,4,0,0,0,0,-14.0,0.0,,NYA,1.0,0.0
cimba001,ANA,2024-06-05,1.0,1,0,0,0,0,0,0,0,3.0,0.0,,SDN,1.0,0.0
cimba001,ANA,2024-06-08,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,HOU,1.0,0.0
cisnj001,ANA,2024-04-07,0.1,2,3,3,0,1,0,0,0,-5.0,0.0,,BOS,1.0,0.0
cisnj001,ANA,2024-04-09,1.0,3,1,1,0,2,0,0,0,6.0,0.0,,TBA,1.0,1.0
cisnj001,ANA,2024-04-24,1.1,0,0,0,1,0,0,0,0,4.0,0.0,,BAL,1.0,0.0
cisnj001,ANA,2024-04-26,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,MIN,1.0,0.0
cisnj001,ANA,2024-04-27,0.2,2,3,3,1,0,0,0,0,-7.0,0.0,,MIN,1.0,1.0
cisnj001,ANA,2024-08-17,1.2,1,2,1,1,1,0,0,0,5.0,0.0,,ATL,1.0,0.0
civaa001,TBA,2024-04-09,5.0,4,3,2,1,4,1,0,0,27.0,0.0,1.0,ANA,0.0,1.0
clase001,CLE,2024-05-25,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,ANA,0.0,0.0
clase001,CLE,2024-05-26,1.0,1,0,0,0,0,0,0,0,3.0,0.0,,ANA,0.0,0.0
contr001,ANA,2024-05-24,2.0,0,0,0,1,2,0,0,0,12.0,0.0,,CLE,1.0,0.0
contr001,ANA,2024-05-26,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,CLE,1.0,0.0
contr001,ANA,2024-05-29,1.0,0,0,0,2,0,0,0,0,3.0,0.0,,NYA,1.0,0.0
contr001,ANA,2024-06-07,2.0,2,1,1,0,2,0,0,0,9.0,0.0,,HOU,1.0,1.0
contr001,ANA,2024-06-18,3.0,0,0,0,1,4,0,0,0,21.0,0.0,,MIL,1.0,0.0
contr001,ANA,2024-06-26,3.0,4,1,1,2,2,0,0,0,12.0,0.0,1.0,OAK,1.0,0.0
contr001,ANA,2024-07-09,2.0,5,4,4,1,1,0,0,0,-3.0,0.0,1.0,TEX,1.0,1.0
contr001,ANA,2024-07-14,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,SEA,1.0,0.0
contr001,ANA,2024-07-25,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,OAK,1.0,0.0
contr001,ANA,2024-07-26,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,OAK,1.0,0.0
contr001,ANA,2024-07-28,1.1,0,0,0,0,1,1,0,0,13.0,0.0,,OAK,1.0,0.0
contr001,ANA,2024-08-02,2.0,1,0,0,0,5,0,0,0,21.0,0.0,,NYN,1.0,0.0
contr001,ANA,2024-08-04,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,NYN,1.0,0.0
contr001,ANA,2024-08-13,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,TOR,1.0,0.0
contr001,ANA,2024-08-16,1.0,1,0,0,1,0,0,0,0,3.0,0.0,,ATL,1.0,0.0
contr001,ANA,2024-08-18,1.0,1,1,1,1,0,0,0,0,0.0,0.0,,ATL,1.0,0.0
contr001,ANA,2024-08-31,2.0,0,0,0,2,0,0,0,0,6.0,0.0,,SEA,1.0,0.0
contr001,ANA,2024-09-03,0.2,2,4,3,1,0,0,1,0,-7.0,0.0,,LAN,1.0,1.0
contr001,ANA,2024-09-15,2.1,1,0,0,2,1,0,0,0,10.0,0.0,,HOU,1.0,0.0
contr001,ANA,2024-09-27,2.0,1,0,0,0,0,0,0,0,6.0,0.0,,TEX,1.0,0.0
contr001,ANA,2024-09-29,0.1,3,3,3,1,0,0,0,0,-8.0,0.0,,TEX,1.0,1.0
cortn001,NYA,2024-05-28,5.1,5,2,2,0,4,0,0,0,22.0,0.0,1.0,ANA,0.0,1.0
could001,BAL,2024-04-24,0.2,0,0,0,0,1,0,0,0,5.0,0.0,,ANA,0.0,0.0
crawk001,BOS,2024-04-05,4.2,2,1,1,3,5,0,0,0,26.0,0.0,1.0,ANA,0.0,0.0
crouh001,ANA,2024-06-24,1.0,0,0,0,1,2,0,0,0,9.0,0.0,,OAK,1.0,0.0
crouh001,ANA,2024-06-26,2.0,0,0,0,1,1,0,0,0,9.0,0.0,,OAK,1.0,0.0
crouh001,ANA,2024-06-29,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,DET,1.0,0.0
crouh001,ANA,2024-07-08,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,TEX,1.0,0.0
crouh001,ANA,2024-07-10,1.2,0,0,0,1,2,1,0,0,17.0,0.0,,TEX,1.0,0.0
crouh001,ANA,2024-07-12,1.0,1,1,0,1,2,1,0,0,15.0,0.0,,SEA,1.0,0.0
crouh001,ANA,2024-07-14,1.0,1,0,0,1,2,1,0,0,15.0,0.0,,SEA,1.0,0.0
crouh001,ANA,2024-07-26,0.1,3,2,2,1,1,0,1,0,-2.0,0.0,,OAK,1.0,1.0
crouh001,ANA,2024-07-31,1.0,1,1,1,0,2,0,1,0,6.0,0.0,,COL,1.0,1.0
crouh001,ANA,2024-08-01,1.0,0,1,0,0,2,0,1,0,9.0,0.0,,COL,1.0,0.0
crouh001,ANA,2024-08-03,0.1,1,2,2,1,1,0,0,0,-2.0,0.0,,NYN,1.0,0.0
crouh001,ANA,2024-08-12,1.2,1,0,0,2,1,0,0,0,8.0,0.0,,TOR,1.0,0.0
crouh001,ANA,2024-08-14,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,TOR,1.0,0.0
crouh001,ANA,2024-08-17,1.1,1,0,0,1,2,0,0,0,10.0,0.0,,ATL,1.0,0.0
curtj003,COL,2024-08-01,1.0,2,1,1,0,0,0,0,0,0.0,0.0,,ANA,0.0,0.0
danac001,ANA,2024-09-01,6.0,2,2,2,4,4,1,0,1,34.0,0.0,1.0,SEA,1.0,1.0
danac001,ANA,2024-09-15,3.1,5,5,4,2,3,0,1,0,7.0,0.0,1.0,HOU,1.0,1.0
danid001,ANA,2024-06-27,8.0,4,0,0,0,8,1,0,1,58.0,0.0,1.0,DET,1.0,0.0
danid001,ANA,2024-07-08,3.2,8,7,7,0,3,0,1,0,-1.0,0.0,1.0,TEX,1.0,1.0
danid001,ANA,2024-07-31,5.0,5,1,1,1,5,0,0,0,27.0,0.0,1.0,COL,1.0,0.0
danid001,ANA,2024-08-12,5.0,8,4,4,2,5,0,1,0,18.0,0.0,1.0,TOR,1.0,1.0
degrj001,TEX,2024-09-27,4.0,4,1,1,0,5,0,0,0,24.0,0.0,1.0,ANA,0.0,0.0
deloe001,SDN,2024-06-04,2.0,2,0,0,0,0,0,0,0,6.0,0.0,,ANA,0.0,0.0
deloe001,CHA,2024-09-17,1.0,1,1,1,1,1,0,0,0,3.0,0.0,,ANA,0.0,1.0
deloe001,CHA,2024-09-18,1.2,0,0,0,2,2,0,0,0,11.0,0.0,,ANA,0.0,0.0
detmr001,ANA,2024-04-06,6.0,3,1,1,1,12,1,0,1,61.0,0.0,1.0,BOS,1.0,0.0
detmr001,ANA,2024-04-22,7.0,6,4,4,3,4,0,1,0,21.0,0.0,1.0,BAL,1.0,2.0
detmr001,ANA,2024-04-28,5.0,9,5,5,0,3,0,1,0,9.0,0.0,1.0,MIN,1.0,0.0
detmr001,ANA,2024-05-09,5.0,7,6,6,2,5,0,1,0,12.0,0.0,1.0,KCA,1.0,2.0
detmr001,ANA,2024-05-14,5.0,8,5,4,2,7,0,0,0,24.0,0.0,1.0,SLN,1.0,0.0
detmr001,ANA,2024-05-26,5.0,4,3,3,4,8,0,1,0,30.0,0.0,1.0,CLE,1.0,0.0
detmr001,ANA,2024-09-03,6.0,3,2,2,2,10,0,0,1,46.0,0.0,1.0,LAN,1.0,0.0
detmr001,ANA,2024-09-16,5.1,7,7,7,3,6,0,1,0,13.0,0.0,1.0,CHA,1.0,3.0
detmr001,ANA,2024-09-27,5.0,8,4,4,1,12,0,1,0,39.0,0.0,1.0,TEX,1.0,3.0
domis001,PHI,2024-04-29,1.0,3,2,2,0,1,0,1,0,0.0,0.0,,ANA,0.0,0.0
dufft001,KCA,2024-05-10,1.0,0,0,0,0,0,1,0,0,9.0,0.0,,ANA,0.0,0.0
dunnd001,TEX,2024-09-28,1.0,0,0,0,0,1,1,0,0,12.0,0.0,,ANA,0.0,0.0
ederj001,CHA,2024-09-17,2.0,2,1,1,1,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
efliz001,TBA,2024-04-08,5.0,9,5,5,0,5,0,1,0,15.0,0.0,1.0,ANA,0.0,1.0
ellaf001,CHA,2024-09-16,0.2,0,0,0,0,1,0,0,0,5.0,0.0,,ANA,0.0,0.0
ellaf001,CHA,2024-09-18,1.1,0,0,0,1,1,0,0,0,7.0,0.0,,ANA,0.0,0.0
eovan001,TEX,2024-09-29,7.0,4,0,0,1,5,1,0,1,46.0,0.0,1.0,ANA,0.0,0.0
ercel001,OAK,2024-06-26,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
ercel001,OAK,2024-07-25,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
ercel001,OAK,2024-07-26,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
estec001,ANA,2024-04-06,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,BOS,1.0,0.0
estec001,ANA,2024-04-10,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,TBA,1.0,0.0
estec001,ANA,2024-04-23,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,BAL,1.0,0.0
estec001,ANA,2024-04-29,1.0,2,1,1,0,1,0,0,0,3.0,0.0,,PHI,1.0,0.0
estec001,ANA,2024-04-30,0.2,3,3,3,0,2,0,1,0,-1.0,0.0,,PHI,1.0,2.0
estec001,ANA,2024-05-10,1.0,3,2,2,0,1,0,1,0,0.0,0.0,,KCA,1.0,1.0
estec001,ANA,2024-05-15,1.0,1,0,0,0,1,0,0,0,6.0,0.0,,SLN,1.0,0.0
estec001,ANA,2024-05-28,1.0,0,0,0,0,0,0,0,0,3.0,0.0,,NYA,1.0,0.0
estec001,ANA,2024-06-03,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,SDN,1.0,0.0
estec001,ANA,2024-06-04,1.0,0,0,0,0,0,0,0,0,3.0,0.0,,SDN,1.0,0.0
estec001,ANA,2024-06-09,1.0,0,0,0,0,1,1,0,0,12.0,0.0,,HOU,1.0,0.0
estec001,ANA,2024-06-17,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,MIL,1.0,0.0
estec001,ANA,2024-06-25,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,OAK,1.0,0.0
estec001,ANA,2024-06-28,1.0,0,0,0,0,0,0,0,0,3.0,0.0,,DET,1.0,0.0
estec001,ANA,2024-06-29,1.0,1,0,0,0,0,0,0,0,3.0,0.0,,DET,1.0,0.0
estec001,ANA,2024-07-10,1.0,0,0,0,0,0,0,0,0,3.0,0.0,,TEX,1.0,0.0
estec001,ANA,2024-07-12,1.0,1,0,0,0,2,0,0,0,9.0,0.0,,SEA,1.0,0.0
estec001,ANA,2024-07-13,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,SEA,1.0,0.0
estej001,OAK,2024-06-26,5.2,3,2,2,2,8,0,1,0,35.0,0.0,1.0,ANA,0.0,0.0
estej001,OAK,2024-07-26,2.2,2,0,0,2,0,0,0,0,8.0,0.0,,ANA,0.0,0.0
estrj002,SDN,2024-06-03,0.2,0,0,0,0,0,0,0,0,2.0,0.0,,ANA,0.0,0.0
faeda001,DET,2024-06-30,1.2,2,1,1,0,3,0,0,0,11.0,0.0,,ANA,0.0,0.0
fairp001,TBA,2024-04-09,1.0,2,1,1,1,2,0,0,0,6.0,0.0,,ANA,0.0,0.0
fairp001,TBA,2024-04-10,1.0,1,0,0,0,3,0,0,0,12.0,0.0,,ANA,0.0,0.0
feltr001,COL,2024-08-01,6.0,7,3,3,1,3,0,0,1,22.0,0.0,1.0,ANA,0.0,2.0
fergc001,NYA,2024-05-30,0.1,1,0,0,0,0,0,0,0,1.0,0.0,,ANA,0.0,0.0
fergc001,HOU,2024-09-15,0.1,1,3,3,1,1,0,0,0,-5.0,0.0,,ANA,0.0,0.0
fergt001,OAK,2024-07-25,1.0,0,0,0,0,2,0,0,0,9.0,0.0,,ANA,0.0,0.0
fergt001,OAK,2024-07-27,1.0,0,0,0,0,1,0,0,0,6.0,0.0,,ANA,0.0,0.0
fernr001,SLN,2024-05-13,0.0,2,1,1,1,0,0,0,0,-3.0,0.0,,ANA,0.0,0.0
fernr001,SLN,2024-05-14,0.1,1,0,0,0,0,0,0,0,1.0,0.0,,ANA,0.0,0.0
festm001,TEX,2024-09-27,1.0,2,1,1,0,2,0,0,0,6.0,0.0,,ANA,0.0,0.0
flahj002,DET,2024-06-27,5.2,7,5,5,1,7,0,1,0,23.0,0.0,1.0,ANA,0.0,3.0
folej001,DET,2024-06-29,1.1,1,1,0,0,1,0,1,0,7.0,0.0,,ANA,0.0,0.0
franb002,TOR,2024-08-12,7.0,1,1,1,0,8,1,0,1,52.0,0.0,1.0,ANA,0.0,1.0
freek001,COL,2024-07-31,7.0,6,1,1,0,6,1,0,1,46.0,0.0,1.0,ANA,0.0,1.0
fulmc001,ANA,2024-04-09,1.0,0,0,0,1,0,0,0,0,3.0,0.0,,TBA,1.0,0.0
fulmc001,ANA,2024-04-24,2.0,1,0,0,1,2,0,0,0,12.0,0.0,,BAL,1.0,0.0
fulmc001,ANA,2024-04-27,3.1,5,4,4,2,2,0,0,0,4.0,0.0,,MIN,1.0,1.0
