date,game,retro_id,home,order,starter,team,opp,PA,AB,SAC,HBP,BB,S,D,T,HR,TB,H,SO,RBI,R,CS,SB,fanduel_pts
2021-04-01,0,fralj001,1.0,7.0,1,SEA,SFN,5,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,15.5
2021-04-01,0,frant002,1.0,2.0,1,SEA,SFN,5,4,0,0,1,1,0,0,0,1,1,2,1,1,0,0,12.7
2021-04-01,0,fraza001,0.0,1.0,1,PIT,CHN,6,4,0,0,2,1,1,0,0,3,2,0,2,1,0,1,31.2
2021-04-01,0,frazc001,1.0,9.0,1,NYA,TOR,4,3,0,0,1,2,0,0,0,2,2,0,0,0,0,0,9.0
2021-04-01,0,freef001,0.0,3.0,1,ATL,PHI,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
2021-04-01,0,friem001,0.0,9.0,1,ATL,PHI,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,fuenj001,1.0,2.0,1,COL,LAN,5,5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,6.5
2021-04-01,0,gallj002,0.0,3.0,1,TEX,KCA,6,3,0,0,3,2,0,0,0,2,2,0,2,1,0,1,31.2
2021-04-01,0,gameb001,,,0,CLE,DET,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
2021-04-01,0,garca003,1.0,4.0,1,MIL,MIN,5,5,0,0,0,2,0,0,0,2,2,1,0,0,0,0,6.0
2021-04-01,0,garcl004,0.0,6.0,1,CHA,ANA,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
2021-04-01,0,garlk001,,,0,MIN,MIL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,garvm001,0.0,7.0,1,MIN,MIL,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0
2021-04-01,0,gimea001,0.0,9.0,1,CLE,DET,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,glast001,0.0,9.0,1,TBA,MIA,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
2021-04-01,0,goldp001,0.0,2.0,1,SLN,CIN,5,5,0,0,0,2,2,0,0,6,4,0,1,3,0,0,31.1
2021-04-01,0,gonzc002,,,0,COL,LAN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,gonze004,,,0,PIT,CHN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,grany001,0.0,5.0,1,CHA,ANA,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
2021-04-01,0,gregd001,1.0,6.0,1,PHI,ATL,5,4,0,0,1,1,0,0,0,1,1,3,0,0,0,0,6.0
2021-04-01,0,gricr001,0.0,8.0,1,TOR,NYA,4,4,0,0,0,1,1,0,0,3,2,1,1,0,1,0,12.5
2021-04-01,0,grosr001,1.0,1.0,1,DET,CLE,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,15.0
2021-04-01,0,guerv002,0.0,5.0,1,TOR,NYA,4,2,0,0,2,1,0,0,0,1,1,0,0,0,0,0,9.0
2021-04-01,0,gurrl001,0.0,6.0,1,TOR,NYA,4,4,0,0,0,1,0,0,0,1,1,2,1,0,0,0,6.5
2021-04-01,0,gurry001,0.0,7.0,1,HOU,OAK,5,4,0,0,1,1,0,0,0,1,1,1,0,0,0,0,6.0
2021-04-01,0,hampg001,1.0,8.0,1,COL,LAN,4,3,0,0,1,1,0,0,0,1,1,0,1,2,0,0,15.9
2021-04-01,0,hanim001,1.0,1.0,1,SEA,SFN,5,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,6.2
2021-04-01,0,happi001,1.0,1.0,1,CHN,PIT,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
2021-04-01,0,harpb003,1.0,3.0,1,PHI,ATL,5,4,0,0,1,1,0,0,0,1,1,1,0,0,0,0,6.0
2021-04-01,0,hasea001,1.0,8.0,1,PHI,ATL,3,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3.0
2021-04-01,0,hayek001,0.0,2.0,1,PIT,CHN,6,5,0,0,1,0,0,0,1,4,1,1,2,1,0,0,25.2
2021-04-01,0,hendk001,1.0,9.0,1,CHN,PIT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,hernc005,0.0,2.0,1,CLE,DET,5,4,0,0,1,0,1,0,0,2,1,0,0,0,0,0,9.0
2021-04-01,0,hernt002,0.0,4.0,1,TOR,NYA,4,4,0,0,0,2,0,0,1,6,3,1,1,2,0,0,27.9
2021-04-01,0,heywj001,1.0,7.0,1,CHN,PIT,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0
2021-04-01,0,hicka001,1.0,3.0,1,NYA,TOR,5,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3.0
2021-04-01,0,hiurk001,1.0,2.0,1,MIL,MIN,5,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3.2
2021-04-01,0,holtb002,0.0,6.0,1,TEX,KCA,5,2,0,0,3,1,0,0,0,1,1,0,0,0,0,0,12.0
2021-04-01,0,hoskr001,1.0,2.0,1,PHI,ATL,5,5,0,0,0,0,1,0,0,2,1,3,0,1,0,0,9.2
2021-04-01,0,hosme001,1.0,4.0,1,SDN,ARI,4,4,0,0,0,1,1,0,1,7,3,1,3,1,0,0,34.7
2021-04-01,0,iglej001,1.0,7.0,1,ANA,CHA,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,indij001,1.0,7.0,1,CIN,SLN,4,4,0,0,0,1,1,0,0,3,2,1,0,0,0,0,9.0
2021-04-01,0,isbek001,1.0,7.0,1,KCA,TEX,5,5,0,0,0,3,0,0,0,3,3,2,2,1,0,0,19.2
2021-04-01,0,jansd001,0.0,9.0,1,TOR,NYA,4,4,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3.0
2021-04-01,0,jonej006,1.0,9.0,1,DET,CLE,3,3,0,0,0,0,1,0,0,2,1,1,1,0,0,0,9.5
2021-04-01,0,judga001,1.0,2.0,1,NYA,TOR,5,5,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3.0
2021-04-01,0,kellc002,,,0,ARI,SDN,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3.0
2021-04-01,0,keplm001,0.0,5.0,1,MIN,MIL,5,5,0,0,0,1,1,1,0,6,3,0,1,1,0,0,24.7
2021-04-01,0,kersc001,0.0,9.0,1,LAN,COL,3,3,0,0,0,2,0,0,0,2,2,0,0,1,0,0,9.2
2021-04-01,0,kierk001,0.0,6.0,1,TBA,MIA,4,4,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3.0
2021-04-01,0,kim-h002,,,0,SDN,ARI,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,kinei001,0.0,1.0,1,TEX,KCA,6,5,0,0,1,0,1,0,0,2,1,0,0,3,0,0,18.6
2021-04-01,0,kuhlc001,0.0,9.0,1,PIT,CHN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,laurr001,1.0,2.0,1,OAK,HOU,4,4,0,0,0,1,1,0,0,3,2,0,0,1,0,1,18.2
2021-04-01,0,lemad001,1.0,1.0,1,NYA,TOR,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
2021-04-01,0,locat001,,,0,ARI,SDN,2,2,0,0,0,0,0,0,1,4,1,0,2,1,0,0,22.2
2021-04-01,0,longe001,0.0,4.0,1,SFN,SEA,5,4,0,0,1,1,0,0,1,5,2,2,1,1,0,0,24.7
2021-04-01,0,lopen001,1.0,9.0,1,KCA,TEX,5,4,1,0,0,2,0,0,0,2,2,0,1,1,0,0,12.7
2021-04-01,0,loweb001,0.0,4.0,1,TBA,MIA,4,3,0,0,1,0,1,0,0,2,1,1,0,0,0,0,9.0
2021-04-01,0,lowen001,0.0,5.0,1,TEX,KCA,6,6,0,0,0,1,1,0,0,3,2,3,4,1,0,0,26.2
2021-04-01,0,lowrj001,1.0,6.0,1,OAK,HOU,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
2021-04-01,0,luplj001,0.0,1.0,1,CLE,DET,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,lux-g001,0.0,7.0,1,LAN,COL,4,4,0,0,0,2,0,0,0,2,2,1,1,0,0,0,9.5
2021-04-01,0,machm001,1.0,3.0,1,SDN,ARI,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,madrn001,0.0,9.0,1,CHA,ANA,3,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3.0
2021-04-01,0,maedk001,0.0,9.0,1,MIN,MIL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,maldm001,0.0,9.0,1,HOU,OAK,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
2021-04-01,0,marct001,,,0,SDN,ARI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.2
2021-04-01,0,margm001,,,0,TBA,MIA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,marmj001,,,0,SEA,SFN,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
2021-04-01,0,marqg001,1.0,9.0,1,COL,LAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,martk001,0.0,2.0,1,ARI,SDN,5,5,0,0,0,2,1,0,1,8,4,1,1,2,0,0,33.9
2021-04-01,0,marts002,1.0,2.0,1,MIA,TBA,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0
2021-04-01,0,mathw001,,,0,ARI,SDN,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,mazan001,1.0,6.0,1,DET,CLE,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
2021-04-01,0,mccua001,1.0,1.0,1,PHI,ATL,5,4,0,0,1,1,0,0,0,1,1,2,0,1,0,0,9.2
2021-04-01,0,mckib001,,,0,MIL,MIN,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3.0
2021-04-01,0,mckiz001,,,0,LAN,COL,1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,9.2
2021-04-01,0,mcmar001,,,0,COL,LAN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,meada001,0.0,2.0,1,TBA,MIA,4,4,0,0,0,0,0,0,1,4,1,1,1,1,0,0,18.7
2021-04-01,0,merrw001,1.0,1.0,1,KCA,TEX,6,5,1,0,0,2,0,0,1,6,3,0,2,2,0,0,31.4
2021-04-01,0,millb002,,,0,PHI,ATL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,moliy001,0.0,6.0,1,SLN,CIN,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.7
2021-04-01,0,moncy001,0.0,4.0,1,CHA,ANA,4,3,0,0,1,1,1,0,0,3,2,1,0,0,0,0,12.0
2021-04-01,0,moord002,1.0,6.0,1,SEA,SFN,5,3,1,0,1,0,1,0,0,2,1,1,3,1,0,0,22.7
2021-04-01,0,morac001,0.0,4.0,1,PIT,CHN,5,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,12.2
2021-04-01,0,morem001,1.0,5.0,1,OAK,HOU,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
2021-04-01,0,mousm001,1.0,5.0,1,CIN,SLN,5,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,9.5
2021-04-01,0,muncm001,0.0,5.0,1,LAN,COL,5,4,0,0,1,1,0,1,0,4,2,1,1,0,0,0,18.5
2021-04-01,0,murps001,1.0,7.0,1,OAK,HOU,4,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3.0
2021-04-01,0,murpt002,1.0,8.0,1,SEA,SFN,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
2021-04-01,0,myerw001,1.0,5.0,1,SDN,ARI,4,3,0,0,1,0,0,0,1,4,1,0,1,2,0,0,24.9
2021-04-01,0,naqut001,,,0,CIN,SLN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2021-04-01,0,narvo001,1.0,7.0,1,MIL,MIN,5,5,0,0,0,2,0,0,0,2,2,1,1,0,0,0,9.5
2021-04-01,0,naylj001,0.0,6.0,1,CLE,DET,4,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,3.0
2021-04-01,0,newmk001,0.0,5.0,1,PIT,CHN,5,5,0,0,0,2,0,0,0,2,2,0,0,0,0,0,6.0
2021-04-01,0,nolaa001,1.0,9.0,1,PHI,ATL,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,ohtas001,1.0,2.0,1,ANA,CHA,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.2
2021-04-01,0,olsom001,1.0,3.0,1,OAK,HOU,4,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3.0
2021-04-01,0,oneit001,0.0,5.0,1,SLN,CIN,5,4,0,1,0,0,0,0,1,4,1,1,2,2,0,0,28.4
2021-04-01,0,owinc001,1.0,7.0,1,COL,LAN,4,3,0,0,1,2,0,1,0,5,3,0,1,3,0,2,43.1
2021-04-01,0,ozunm001,0.0,4.0,1,ATL,PHI,5,5,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3.0
2021-04-01,0,pachc001,0.0,8.0,1,ATL,PHI,4,3,1,0,0,0,1,0,0,2,1,2,0,1,0,0,9.2
2021-04-01,0,pedej001,1.0,5.0,1,CHN,PIT,4,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,6.5
2021-04-01,0,perad001,0.0,4.0,1,ARI,SDN,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,perem005,,,0,PIT,CHN,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2021-04-01,0,perer003,0.0,8.0,1,CLE,DET,4,2,0,0,2,0,0,0,1,4,1,1,2,1,0,0,28.2
2021-04-01,0,peres002,1.0,4.0,1,KCA,TEX,6,4,0,1,1,0,0,0,0,0,0,2,1,2,0,0,15.9
2021-04-01,0,phamt001,1.0,1.0,1,SDN,ARI,5,4,0,1,0,1,0,0,0,1,1,1,0,0,0,0,6.0
2021-04-01,0,pindc001,1.0,8.0,1,OAK,HOU,4,4,0,0,0,2,0,0,0,2,2,1,0,0,0,0,6.0
2021-04-01,0,polag001,0.0,6.0,1,PIT,CHN,5,4,0,0,1,0,0,0,0,0,0,2,0,1,0,0,6.2
2021-04-01,0,polaj001,0.0,3.0,1,MIN,MIL,5,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3.0
2021-04-01,0,poseb001,0.0,7.0,1,SFN,SEA,5,4,0,0,1,0,0,0,1,4,1,0,1,1,0,0,21.7
2021-04-01,0,profj001,1.0,7.0,1,SDN,ARI,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6.5
2021-04-01,0,pujoa001,1.0,6.0,1,ANA,CHA,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
2021-04-01,0,quinr003,,,0,PHI,ATL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
