player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Luis Severino,Oakland Athletics,0.22-0.34,$8700,2.77,0.22,0.34,4.05,1,0,5.04,4.88,2.5,2.26,0.61,1.53,4.29,1.27,,24.1,MIN @ OAK
Joe Ryan,Minnesota Twins,0.36-0.22,$10500,2.84,0.36,0.22,3.37,1,0,4.98,4.27,2.1,1.86,0.69,1.13,5.52,1.08,,29.8,MIN @ OAK
Jhoan Duran,Minnesota Twins,0.03-0.03,$5500,0.47,0.03,0.03,2.2,0,0.28,0.53,0.39,0.14,0.13,0.02,0.18,0.4,1.07,,2.6,MIN @ OAK
Mason Miller,Oakland Athletics,0.02-0.02,$5500,0.38,0.02,0.02,4.12,0,0.22,0.4,0.38,0.2,0.19,0.05,0.18,0.44,1.39,,2.1,MIN @ OAK
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.31,0.02,0.02,4.33,0,0.21,0.4,0.39,0.21,0.19,0.06,0.16,0.31,1.36,,1.7,LAA @ BOS
Aroldis Chapman,Boston Red Sox,0.03-0.03,$5500,0.49,0.03,0.03,2.75,0,0.29,0.53,0.42,0.18,0.16,0.04,0.26,0.48,1.28,,2.7,LAA @ BOS
Tyler Anderson,Los Angeles Angels,0.26-0.43,$8200,2.9,0.26,0.43,5.12,1,0,5.53,5.54,3.38,3.15,0.85,2.17,4.46,1.4,,23.8,LAA @ BOS
Richard Fitts,Boston Red Sox,0.36-0.23,$8000,2.84,0.36,0.23,4.18,1,0,4.71,4.53,2.48,2.18,0.49,1.41,3.83,1.26,,22.7,LAA @ BOS
Aaron Civale,Milwaukee Brewers,0.3-0.29,$7000,3.11,0.3,0.29,4.72,1,0,4.9,4.57,2.67,2.57,0.83,1.66,3.81,1.27,,21.8,MIL @ CIN
Brady Singer,Cincinnati Reds,0.28-0.35,$8300,3.31,0.28,0.35,4.18,1,0,5.67,5.01,2.77,2.63,0.78,1.72,4.93,1.19,,27.5,MIL @ CIN
Trevor Megill,Milwaukee Brewers,0.02-0.02,$5500,0.35,0.02,0.02,2.51,0,0.21,0.38,0.29,0.12,0.11,0.03,0.17,0.31,1.21,,1.9,MIL @ CIN
Alexis Diaz,Cincinnati Reds,0.03-0.03,$5500,0.31,0.03,0.03,8.36,0,0.29,0.55,0.77,0.55,0.51,0.2,0.37,0.48,2.09,,1.7,MIL @ CIN
Logan Webb,San Francisco Giants,0.39-0.29,$10600,3.13,0.39,0.29,2.8,1,0,5.83,4.93,2.13,1.81,0.43,1.3,5.53,1.07,,33.2,SD @ SF
Robert Suarez,San Diego Padres,0.02-0.02,$5500,0.33,0.02,0.02,2.42,0,0.22,0.42,0.32,0.12,0.11,0.02,0.13,0.26,1.06,,1.8,SD @ SF
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.42,0.03,0.03,3.44,0,0.27,0.51,0.45,0.21,0.2,0.02,0.15,0.4,1.16,,2.3,SD @ SF
Stephen Kolek,San Diego Padres,0.28-0.42,$8800,3.11,0.28,0.42,3.84,1,0,5.47,5.05,2.56,2.33,0.53,1.86,4.78,1.26,,27.4,SD @ SF
Jack Flaherty,Detroit Tigers,0.41-0.19,$9900,3.29,0.41,0.19,3.45,1,0,5.56,4.86,2.46,2.13,0.56,1.62,6.04,1.17,,32.6,DET @ CHW
Jason Foley,Detroit Tigers,0.03-0.03,$5500,0.42,0.03,0.03,3.23,0,0.32,0.6,0.51,0.23,0.22,0.05,0.21,0.33,1.2,,2.3,DET @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.2,0.02,0.02,5.33,0,0.18,0.33,0.36,0.21,0.2,0.06,0.17,0.2,1.58,,1.1,DET @ CHW
Jonathan Cannon,Chicago White Sox,0.15-0.4,$7500,2.8,0.15,0.4,4.57,1,0,4.66,4.9,2.69,2.37,0.67,1.65,3.96,1.4,,21,DET @ CHW
Edwin Diaz,New York Mets,0.02-0.02,$5500,0.4,0.02,0.02,2.81,0,0.22,0.41,0.33,0.14,0.13,0.04,0.18,0.4,1.23,,2.2,NYM @ LAD
Paul Blackburn,New York Mets,0.27-0.29,$7200,2.5,0.27,0.29,4.8,1,0,4.31,4.68,2.45,2.3,0.83,1.78,3.15,1.5,,18,NYM @ LAD
Tanner Scott,Los Angeles Dodgers,0.03-0.03,$5500,0.38,0.03,0.03,3.28,0,0.28,0.52,0.45,0.21,0.19,0.06,0.16,0.32,1.15,,2.1,NYM @ LAD
Dustin May,Los Angeles Dodgers,0.33-0.32,$9000,2.9,0.33,0.32,4.02,1,0,5.15,5.07,2.62,2.3,0.79,1.89,4.68,1.35,,26.1,NYM @ LAD
