player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Justin Turner,Chicago Cubs,$2400,3.29,3.99,0.3,0.84,0.59,0.17,0.01,0.09,0.49,0.01,0.03,0.37,0.87,0.236,0.311,0.368,0.679,7.9,CHC @ CIN
Dansby Swanson,Chicago Cubs,$3200,3.44,4.32,0.62,0.85,0.46,0.24,0.05,0.15,0.53,0.14,0.02,0.38,1.01,0.221,0.297,0.439,0.736,11,CHC @ CIN
Carson Kelly,Chicago Cubs,$3300,2.82,4.43,0.46,0.85,0.57,0.17,0.01,0.12,0.51,0,0,0.56,0.95,0.223,0.328,0.378,0.706,9.3,CHC @ CIN
Ian Happ,Chicago Cubs,$3300,3.48,4.77,0.68,0.9,0.52,0.22,0.08,0.13,0.5,0.04,0.01,0.72,1.35,0.226,0.344,0.431,0.775,11.5,CHC @ CIN
Austin Hays,Cincinnati Reds,$3300,3.06,4.19,0.54,1.14,0.81,0.23,0.02,0.14,0.51,0.07,0.01,0.17,0.89,0.287,0.314,0.477,0.791,10.1,CHC @ CIN
Kyle Tucker,Chicago Cubs,$4400,3.02,4.54,0.76,0.92,0.53,0.15,0,0.3,0.68,0.1,0.01,0.59,0.69,0.237,0.338,0.514,0.853,13.3,CHC @ CIN
Gavin Lux,Cincinnati Reds,$2600,3.27,4.08,0.51,0.89,0.63,0.2,0.02,0.05,0.46,0.06,0.03,0.33,0.81,0.242,0.302,0.36,0.662,8.5,CHC @ CIN
Nico Hoerner,Chicago Cubs,$3000,3.43,4.1,0.56,1.04,0.72,0.22,0.01,0.13,0.36,0.2,0.02,0.24,0.48,0.276,0.327,0.451,0.778,10.3,CHC @ CIN
Santiago Espinal,Cincinnati Reds,$2500,3.6,4.41,0.43,1.09,0.85,0.22,0,0.06,0.55,0.04,0.03,0.26,0.38,0.273,0.319,0.379,0.698,9,CHC @ CIN
Tyler Stephenson,Cincinnati Reds,$2700,2.93,3.74,0.37,0.71,0.46,0.15,0,0.14,0.42,0,0,0.41,0.94,0.217,0.309,0.403,0.712,7.9,CHC @ CIN
TJ Friedl,Cincinnati Reds,$2900,4.24,4.52,0.64,1.16,0.8,0.2,0.06,0.17,0.61,0.1,0.07,0.36,0.53,0.29,0.356,0.513,0.87,12.3,CHC @ CIN
Seiya Suzuki,Chicago Cubs,$3800,2.84,4.66,0.52,0.9,0.57,0.16,0.03,0.2,0.6,0.03,0.04,0.46,1.33,0.219,0.301,0.44,0.741,10.8,CHC @ CIN
Will Benson,Cincinnati Reds,$3000,3.53,3.85,0.64,0.86,0.5,0.2,0.02,0.18,0.54,0.08,0.02,0.37,1.17,0.248,0.323,0.481,0.804,10.6,CHC @ CIN
Spencer Steer,Cincinnati Reds,$2600,3.62,3.97,0.47,0.87,0.56,0.15,0,0.18,0.52,0.05,0.06,0.31,0.9,0.243,0.308,0.438,0.746,9.4,CHC @ CIN
Matt McLain,Cincinnati Reds,$3000,3.23,3.63,0.48,0.8,0.47,0.14,0.01,0.21,0.48,0.09,0.03,0.32,1.04,0.245,0.318,0.493,0.811,9.7,CHC @ CIN
Elly De La Cruz,Cincinnati Reds,$3700,2.78,4.3,0.57,0.89,0.51,0.29,0.03,0.12,0.42,0.14,0.06,0.35,1.24,0.232,0.299,0.429,0.728,10.3,CHC @ CIN
Pete Crow-Armstrong,Chicago Cubs,$3700,3.3,4.21,0.62,1.01,0.6,0.18,0.05,0.21,0.74,0.14,0.03,0.23,0.92,0.264,0.312,0.506,0.819,12.2,CHC @ CIN
Matt Shaw,Chicago Cubs,$2500,2.72,3.88,0.39,0.66,0.43,0.18,0.02,0.06,0.26,0.03,0.01,0.33,1.03,0.194,0.276,0.322,0.598,6.8,CHC @ CIN
Wilmer Flores,San Francisco Giants,$3100,3.13,4.72,0.49,1.07,0.73,0.24,0.01,0.15,0.5,0,0,0.25,0.8,0.243,0.29,0.419,0.709,9.7,SF @ WSH
Josh Bell,Washington Nationals,$2600,2.96,4.07,0.38,0.75,0.54,0.16,0,0.1,0.37,0,0,0.43,0.94,0.211,0.3,0.357,0.657,7.7,SF @ WSH
Willy Adames,San Francisco Giants,$2700,3.7,4.38,0.62,0.87,0.6,0.17,0,0.13,0.46,0.08,0.06,0.44,1.17,0.225,0.316,0.378,0.695,10,SF @ WSH
Nathaniel Lowe,Washington Nationals,$3000,3.33,4.4,0.53,0.9,0.6,0.2,0.02,0.13,0.48,0.01,0.03,0.57,0.96,0.241,0.343,0.414,0.757,10,SF @ WSH
Mike Yastrzemski,San Francisco Giants,$2900,4.31,4.83,0.57,1.02,0.62,0.19,0,0.28,0.67,0.08,0,0.45,1.25,0.238,0.315,0.498,0.813,12.5,SF @ WSH
LaMonte Wade Jr,San Francisco Giants,$2500,3.88,4.27,0.55,1,0.73,0.23,0.01,0.08,0.4,0,0.01,0.58,0.7,0.278,0.382,0.423,0.805,9.7,SF @ WSH
Luis Garcia,Washington Nationals,$2800,3.46,4.18,0.49,1.04,0.71,0.23,0.02,0.11,0.5,0.12,0.02,0.17,0.65,0.268,0.303,0.425,0.728,9.7,SF @ WSH
Keibert Ruiz,Washington Nationals,$2700,3.07,4.29,0.44,1,0.74,0.21,0.03,0.06,0.41,0.02,0.03,0.24,0.54,0.254,0.305,0.381,0.685,8.3,SF @ WSH
C.J. Abrams,Washington Nationals,$3600,3.53,4.62,0.62,1.11,0.57,0.27,0.01,0.24,0.78,0.12,0.05,0.2,1,0.261,0.31,0.496,0.806,12.7,SF @ WSH
Heliot Ramos,San Francisco Giants,$3500,3.23,4.49,0.64,1.14,0.71,0.23,0.04,0.2,0.59,0.02,0.02,0.22,1.03,0.274,0.314,0.505,0.818,11.3,SF @ WSH
Robert Hassell III,Washington Nationals,$2000,3.5,3.96,0.45,0.75,0.52,0.18,0.02,0.05,0.28,0.01,0.03,0.33,1.1,0.214,0.286,0.324,0.61,7,SF @ WSH
Casey Schmitt,San Francisco Giants,$2200,4.5,4.16,0.43,1.06,0.69,0.26,0.01,0.14,0.63,0,0,0.23,0.95,0.278,0.325,0.472,0.797,9.9,SF @ WSH
Patrick Bailey,San Francisco Giants,$2300,3.39,4.05,0.41,0.85,0.6,0.25,0.03,0.03,0.4,0,0.01,0.36,0.85,0.243,0.318,0.377,0.695,7.8,SF @ WSH
Jose Tena,Washington Nationals,$2300,3.7,3.85,0.44,0.91,0.66,0.19,0.05,0.07,0.42,0.04,0.02,0.27,0.86,0.264,0.324,0.423,0.746,8.5,SF @ WSH
Tyler Fitzgerald,San Francisco Giants,$2800,3.5,3.94,0.57,0.88,0.55,0.23,0.02,0.11,0.44,0.11,0.04,0.29,0.97,0.253,0.324,0.433,0.757,9.8,SF @ WSH
