player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Charlie Morton,Detroit Tigers,0.39-0.2,$8700,3.45,0.39,0.2,3.85,1,0,5.44,4.82,2.53,2.33,0.59,1.76,5.43,1.21,,30,CHW @ DET
Jason Foley,Detroit Tigers,0.03-0.04,$5500,0.38,0.03,0.04,3.28,0,0.33,0.62,0.53,0.25,0.23,0.06,0.22,0.26,1.21,,2.1,CHW @ DET
Davis Martin,Chicago White Sox,0.21-0.44,$7900,2.53,0.21,0.44,5.41,1,0,5.19,5.6,3.36,3.12,0.83,1.86,3.71,1.44,,20,CHW @ DET
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.2,0.02,0.02,4.31,0,0.17,0.31,0.3,0.16,0.15,0.06,0.16,0.17,1.47,,1.1,CHW @ DET
Max Scherzer,Toronto Blue Jays,0.16-0.5,$8300,2.6,0.16,0.5,5.61,1,0,4.98,5.01,3.4,3.1,1.18,1.55,4.54,1.32,,21.6,TOR @ NYY
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.22,0.02,0.02,4.45,0,0.19,0.36,0.36,0.2,0.18,0.08,0.12,0.19,1.31,,1.2,TOR @ NYY
Max Fried,New York Yankees,0.42-0.16,$9800,3.09,0.42,0.16,3.28,1,0,5.04,4.3,2.04,1.84,0.42,1.88,5.42,1.22,,30.3,TOR @ NYY
David Bednar,New York Yankees,0.03-0.03,$5500,0.36,0.03,0.03,3,0,0.3,0.57,0.47,0.21,0.19,0.04,0.18,0.22,1.15,,2,TOR @ NYY
Dylan Cease,San Diego Padres,0.51-0.19,$9400,3.66,0.51,0.19,4.15,1,0,5.49,4.56,2.88,2.53,0.63,1.72,6.86,1.14,,34.4,SD @ COL
Tanner Gordon,Colorado Rockies,0.19-0.47,$6700,2.72,0.19,0.47,5.77,1,0,5.14,5.59,3.63,3.3,0.83,1.5,3.38,1.38,,18.2,SD @ COL
Jhoan Duran,Philadelphia Phillies,0.02-0.03,$5500,0.33,0.02,0.03,2.15,0,0.26,0.48,0.35,0.13,0.12,0.01,0.14,0.2,1.01,,1.8,PHI @ MIA
Calvin Faucher,Miami Marlins,0.02-0.03,$5500,0.31,0.02,0.03,3.2,0,0.24,0.45,0.38,0.17,0.16,0.04,0.18,0.22,1.25,,1.7,PHI @ MIA
Sonny Gray,St. Louis Cardinals,0.36-0.22,$9700,2.99,0.36,0.22,2.91,1,0,4.87,4,1.68,1.58,0.48,1.02,5.01,1.03,,29,SF @ STL
Kai-Wei Teng,San Francisco Giants,0.17-0.29,$8400,2.43,0.17,0.29,3.91,1,0,3.81,3.61,1.82,1.66,0.37,1.71,3.89,1.4,,20.4,SF @ STL
Drew Pomeranz,Chicago Cubs,0.29-0.08,$5500,3.62,0.29,0.08,3.56,1,0,3.48,3.11,1.52,1.38,0.46,1,3.56,1.18,,19.9,WSH @ CHC
Andrew Alvarez,Washington Nationals,0.14-0.49,$6500,2.71,0.14,0.49,6.29,1,0,4.66,5.4,3.67,3.26,0.92,1.94,3.86,1.58,,17.6,WSH @ CHC
Clayton Kershaw,Los Angeles Dodgers,0.32-0.25,$8400,2.8,0.32,0.25,4.26,1,0,4.97,5.16,2.73,2.35,0.42,1.32,4.09,1.3,,23.5,LAD @ BAL
Alexis Diaz,Los Angeles Dodgers,0.03-0.03,$5500,0.27,0.03,0.03,7.23,0,0.31,0.58,0.74,0.5,0.46,0.2,0.27,0.31,1.77,,1.5,LAD @ BAL
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.29,0.02,0.02,2.7,0,0.19,0.35,0.28,0.12,0.11,0.03,0.22,0.25,1.41,,1.6,LAD @ BAL
Tomoyuki Sugano,Baltimore Orioles,0.25-0.36,$7400,3.01,0.25,0.36,5.14,1,0,5.18,5.69,3.31,2.96,1.07,1.73,4.21,1.43,,22.3,LAD @ BAL
Patrick Corbin,Texas Rangers,0.22-0.38,$7500,3.55,0.22,0.38,3.83,1,0,5.59,4.73,2.73,2.38,0.8,1.6,4.51,1.13,,26.6,HOU @ TEX
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.25,0.02,0.02,2.81,0,0.23,0.42,0.34,0.14,0.13,0.06,0.06,0.13,0.95,,1.4,HOU @ TEX
Josh Hader,Houston Astros,0.03-0.03,$5500,0.38,0.03,0.03,2.31,0,0.27,0.51,0.38,0.14,0.13,0.08,0.16,0.25,1.07,,2.1,HOU @ TEX
Framber Valdez,Houston Astros,0.4-0.26,$9800,3.4,0.4,0.26,3.29,1,0,5.8,4.59,2.43,2.12,0.3,1.8,5.9,1.1,,33.3,HOU @ TEX
Michael Lorenzen,Kansas City Royals,0.22-0.28,$7600,3.25,0.22,0.28,4.27,1,0,5.26,4.99,2.79,2.5,0.78,1.62,4.53,1.26,,24.7,MIN @ KC
Bailey Ober,Minnesota Twins,0.29-0.26,$7700,3.49,0.29,0.26,3.68,1,0,5.52,5.17,2.48,2.26,0.66,1.07,4.43,1.13,,26.9,MIN @ KC
Felipe Vazquez,Pittsburgh Pirates,0.02-0.02,N/A,N/A,0.02,0.02,3.3,0,0.21,0.4,0.34,0.16,0.15,0.04,0.14,0.18,1.22,,1.4,MIL @ PIT
Trevor Megill,Milwaukee Brewers,0.03-0.03,$5500,0.38,0.03,0.03,2.57,0,0.29,0.53,0.41,0.17,0.15,0.04,0.19,0.26,1.14,,2.1,MIL @ PIT
Jacob Misiorowski,Milwaukee Brewers,0.3-0.3,$8900,3.27,0.3,0.3,3.6,1,0,4.93,4.07,2.35,1.97,0.51,1.96,5.59,1.22,,29.1,MIL @ PIT
Bubba Chandler,Pittsburgh Pirates,0.29-0.3,$7800,3.44,0.29,0.3,3.58,1,0,5.25,4.89,2.47,2.09,0.64,1.41,4.63,1.2,,26.8,MIL @ PIT
Hunter Greene,Cincinnati Reds,0.37-0.25,$10400,3.03,0.37,0.25,4.22,1,0,5.54,4.6,2.78,2.6,0.91,1.73,6.17,1.14,,31.5,NYM @ CIN
Brandon Sproat,New York Mets,0.25-0.4,N/A,N/A,0.25,0.4,5.07,1,0,5.1,4.62,3.15,2.87,0.85,2.1,4.15,1.32,,22.1,NYM @ CIN
