player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Carlos Rodon,New York Yankees,0.4-0.34,$10000,3.11,0.4,0.34,3.97,1,0,5.6,4.62,2.71,2.47,0.65,2.18,5.89,1.21,,31.1,NYY @ TB
Pete Fairbanks,Tampa Bay Rays,0.02-0.03,$5500,0.31,0.02,0.03,2.68,0,0.24,0.45,0.35,0.15,0.13,0.02,0.15,0.19,1.12,,1.7,NYY @ TB
David Bednar,New York Yankees,0.02-0.03,$5500,0.31,0.02,0.03,2.85,0,0.26,0.48,0.39,0.17,0.15,0.04,0.15,0.18,1.12,,1.7,NYY @ TB
Shane Baz,Tampa Bay Rays,0.29-0.33,$8800,3.23,0.29,0.33,4.01,1,0,5.33,4.96,2.64,2.37,0.84,1.94,5.44,1.29,,28.4,NYY @ TB
Kyle Hendricks,Los Angeles Angels,0.19-0.41,$6500,3.02,0.19,0.41,4.91,1,0,4.81,5.34,2.9,2.62,0.89,1.43,3.55,1.41,,19.6,CIN @ LAA
Hunter Greene,Cincinnati Reds,0.38-0.2,$9900,2.83,0.38,0.2,3.47,1,0,4.85,4.28,2.09,1.87,0.75,1.24,5.01,1.14,,28,CIN @ LAA
Eduardo Rodriguez,Arizona Diamondbacks,0.35-0.25,$8000,3.19,0.35,0.25,4.46,1,0,4.89,4.56,2.64,2.43,0.78,1.43,4.79,1.22,,25.5,CLE @ ARI
Emmanuel Clase,Cleveland Guardians,0.02-0.02,$5500,0.24,0.02,0.02,2.84,0,0.2,0.36,0.29,0.13,0.11,0.01,0.08,0.13,1.04,,1.3,CLE @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.35,0.03,0.03,3.34,0,0.3,0.57,0.49,0.23,0.21,0.12,0.15,0.22,1.12,,1.9,CLE @ ARI
Tanner Bibee,Cleveland Guardians,0.31-0.4,$8300,3.06,0.31,0.4,5.06,1,0,5.63,5.44,3.58,3.17,1.01,1.73,4.76,1.27,,25.4,CLE @ ARI
