player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Salvador Perez,Kansas City Royals,$3000,3.27,4.16,0.58,0.88,0.51,0.19,0.01,0.19,0.55,0,0,0.29,0.93,0.232,0.293,0.45,0.743,9.8,TEX @ KC
Marcus Semien,Texas Rangers,$2900,3.41,4.16,0.46,1.08,0.82,0.23,0.04,0.07,0.48,0.08,0.03,0.41,0.68,0.29,0.361,0.453,0.814,9.9,TEX @ KC
Joc Pederson,Texas Rangers,$2500,3.4,4.38,0.46,0.74,0.55,0.12,0.02,0.08,0.34,0.08,0,0.61,0.98,0.201,0.317,0.315,0.631,8.5,TEX @ KC
Corey Seager,Texas Rangers,$3200,4.06,4.49,0.66,1,0.58,0.24,0,0.27,0.75,0.01,0.02,0.54,0.87,0.258,0.356,0.554,0.91,13,TEX @ KC
Adam Frazier,Kansas City Royals,$2500,3.0,4.05,0.36,0.8,0.61,0.14,0.02,0.08,0.4,0.07,0.04,0.2,0.74,0.215,0.26,0.338,0.598,7.5,TEX @ KC
Kyle Higashioka,Texas Rangers,$2700,3.37,3.83,0.57,0.91,0.6,0.2,0.01,0.15,0.45,0.03,0.02,0.17,0.87,0.252,0.293,0.451,0.744,9.1,TEX @ KC
Rowdy Tellez,Texas Rangers,$2400,4.42,4.05,0.51,0.92,0.56,0.16,0.01,0.26,0.68,0.01,0.02,0.17,1.06,0.244,0.281,0.519,0.799,10.6,TEX @ KC
Mike Yastrzemski,Kansas City Royals,$2900,3.31,4.6,0.55,0.86,0.59,0.24,0.02,0.08,0.43,0.02,0,0.58,1.07,0.22,0.322,0.373,0.695,9.6,TEX @ KC
Jonathan India,Kansas City Royals,$2700,2.48,3.93,0.33,0.77,0.54,0.19,0.01,0.05,0.22,0.01,0.01,0.41,0.71,0.226,0.313,0.333,0.646,6.7,TEX @ KC
Kyle Isbel,Kansas City Royals,$2300,3.65,3.71,0.43,0.92,0.68,0.19,0.02,0.09,0.46,0.05,0.05,0.2,0.68,0.27,0.31,0.431,0.741,8.4,TEX @ KC
Bobby Witt Jr.,Kansas City Royals,$4000,3.15,4.49,0.59,0.99,0.48,0.31,0.06,0.19,0.58,0.16,0.04,0.48,0.67,0.254,0.345,0.52,0.865,12.6,TEX @ KC
