player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Isaac Collins,Milwaukee Brewers,$2500,3.56,4.15,0.48,0.84,0.58,0.19,0.01,0.08,0.36,0.08,0.01,0.43,0.93,0.239,0.343,0.372,0.715,8.9,MIL @ CHC
Caleb Durbin,Milwaukee Brewers,$2400,2.79,3.93,0.37,0.8,0.6,0.14,0.02,0.06,0.28,0.05,0.04,0.18,0.61,0.216,0.26,0.317,0.578,6.7,MIL @ CHC
Gary Sanchez,Baltimore Orioles,$2500,3.12,4.14,0.34,0.83,0.59,0.11,0.02,0.17,0.37,0,0.01,0.24,1.29,0.216,0.265,0.405,0.67,7.8,BAL @ TB
Yandy Diaz,Tampa Bay Rays,$2900,4.41,4.62,0.68,1.27,0.9,0.2,0,0.22,0.81,0.01,0.01,0.35,0.71,0.301,0.357,0.515,0.872,12.8,BAL @ TB
Ryan O'Hearn,Baltimore Orioles,$3100,2.97,4.25,0.42,1.03,0.76,0.21,0.01,0.08,0.5,0.03,0.02,0.37,0.84,0.274,0.352,0.411,0.762,9.2,BAL @ TB
Ramon Laureano,Baltimore Orioles,$2800,3.82,4.36,0.45,1.01,0.58,0.25,0.04,0.19,0.56,0.1,0.01,0.26,1.34,0.248,0.294,0.482,0.776,10.7,BAL @ TB
Cedric Mullins,Baltimore Orioles,$3200,2.97,3.81,0.42,0.85,0.52,0.19,0.02,0.15,0.51,0.12,0.04,0.29,0.75,0.245,0.307,0.451,0.758,9.5,BAL @ TB
Danny Jansen,Tampa Bay Rays,$2600,2.85,3.85,0.35,0.71,0.48,0.13,0.01,0.11,0.39,0,0,0.41,0.7,0.212,0.299,0.36,0.659,7.4,BAL @ TB
Taylor Walls,Tampa Bay Rays,$2400,3.17,3.73,0.39,0.76,0.54,0.15,0.06,0.03,0.3,0.09,0.04,0.44,0.72,0.233,0.325,0.344,0.669,7.6,BAL @ TB
Christopher Morel,Tampa Bay Rays,$2500,3.76,4.29,0.43,0.87,0.56,0.2,0.01,0.16,0.45,0.03,0.03,0.4,1.29,0.231,0.309,0.431,0.74,9.4,BAL @ TB
