player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Aroldis Chapman,Boston Red Sox,0.02-0.03,$5500,0.42,0.02,0.03,2.8,0,0.23,0.43,0.35,0.15,0.13,0.04,0.21,0.41,1.29,,2.3,BOS @ MIL
Trevor Megill,Milwaukee Brewers,0.03-0.03,$5500,0.45,0.03,0.03,2.59,0,0.27,0.5,0.39,0.16,0.14,0.04,0.22,0.42,1.22,,2.5,BOS @ MIL
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.35,0.02,0.02,2.82,0,0.22,0.41,0.33,0.14,0.13,0.02,0.19,0.31,1.26,,1.9,MIN @ TB
Joe Ryan,Minnesota Twins,0.44-0.21,$9900,3.63,0.44,0.21,3.2,1,0,5.64,4.55,2.19,2.01,0.71,1.18,6.68,1.02,,35.9,MIN @ TB
Jhoan Duran,Minnesota Twins,0.03-0.03,$5500,0.45,0.03,0.03,2.39,0,0.28,0.52,0.39,0.15,0.14,0.02,0.17,0.41,1.09,,2.5,MIN @ TB
Taj Bradley,Tampa Bay Rays,0.15-0.36,$8600,2.76,0.15,0.36,4.45,1,0,4.74,4.44,2.63,2.35,0.78,1.47,4.77,1.25,,23.7,MIN @ TB
Nathan Eovaldi,Texas Rangers,0.29-0.27,$10400,2.59,0.29,0.27,4.06,1,0,5.08,4.65,2.57,2.3,0.55,1.17,4.99,1.15,,26.9,TOR @ TEX
Chris Martin,Texas Rangers,0.03-0.03,$5500,0.42,0.03,0.03,2.65,0,0.28,0.53,0.42,0.17,0.16,0.04,0.06,0.35,0.9,,2.3,TOR @ TEX
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.33,0.02,0.02,3.97,0,0.21,0.4,0.37,0.19,0.18,0.06,0.1,0.34,1.19,,1.8,TOR @ TEX
Bowden Francis,Toronto Blue Jays,0.3-0.31,$7500,3.35,0.3,0.31,4.39,1,0,5.49,5.1,3.08,2.68,0.77,1.45,4.36,1.19,,25.1,TOR @ TEX
