player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Sean Manaea,New York Mets,0.31-0.29,$8400,3.48,0.31,0.29,3.61,1,0,5.03,4.26,2.17,2.02,0.57,1.94,5.58,1.23,,29.2,NYM @ SD
Edwin Diaz,New York Mets,0.02-0.03,$5500,0.36,0.02,0.03,1.78,0,0.25,0.46,0.32,0.1,0.09,0.03,0.17,0.26,1.07,,2,NYM @ SD
Robert Suarez,San Diego Padres,0.02-0.03,$5500,0.27,0.02,0.03,3.39,0,0.25,0.47,0.41,0.19,0.18,0.03,0.13,0.18,1.15,,1.5,NYM @ SD
Ryan Bergert,San Diego Padres,0.23-0.29,$7400,2.99,0.23,0.29,3.89,1,0,4.33,3.93,2,1.87,0.69,1.64,4.1,1.29,,22.1,NYM @ SD
Max Fried,New York Yankees,0.29-0.24,$9400,2.91,0.29,0.24,3.7,1,0,4.88,4.51,2.28,2.01,0.48,1.41,5.02,1.21,,27.4,TB @ NYY
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.27,0.02,0.02,2.87,0,0.22,0.41,0.33,0.14,0.13,0.01,0.15,0.19,1.19,,1.5,TB @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.36,0.03,0.03,4.08,0,0.28,0.52,0.49,0.26,0.24,0.03,0.22,0.32,1.36,,2,TB @ NYY
Joe Boyle,Tampa Bay Rays,0.21-0.35,$9000,2.49,0.21,0.35,4.7,1,0,4.29,3.86,2.44,2.24,0.55,2.1,4.58,1.39,,22.4,TB @ NYY
Kenley Jansen,Los Angeles Angels,0.02-0.03,$5500,0.29,0.02,0.03,3.04,0,0.25,0.46,0.38,0.17,0.16,0.07,0.14,0.19,1.13,,1.6,TEX @ LAA
Patrick Corbin,Texas Rangers,0.39-0.39,$8200,3.27,0.39,0.39,4,1,0,5.48,5.38,2.68,2.44,0.75,1.61,4.5,1.27,,26.8,TEX @ LAA
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.29,0.02,0.03,2.53,0,0.25,0.47,0.36,0.14,0.13,0.06,0.08,0.15,0.93,,1.6,TEX @ LAA
Yusei Kikuchi,Los Angeles Angels,0.37-0.37,$9100,3.21,0.37,0.37,3.92,1,0,5.54,5.25,2.6,2.41,0.64,2,5.29,1.31,,29.2,TEX @ LAA
Justin Verlander,San Francisco Giants,0.32-0.37,$7500,3.4,0.32,0.37,3.85,1,0,5.19,5.1,2.39,2.22,0.61,1.45,4.26,1.26,,25.5,PIT @ SF
