player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Ryan Pressly,Chicago Cubs,0.03-0.03,N/A,N/A,0.03,0.03,4.23,0,0.27,0.51,0.49,0.26,0.24,0.07,0.2,0.25,1.34,,1.7,NYM @ CHC
Ryan Helsley,New York Mets,0.02-0.02,$5500,0.27,0.02,0.02,4.35,0,0.22,0.42,0.41,0.22,0.2,0.05,0.18,0.23,1.39,,1.5,NYM @ CHC
David Peterson,New York Mets,0.33-0.26,$8600,3.08,0.33,0.26,4.14,1,0,5.32,5.04,2.82,2.45,0.45,1.94,4.75,1.31,,26.5,NYM @ CHC
Cade Horton,Chicago Cubs,0.24-0.31,$8900,2.64,0.24,0.31,4.54,1,0,4.97,4.67,2.78,2.5,0.88,1.74,4.32,1.29,,23.5,NYM @ CHC
Trevor May,Oakland Athletics,0.02-0.03,N/A,N/A,0.02,0.03,3.3,0,0.25,0.46,0.39,0.18,0.17,0.04,0.17,0.21,1.22,,1.6,HOU @ OAK
Josh Hader,Houston Astros,0.02-0.03,$5500,0.35,0.02,0.03,2.31,0,0.25,0.47,0.35,0.13,0.12,0.08,0.15,0.23,1.07,,1.9,HOU @ OAK
Jeffrey Springs,Oakland Athletics,0.33-0.34,$7800,3.21,0.33,0.34,4.31,1,0,5.14,4.94,2.61,2.47,0.86,1.7,4.43,1.29,,25,HOU @ OAK
Cristian Javier,Houston Astros,0.34-0.32,$7700,3.47,0.34,0.32,4.05,1,0,4.87,4.57,2.41,2.19,0.81,2.01,5.09,1.35,,26.7,HOU @ OAK
Trevor Megill,Milwaukee Brewers,0.02-0.03,$5500,0.33,0.02,0.03,2.57,0,0.25,0.47,0.36,0.14,0.13,0.03,0.17,0.22,1.14,,1.8,MIL @ SD
Mason Miller,San Diego Padres,0.02-0.03,$5500,0.36,0.02,0.03,2.7,0,0.25,0.46,0.37,0.15,0.14,0.04,0.22,0.31,1.26,,2,MIL @ SD
