player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Salvador Perez,Kansas City Royals,$2700,3.48,4.36,0.43,0.99,0.71,0.18,0.01,0.14,0.6,0,0,0.24,1.05,0.247,0.297,0.409,0.706,9.4,KC @ MIN
Harrison Bader,Minnesota Twins,$2700,2.93,3.72,0.43,0.84,0.62,0.17,0.01,0.07,0.38,0.12,0.04,0.18,1.03,0.245,0.285,0.375,0.66,7.9,KC @ MIN
Ty France,Minnesota Twins,$2900,2.31,4.17,0.29,0.88,0.69,0.15,0.01,0.05,0.35,0.02,0.03,0.22,0.87,0.227,0.272,0.316,0.588,6.7,KC @ MIN
Cavan Biggio,Kansas City Royals,$2400,2.62,4.14,0.31,0.63,0.47,0.1,0,0.06,0.28,0.03,0.02,0.42,1.22,0.174,0.268,0.257,0.525,6.3,KC @ MIN
Willi Castro,Minnesota Twins,$2600,2.5,3.61,0.4,0.76,0.59,0.15,0.01,0.05,0.2,0.09,0.03,0.2,1,0.228,0.272,0.332,0.604,6.5,KC @ MIN
Ryan Jeffers,Minnesota Twins,$2700,3.89,4.5,0.47,0.98,0.62,0.23,0.01,0.19,0.51,0.02,0,0.42,0.99,0.245,0.324,0.468,0.792,10.5,KC @ MIN
Jonathan India,Kansas City Royals,$2700,3.37,4.7,0.51,0.92,0.59,0.23,0.01,0.13,0.33,0.02,0.01,0.47,0.91,0.219,0.299,0.385,0.685,9.1,KC @ MIN
Kyle Isbel,Kansas City Royals,$2500,2.76,3.81,0.4,0.77,0.53,0.17,0.03,0.06,0.24,0.1,0.04,0.15,0.9,0.213,0.25,0.334,0.584,6.9,KC @ MIN
Trevor Larnach,Minnesota Twins,$3000,2.57,4.05,0.37,0.74,0.52,0.12,0,0.13,0.37,0.03,0.01,0.32,1.33,0.207,0.285,0.359,0.643,7.7,KC @ MIN
Bobby Witt Jr.,Kansas City Royals,$3800,3.13,4.59,0.62,1.16,0.72,0.21,0.05,0.18,0.52,0.21,0.02,0.22,0.84,0.272,0.312,0.475,0.788,11.9,KC @ MIN
Drew Waters,Kansas City Royals,$2600,2.62,4.03,0.35,0.79,0.55,0.16,0.03,0.06,0.35,0.05,0.03,0.19,1.24,0.207,0.244,0.322,0.566,6.8,KC @ MIN
Royce Lewis,Minnesota Twins,$2700,2.44,4.28,0.3,0.75,0.52,0.2,0.01,0.05,0.34,0,0.01,0.34,0.91,0.192,0.254,0.299,0.554,6.6,KC @ MIN
Jonah Bride,Minnesota Twins,$2400,2.83,3.94,0.33,0.72,0.52,0.12,0.01,0.09,0.39,0,0,0.29,1.06,0.198,0.259,0.316,0.575,6.8,KC @ MIN
