player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Giancarlo Stanton,New York Yankees,$3200,3.25,4.52,0.4,0.85,0.48,0.19,0.01,0.24,0.62,0,0,0.38,1.93,0.21,0.287,0.459,0.746,10.4,NYY @ MIA
Cody Bellinger,New York Yankees,$3600,3.36,4.63,0.61,1.24,0.87,0.17,0.02,0.21,0.6,0.08,0.01,0.38,0.68,0.299,0.36,0.514,0.874,12.1,NYY @ MIA
Ryan McMahon,New York Yankees,$2900,2.9,4.19,0.34,0.94,0.64,0.21,0.01,0.12,0.32,0.01,0.02,0.45,1.32,0.255,0.338,0.423,0.761,8.4,NYY @ MIA
Trent Grisham,New York Yankees,$3000,4.5,4.85,0.56,1.15,0.69,0.29,0,0.28,0.64,0.01,0.02,0.69,1.17,0.281,0.392,0.579,0.971,13.5,NYY @ MIA
Jazz Chisholm,New York Yankees,$3700,2.95,4.41,0.55,0.95,0.55,0.21,0.03,0.2,0.53,0.07,0.06,0.38,1.19,0.24,0.312,0.469,0.781,10.9,NYY @ MIA
Otto Lopez,Miami Marlins,$2900,3.31,4.3,0.48,0.94,0.7,0.12,0.04,0.14,0.41,0.12,0.08,0.32,0.55,0.243,0.305,0.421,0.726,9.6,NYY @ MIA
Kyle Stowers,Miami Marlins,$3400,3.65,4.41,0.56,1.1,0.63,0.34,0.03,0.18,0.65,0.04,0.02,0.57,1.31,0.29,0.384,0.556,0.939,12.4,NYY @ MIA
Anthony Volpe,New York Yankees,$3100,3.35,4.08,0.56,0.89,0.51,0.25,0.06,0.14,0.46,0.08,0.03,0.39,1.06,0.247,0.321,0.478,0.799,10.4,NYY @ MIA
Xavier Edwards,Miami Marlins,$2800,3.64,4.63,0.57,1.07,0.92,0.15,0.04,0.02,0.28,0.21,0.06,0.6,0.52,0.271,0.369,0.362,0.731,10.2,NYY @ MIA
Dane Myers,Miami Marlins,$2500,3.2,3.96,0.45,0.79,0.65,0.06,0.04,0.08,0.34,0.12,0.06,0.29,0.98,0.221,0.289,0.338,0.627,8,NYY @ MIA
Jasson Dominguez,New York Yankees,$3100,3.48,4.3,0.56,0.96,0.52,0.27,0.03,0.13,0.5,0.09,0.03,0.52,1.33,0.258,0.354,0.451,0.805,10.8,NYY @ MIA
Austin Wells,New York Yankees,$3000,3.1,3.96,0.5,0.88,0.5,0.28,0,0.16,0.4,0.01,0.04,0.31,1.2,0.246,0.315,0.48,0.795,9.3,NYY @ MIA
Graham Pauley,Miami Marlins,$2100,3.1,3.85,0.37,0.73,0.49,0.22,0.01,0.03,0.2,0.02,0,0.35,0.91,0.215,0.298,0.32,0.618,6.5,NYY @ MIA
Ben Rice,New York Yankees,$3200,3.47,4.74,0.55,0.9,0.44,0.33,0.02,0.16,0.53,0.03,0.01,0.55,1.39,0.221,0.325,0.442,0.767,11.1,NYY @ MIA
Liam Hicks,Miami Marlins,$2400,3.75,4.18,0.42,0.9,0.66,0.19,0.01,0.09,0.45,0,0.04,0.55,0.6,0.255,0.36,0.409,0.769,9,NYY @ MIA
Agustin Ramirez,Miami Marlins,$3000,3.9,4.52,0.66,1.08,0.68,0.23,0.02,0.19,0.6,0.04,0.03,0.4,0.77,0.271,0.342,0.489,0.831,11.7,NYY @ MIA
Troy Johnston,Miami Marlins,N/A,N/A,4.07,0.37,0.85,0.65,0.16,0,0.08,0.35,0,0.02,0.25,1.06,0.226,0.278,0.347,0.625,7.1,NYY @ MIA
Jakob Marsee,Miami Marlins,N/A,N/A,3.74,0.31,0.66,0.5,0.14,0.01,0.02,0.31,0,0,0.38,0.9,0.211,0.311,0.296,0.607,6.1,NYY @ MIA
Marcus Semien,Texas Rangers,$3000,3.47,4.46,0.42,1.16,0.93,0.19,0.03,0.1,0.39,0.12,0.03,0.52,0.77,0.296,0.379,0.46,0.839,10.4,TEX @ SEA
Eugenio Suarez,Seattle Mariners,$3600,2.61,4.15,0.43,0.79,0.39,0.18,0,0.23,0.47,0.01,0,0.32,1.06,0.214,0.295,0.452,0.747,9.4,TEX @ SEA
Jorge Polanco,Seattle Mariners,$2800,3.5,4.04,0.44,0.86,0.5,0.16,0,0.23,0.61,0.01,0.01,0.33,0.84,0.235,0.296,0.476,0.772,9.8,TEX @ SEA
Joc Pederson,Texas Rangers,$2400,2.96,4.01,0.34,0.72,0.54,0.13,0.01,0.06,0.27,0.02,0,0.57,1.05,0.213,0.328,0.32,0.648,7.1,TEX @ SEA
Corey Seager,Texas Rangers,$3400,3.29,4.57,0.42,1.13,0.6,0.29,0.01,0.23,0.59,0,0,0.43,0.89,0.276,0.349,0.52,0.869,11.2,TEX @ SEA
J.P. Crawford,Seattle Mariners,$2500,3.16,3.82,0.37,0.84,0.65,0.14,0.02,0.06,0.29,0.11,0.05,0.42,0.62,0.253,0.342,0.367,0.71,7.9,TEX @ SEA
Kyle Higashioka,Texas Rangers,$2700,2.81,3.79,0.37,0.81,0.59,0.18,0,0.09,0.32,0.06,0.01,0.25,0.84,0.238,0.301,0.382,0.683,7.6,TEX @ SEA
Adolis Garcia,Texas Rangers,$2800,3.57,4.35,0.46,0.9,0.59,0.16,0.01,0.2,0.47,0.1,0.03,0.31,1.24,0.227,0.286,0.442,0.728,10,TEX @ SEA
Josh Naylor,Seattle Mariners,$3200,2.75,4.26,0.46,0.93,0.67,0.21,0,0.09,0.26,0.14,0.05,0.38,0.53,0.242,0.312,0.38,0.693,8.8,TEX @ SEA
Randy Arozarena,Seattle Mariners,$3100,3.45,4.6,0.51,0.84,0.48,0.17,0.03,0.19,0.39,0.14,0.04,0.58,1.54,0.214,0.32,0.426,0.746,10.7,TEX @ SEA
Cal Raleigh,Seattle Mariners,$4100,2.85,4.49,0.63,1.11,0.7,0.18,0,0.22,0.58,0.07,0.04,0.42,1.17,0.276,0.351,0.489,0.84,11.7,TEX @ SEA
Julio Rodriguez,Seattle Mariners,$3300,3.18,4.38,0.57,0.99,0.67,0.17,0.02,0.19,0.43,0.12,0,0.29,1,0.246,0.301,0.454,0.755,10.5,TEX @ SEA
Josh Smith,Texas Rangers,$2800,3.54,4.68,0.47,1.15,0.85,0.29,0.02,0.08,0.31,0.1,0.01,0.39,0.81,0.272,0.337,0.431,0.769,9.9,TEX @ SEA
Josh Jung,Texas Rangers,$2600,3.0,3.9,0.35,0.87,0.6,0.19,0.01,0.12,0.37,0.02,0.02,0.22,1.18,0.242,0.295,0.417,0.712,7.8,TEX @ SEA
Dominic Canzone,Seattle Mariners,$2600,3.04,3.93,0.37,0.8,0.57,0.12,0,0.14,0.45,0.04,0.03,0.2,1.2,0.22,0.27,0.38,0.651,7.9,TEX @ SEA
Evan Carter,Texas Rangers,$2900,2.55,4.24,0.33,0.76,0.51,0.13,0.03,0.11,0.26,0.12,0.02,0.27,1.04,0.198,0.249,0.336,0.585,7.4,TEX @ SEA
Wyatt Langford,Texas Rangers,$3300,2.58,4.13,0.41,0.84,0.59,0.19,0.01,0.11,0.37,0.11,0.06,0.28,1.21,0.223,0.282,0.379,0.661,8.5,TEX @ SEA
Cole Young,Seattle Mariners,$2500,2.08,3.71,0.15,0.69,0.56,0.14,0.01,0.02,0.33,0,0.02,0.22,0.78,0.203,0.256,0.283,0.539,5.2,TEX @ SEA
Carlos Santana,Cleveland Guardians,$2900,2.83,3.89,0.43,0.88,0.67,0.17,0.03,0.06,0.38,0.05,0.04,0.39,0.7,0.256,0.33,0.385,0.715,8.2,MIN @ CLE
Jose Ramirez,Cleveland Guardians,$3900,3.08,4.34,0.49,1.18,0.75,0.25,0.05,0.16,0.57,0.23,0.01,0.28,0.46,0.294,0.341,0.512,0.853,12,MIN @ CLE
Ryan Jeffers,Minnesota Twins,$2900,3.62,4.6,0.55,1.01,0.65,0.25,0.01,0.14,0.54,0,0.01,0.52,0.8,0.252,0.339,0.434,0.773,10.5,MIN @ CLE
Trevor Larnach,Minnesota Twins,$3000,3.6,4.72,0.48,0.99,0.59,0.26,0.02,0.15,0.59,0.01,0.03,0.53,1.08,0.242,0.337,0.436,0.773,10.8,MIN @ CLE
Steven Kwan,Cleveland Guardians,$2800,4.21,4.56,0.6,1.28,0.89,0.29,0.02,0.15,0.52,0.08,0.04,0.39,0.6,0.312,0.373,0.513,0.886,11.8,MIN @ CLE
Gabriel Arias,Cleveland Guardians,$2400,3.5,4,0.46,0.74,0.42,0.15,0.02,0.17,0.48,0.05,0.02,0.15,1.22,0.195,0.231,0.383,0.614,8.4,MIN @ CLE
Royce Lewis,Minnesota Twins,$2700,4.04,4.38,0.51,0.99,0.65,0.21,0.02,0.18,0.67,0.03,0.02,0.38,0.79,0.25,0.319,0.466,0.785,10.9,MIN @ CLE
