player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Wilmer Flores,San Francisco Giants,$3000,2.77,4.29,0.36,0.88,0.59,0.22,0.01,0.13,0.41,0.01,0,0.25,0.74,0.224,0.278,0.401,0.679,8.3,SF @ MIN
Carlos Correa,Minnesota Twins,$2700,3.15,4.18,0.48,1.02,0.72,0.28,0.01,0.04,0.42,0,0.01,0.3,0.77,0.268,0.328,0.393,0.721,8.5,SF @ MIN
Byron Buxton,Minnesota Twins,$3600,3.25,4.63,0.59,1.04,0.58,0.25,0.04,0.21,0.6,0.09,0.06,0.28,1.29,0.243,0.297,0.478,0.775,11.7,SF @ MIN
Matt Chapman,San Francisco Giants,$2900,4.24,4.4,0.64,1,0.57,0.23,0.04,0.22,0.55,0.09,0.03,0.51,1.09,0.262,0.357,0.533,0.89,12.3,SF @ MIN
Harrison Bader,Minnesota Twins,$2700,2.7,3.74,0.46,0.75,0.59,0.1,0.02,0.07,0.31,0.1,0.03,0.2,0.83,0.217,0.268,0.323,0.591,7.3,SF @ MIN
Willy Adames,San Francisco Giants,$3000,4.07,4.62,0.63,1.1,0.71,0.24,0.07,0.13,0.55,0.14,0.02,0.46,1,0.272,0.356,0.479,0.835,12.2,SF @ MIN
Ty France,Minnesota Twins,$2700,3.37,4.29,0.42,1.06,0.75,0.19,0.05,0.1,0.47,0,0.03,0.33,0.74,0.271,0.33,0.427,0.757,9.1,SF @ MIN
Mike Yastrzemski,San Francisco Giants,$3300,3.12,4.73,0.45,0.88,0.51,0.22,0.02,0.21,0.49,0.02,0,0.42,1.3,0.21,0.293,0.441,0.733,10.3,SF @ MIN
LaMonte Wade Jr,San Francisco Giants,$2600,3.58,4.18,0.48,0.95,0.7,0.18,0.01,0.1,0.43,0.01,0,0.56,0.76,0.267,0.37,0.417,0.788,9.3,SF @ MIN
Willi Castro,Minnesota Twins,$2600,3.27,3.85,0.49,0.94,0.72,0.19,0.01,0.07,0.4,0.06,0.04,0.26,0.69,0.272,0.334,0.406,0.739,8.5,SF @ MIN
Ryan Jeffers,Minnesota Twins,$2700,3.0,4.4,0.41,0.75,0.44,0.21,0.02,0.13,0.34,0.01,0.03,0.35,1,0.189,0.265,0.362,0.627,8.1,SF @ MIN
Trevor Larnach,Minnesota Twins,$2800,3.79,4.51,0.51,1.04,0.74,0.18,0.01,0.15,0.61,0.05,0.03,0.39,1.14,0.256,0.327,0.43,0.758,10.6,SF @ MIN
Heliot Ramos,San Francisco Giants,$3100,3.0,4.07,0.43,0.97,0.62,0.26,0.01,0.15,0.39,0.03,0.01,0.25,1.25,0.261,0.325,0.483,0.808,9.3,SF @ MIN
Royce Lewis,Minnesota Twins,$3000,2.9,3.96,0.45,0.86,0.51,0.26,0,0.12,0.45,0,0.01,0.35,0.88,0.244,0.317,0.429,0.746,8.7,SF @ MIN
