player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Cal Quantrill,Miami Marlins,0.24-0.41,$7100,3.1,0.24,0.41,4.38,1,0,5.08,5.45,2.67,2.47,0.72,1.74,3.77,1.42,,22,SF @ MIA
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.33,0.02,0.02,4.23,0,0.22,0.42,0.4,0.21,0.2,0.02,0.21,0.34,1.45,,1.8,SF @ MIA
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.44,0.03,0.03,3.49,0,0.28,0.51,0.45,0.22,0.2,0.02,0.15,0.42,1.17,,2.4,SF @ MIA
Kyle Harrison,San Francisco Giants,0.42-0.24,$6800,3.85,0.42,0.24,4.03,1,0,4.91,4.75,2.34,2.2,0.73,1.66,4.67,1.31,,26.2,SF @ MIA
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.35,0.02,0.02,2.14,0,0.22,0.41,0.3,0.11,0.1,0.02,0.13,0.27,1.05,,1.9,DET @ KC
Seth Lugo,Kansas City Royals,0.24-0.31,$8800,2.82,0.24,0.31,4.23,1,0,5.07,4.62,2.55,2.38,0.66,1.41,4.51,1.19,,24.8,DET @ KC
Casey Mize,Detroit Tigers,0.28-0.27,$9800,2.42,0.28,0.27,3.97,1,0,4.76,4.33,2.28,2.1,0.46,1.28,4.07,1.18,,23.7,DET @ KC
Jason Foley,Detroit Tigers,0.03-0.03,$5500,0.36,0.03,0.03,3.23,0,0.28,0.52,0.44,0.2,0.19,0.05,0.18,0.29,1.19,,2,DET @ KC
Edwin Diaz,New York Mets,0.03-0.04,$5500,0.64,0.03,0.04,2.95,0,0.35,0.65,0.53,0.23,0.21,0.07,0.29,0.68,1.27,,3.5,COL @ NYM
Kyle Freeland,Colorado Rockies,0.16-0.58,$7000,2.83,0.16,0.58,5.33,1,0,5.03,5.93,3.37,2.98,1,1.61,3.85,1.5,,19.8,COL @ NYM
Tyler Kinley,Colorado Rockies,0.01-0.02,$5500,0.2,0.01,0.02,6.54,0,0.15,0.28,0.34,0.22,0.2,0.03,0.18,0.27,1.88,,1.1,COL @ NYM
David Peterson,New York Mets,0.57-0.16,$9900,3.53,0.57,0.16,2.49,1,0,5.86,4.64,1.88,1.62,0.46,1.71,5.44,1.08,,34.9,COL @ NYM
Max Fried,New York Yankees,0.42-0.29,$10000,3.16,0.42,0.29,3.5,1,0,5.73,5,2.5,2.23,0.63,1.86,5.55,1.2,,31.6,NYY @ LAD
Tanner Scott,Los Angeles Dodgers,0.02-0.02,$5500,0.31,0.02,0.02,3.24,0,0.22,0.41,0.35,0.16,0.15,0.04,0.13,0.26,1.16,,1.7,NYY @ LAD
Tony Gonsolin,Los Angeles Dodgers,0.21-0.38,$8000,3.01,0.21,0.38,4.44,1,0,5.12,5.15,2.76,2.53,1.04,2.07,4.63,1.41,,24.1,NYY @ LAD
Devin Williams,New York Yankees,0.03-0.03,$5500,0.53,0.03,0.03,4.1,0,0.28,0.52,0.49,0.26,0.24,0.02,0.28,0.61,1.49,,2.9,NYY @ LAD
Merrill Kelly,Arizona Diamondbacks,0.5-0.13,$9500,3.19,0.5,0.13,3.75,1,0,5.85,5.17,2.74,2.44,0.66,1.44,4.97,1.13,,30.3,WSH @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.04,$5500,0.49,0.03,0.04,3.27,0,0.33,0.62,0.53,0.25,0.23,0.1,0.2,0.45,1.17,,2.7,WSH @ ARI
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.24,0.02,0.02,2.95,0,0.16,0.31,0.25,0.11,0.1,0.02,0.12,0.2,1.2,,1.3,WSH @ ARI
Jake Irvin,Washington Nationals,0.14-0.47,$8200,2.15,0.14,0.47,6.61,1,0,5.28,6.4,4.32,3.88,1.03,1.73,3.76,1.54,,17.6,WSH @ ARI
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.53,0.03,0.03,1.02,0,0.28,0.53,0.32,0.07,0.06,0.03,0.21,0.43,1,,2.9,MIN @ SEA
Jhoan Duran,Minnesota Twins,0.02-0.02,$5500,0.36,0.02,0.02,2.31,0,0.21,0.4,0.3,0.11,0.1,0.01,0.14,0.32,1.1,,2,MIN @ SEA
Bryan Woo,Seattle Mariners,0.31-0.2,$10600,3.1,0.31,0.2,2.74,1,0,5.56,4.55,1.85,1.69,0.71,1.25,5.84,1.04,,32.9,MIN @ SEA
Zebby Matthews,Minnesota Twins,0.16-0.32,$7400,3.45,0.16,0.32,3.82,1,0,4.94,4.47,2.32,2.1,0.79,1.59,4.94,1.23,,25.5,MIN @ SEA
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.31,0.02,0.02,2.89,0,0.18,0.33,0.27,0.12,0.11,0.03,0.16,0.31,1.3,,1.7,BOS @ ATL
Raisel Iglesias,Atlanta Braves,0.03-0.03,$5500,0.42,0.03,0.03,4,0,0.32,0.6,0.56,0.29,0.27,0.12,0.12,0.38,1.13,,2.3,BOS @ ATL
Lucas Giolito,Boston Red Sox,0.2-0.51,$7900,2.43,0.2,0.51,6.1,1,0,5.34,5.72,3.92,3.62,1.1,1.93,3.96,1.43,,19.2,BOS @ ATL
Grant Holmes,Atlanta Braves,0.42-0.19,$8700,3.61,0.42,0.19,3.9,1,0,5.39,4.75,2.59,2.33,0.71,1.68,6.01,1.19,,31.4,BOS @ ATL
Josh Hader,Houston Astros,0.03-0.03,$5500,0.49,0.03,0.03,2.61,0,0.29,0.54,0.42,0.17,0.16,0.07,0.17,0.47,1.1,,2.7,TB @ HOU
Framber Valdez,Houston Astros,0.38-0.28,$10500,3.07,0.38,0.28,3.33,1,0,5.68,4.59,2.35,2.1,0.46,2.07,5.68,1.17,,32.2,TB @ HOU
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.33,0.02,0.02,2.78,0,0.21,0.39,0.31,0.13,0.12,0.02,0.18,0.29,1.25,,1.8,TB @ HOU
Ryan Pepiot,Tampa Bay Rays,0.23-0.38,$8600,2.73,0.23,0.38,4.71,1,0,5.21,5.02,3,2.72,0.97,2.1,4.36,1.37,,23.5,TB @ HOU
Chris Bassitt,Toronto Blue Jays,0.3-0.25,$9000,3.11,0.3,0.25,3.43,1,0,5.17,4.43,2.14,1.97,0.6,1.41,4.9,1.13,,28,OAK @ TOR
Jeff Hoffman,Toronto Blue Jays,0.03-0.03,$5500,0.47,0.03,0.03,3.92,0,0.31,0.58,0.54,0.28,0.25,0.09,0.15,0.48,1.18,,2.6,OAK @ TOR
Jeffrey Springs,Oakland Athletics,0.29-0.34,$8400,2.98,0.29,0.34,4.41,1,0,5.27,4.91,2.84,2.58,0.72,2.27,4.54,1.36,,25,OAK @ TOR
Mason Miller,Oakland Athletics,0.02-0.02,$5500,0.35,0.02,0.02,4.19,0,0.19,0.35,0.33,0.18,0.16,0.05,0.16,0.4,1.4,,1.9,OAK @ TOR
Zach Eflin,Baltimore Orioles,0.39-0.24,$8500,3.08,0.39,0.24,3.88,1,0,5.25,5.27,2.5,2.26,0.61,1.28,4.41,1.25,,26.2,CHW @ BAL
Felix Bautista,Baltimore Orioles,0.03-0.03,$5500,0.49,0.03,0.03,3.55,0,0.31,0.59,0.52,0.25,0.23,0.06,0.3,0.48,1.4,,2.7,CHW @ BAL
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.22,0.02,0.02,5.5,0,0.18,0.34,0.38,0.23,0.21,0.07,0.18,0.22,1.61,,1.2,CHW @ BAL
Sean Burke,Chicago White Sox,0.23-0.46,$7700,2.77,0.23,0.46,5.06,1,0,5.17,5.24,3.1,2.91,0.84,2.09,3.98,1.42,,21.3,CHW @ BAL
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.29,0.02,0.02,2.61,0,0.2,0.37,0.29,0.12,0.11,0.03,0.04,0.23,0.9,,1.6,STL @ TEX
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.51,0.03,0.03,2.61,0,0.3,0.56,0.44,0.18,0.16,0.04,0.24,0.48,1.21,,2.8,STL @ TEX
Matthew Liberatore,St. Louis Cardinals,0.42-0.21,$9200,2.99,0.42,0.21,3.79,1,0,5.22,4.82,2.46,2.2,0.46,1.5,4.68,1.21,,27.5,STL @ TEX
Jack Leiter,Texas Rangers,0.22-0.42,$7800,2.86,0.22,0.42,5.05,1,0,5.06,4.79,3.23,2.84,0.81,2.02,4.35,1.35,,22.3,STL @ TEX
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.31,0.02,0.02,4.16,0,0.22,0.4,0.38,0.2,0.19,0.07,0.14,0.3,1.3,,1.7,LAA @ CLE
Emmanuel Clase,Cleveland Guardians,0.03-0.03,$5500,0.42,0.03,0.03,2.52,0,0.28,0.53,0.4,0.16,0.15,0.02,0.09,0.31,0.95,,2.3,LAA @ CLE
Luis Ortiz,Cleveland Guardians,0.31-0.28,$8300,3.69,0.31,0.28,3.71,1,0,5.54,4.86,2.6,2.28,0.58,1.91,5.73,1.22,,30.6,LAA @ CLE
Jose Soriano,Los Angeles Angels,0.28-0.34,$8100,3.2,0.28,0.34,4.15,1,0,5.41,5.13,2.72,2.49,0.47,2.3,4.55,1.37,,25.9,LAA @ CLE
Nick Pivetta,San Diego Padres,0.27-0.21,$10300,3.4,0.27,0.21,2.98,1,0,5.67,4.48,2.04,1.88,0.83,1.34,6.7,1.02,,35,PIT @ SD
Mitch Keller,Pittsburgh Pirates,0.2-0.3,$9100,2.97,0.2,0.3,3.63,1,0,5.48,5.39,2.49,2.21,0.75,1.88,4.81,1.33,,27,PIT @ SD
David Bednar,Pittsburgh Pirates,0.02-0.02,$5500,0.24,0.02,0.02,5.29,0,0.2,0.38,0.41,0.24,0.22,0.05,0.15,0.24,1.46,,1.3,PIT @ SD
Robert Suarez,San Diego Padres,0.03-0.03,$5500,0.44,0.03,0.03,2.55,0,0.29,0.55,0.42,0.17,0.16,0.03,0.18,0.36,1.09,,2.4,PIT @ SD
