player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Christian Vazquez,Minnesota Twins,$2200,3.32,3.77,0.32,0.74,0.53,0.16,0.01,0.08,0.43,0,0.01,0.29,0.62,0.222,0.298,0.353,0.651,7.3,BOS @ MIN
Carlos Correa,Minnesota Twins,$2700,3.63,4.32,0.58,0.96,0.63,0.22,0,0.14,0.51,0,0,0.37,0.88,0.252,0.323,0.427,0.75,9.8,BOS @ MIN
Byron Buxton,Minnesota Twins,$3600,4.81,4.66,0.78,1.38,0.68,0.36,0.03,0.39,0.96,0.19,0.09,0.35,0.99,0.329,0.381,0.727,1.108,17.3,BOS @ MIN
Trevor Story,Boston Red Sox,$3100,4.0,4.49,0.63,1.1,0.77,0.19,0.03,0.21,0.56,0.2,0.03,0.29,1.16,0.266,0.317,0.506,0.823,12.4,BOS @ MIN
Alex Bregman,Boston Red Sox,$3300,3.48,4.71,0.56,1.14,0.7,0.29,0.03,0.17,0.62,0.01,0,0.37,0.85,0.269,0.333,0.484,0.817,11.5,BOS @ MIN
Harrison Bader,Minnesota Twins,$2600,3.58,3.88,0.54,0.9,0.6,0.16,0.01,0.16,0.39,0.09,0.02,0.26,0.95,0.254,0.311,0.451,0.762,9.3,BOS @ MIN
Abraham Toro,Boston Red Sox,$2500,2.88,3.93,0.37,0.75,0.53,0.17,0.02,0.06,0.36,0.07,0.02,0.19,0.68,0.207,0.258,0.323,0.581,7.2,BOS @ MIN
Willi Castro,Minnesota Twins,$2900,4.48,4.55,0.7,1.16,0.76,0.19,0.01,0.23,0.65,0.12,0.04,0.48,1.01,0.288,0.363,0.521,0.884,13,BOS @ MIN
Trevor Larnach,Minnesota Twins,$3000,3.4,4.44,0.47,0.94,0.63,0.16,0,0.21,0.63,0.01,0.01,0.3,1.11,0.233,0.289,0.448,0.737,10.2,BOS @ MIN
Jarren Duran,Boston Red Sox,$3200,3.59,4.6,0.65,1.04,0.68,0.29,0.02,0.13,0.47,0.17,0,0.39,1.17,0.249,0.314,0.436,0.75,11.5,BOS @ MIN
Royce Lewis,Minnesota Twins,$2700,3.48,3.99,0.46,0.9,0.59,0.22,0.02,0.14,0.5,0.04,0.01,0.34,0.47,0.249,0.311,0.453,0.764,9.4,BOS @ MIN
Kody Clemens,Minnesota Twins,$2400,4.42,4.21,0.48,0.86,0.4,0.25,0.01,0.23,0.59,0,0.01,0.4,1.13,0.231,0.32,0.497,0.817,10.6,BOS @ MIN
