player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Anthony DeSclafani,Arizona Diamondbacks,0.21-0.3,$6500,2.66,0.21,0.3,5.7,1,0,4.27,4.58,3.04,2.71,0.9,1.51,3.42,1.43,,17.3,SD @ ARI
Nestor Cortes,San Diego Padres,0.31-0.25,$6700,2.99,0.31,0.25,5.86,1,0,4.47,4.56,3.25,2.91,1.02,1.81,4.1,1.43,,20,SD @ ARI
A.J. Puk,Arizona Diamondbacks,0.02-0.03,$5500,0.29,0.02,0.03,3.34,0,0.26,0.48,0.41,0.19,0.18,0.1,0.12,0.19,1.12,,1.6,SD @ ARI
Mason Miller,San Diego Padres,0.02-0.03,$5500,0.33,0.02,0.03,3.79,0,0.24,0.45,0.41,0.21,0.19,0.06,0.22,0.31,1.39,,1.8,SD @ ARI
Jeffrey Springs,Oakland Athletics,0.29-0.32,$8700,2.64,0.29,0.32,4.83,1,0,5.28,5.55,3.09,2.84,0.91,1.85,4.24,1.4,,23,OAK @ WSH
Cade Cavalli,Washington Nationals,0.29-0.33,$6400,3.88,0.29,0.33,5.15,1,0,5.89,6.16,3.63,3.37,0.99,2.32,4.62,1.44,,24.8,OAK @ WSH
Jose Quintana,Milwaukee Brewers,0.4-0.3,$8000,3.0,0.4,0.3,4.88,1,0,5.54,5.43,3.39,3,0.82,1.98,4.1,1.34,,24,MIL @ ATL
Tyler Kinley,Atlanta Braves,0.02-0.03,$5500,0.29,0.02,0.03,5.64,0,0.25,0.46,0.52,0.32,0.29,0.05,0.27,0.32,1.71,,1.6,MIL @ ATL
Trevor Megill,Milwaukee Brewers,0.02-0.03,$5500,0.35,0.02,0.03,2.22,0,0.25,0.47,0.34,0.13,0.12,0.03,0.18,0.24,1.12,,1.9,MIL @ ATL
Spencer Strider,Atlanta Braves,0.26-0.33,$10000,3.12,0.26,0.33,4.21,1,0,5.41,4.62,2.97,2.53,0.62,2.38,6.45,1.29,,31.2,MIL @ ATL
Andres Munoz,Seattle Mariners,0.03-0.04,$5500,0.55,0.03,0.04,1.39,0,0.35,0.66,0.42,0.11,0.1,0.02,0.29,0.38,1.09,,3,CHW @ SEA
George Kirby,Seattle Mariners,0.33-0.19,$9200,3.2,0.33,0.19,2.97,1,0,4.97,4.25,1.91,1.64,0.59,1.13,5.16,1.08,,29.4,CHW @ SEA
Jordan Leasure,Chicago White Sox,0.01-0.02,$5500,0.16,0.01,0.02,4.62,0,0.15,0.27,0.27,0.15,0.14,0.05,0.15,0.16,1.54,,0.9,CHW @ SEA
Jonathan Cannon,Chicago White Sox,0.21-0.4,$7200,3.21,0.21,0.4,4.72,1,0,5.19,5.46,2.9,2.72,1,1.91,4.37,1.42,,23.1,CHW @ SEA
Aroldis Chapman,Boston Red Sox,0.03-0.03,$5500,0.4,0.03,0.03,1.6,0,0.28,0.52,0.35,0.1,0.09,0.04,0.18,0.25,1.02,,2.2,KC @ BOS
Michael Wacha,Kansas City Royals,0.23-0.38,$8400,2.71,0.23,0.38,4.76,1,0,5.25,5.17,3.08,2.77,0.69,1.69,4.07,1.31,,22.8,KC @ BOS
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.27,0.02,0.02,2.61,0,0.22,0.41,0.32,0.13,0.12,0.03,0.13,0.18,1.11,,1.5,KC @ BOS
Dustin May,Boston Red Sox,0.36-0.23,$8100,3.36,0.36,0.23,3.84,1,0,5.25,4.65,2.59,2.24,0.63,1.73,4.7,1.22,,27.2,KC @ BOS
