player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Ranger Suarez,Philadelphia Phillies,0.42-0.3,$10800,3.01,0.42,0.3,3.21,1,0,5.66,5.32,2.18,2.02,0.48,1.39,5.67,1.18,,32.5,PHI @ SD
Jordan Romano,Philadelphia Phillies,0.02-0.03,$5500,0.22,0.02,0.03,7.3,0,0.26,0.49,0.63,0.43,0.39,0.1,0.21,0.26,1.72,,1.2,PHI @ SD
Robert Suarez,San Diego Padres,0.02-0.03,$5500,0.27,0.02,0.03,3.5,0,0.24,0.44,0.39,0.19,0.17,0.02,0.14,0.18,1.19,,1.5,PHI @ SD
Ryan Bergert,San Diego Padres,0.21-0.3,$7300,2.93,0.21,0.3,3.6,1,0,4.25,3.72,1.81,1.7,0.49,1.74,3.8,1.28,,21.4,PHI @ SD
Ryan Pressly,Chicago Cubs,0.02-0.02,$5500,0.24,0.02,0.02,3.31,0,0.19,0.36,0.31,0.15,0.13,0.02,0.13,0.16,1.2,,1.3,CHC @ NYY
Carlos Rodon,New York Yankees,0.37-0.23,$9600,3.11,0.37,0.23,3.56,1,0,4.94,4.05,2.22,1.95,0.64,1.53,5.6,1.13,,29.9,CHC @ NYY
Chris Flexen,Chicago Cubs,0.22-0.4,$6500,2.91,0.22,0.4,5.18,1,0,4.71,5.01,3.1,2.71,0.75,1.85,3.42,1.46,,18.9,CHC @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.4,0.03,0.03,4.2,0,0.3,0.57,0.54,0.29,0.26,0.02,0.25,0.36,1.39,,2.2,CHC @ NYY
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.24,0.02,0.02,2.56,0,0.18,0.34,0.27,0.11,0.1,0.02,0.11,0.14,1.09,,1.3,WSH @ MIL
Trevor Megill,Milwaukee Brewers,0.03-0.03,$5500,0.44,0.03,0.03,2.45,0,0.31,0.59,0.45,0.17,0.16,0.04,0.25,0.32,1.18,,2.4,WSH @ MIL
Quinn Priester,Milwaukee Brewers,0.31-0.3,$8200,3.17,0.31,0.3,4,1,0,5.35,5.07,2.77,2.38,0.44,1.79,4.53,1.28,,26,WSH @ MIL
Mitchell Parker,Washington Nationals,0.3-0.35,$7500,2.89,0.3,0.35,4.94,1,0,5.24,5.03,3.28,2.88,0.77,2.07,3.83,1.36,,21.7,WSH @ MIL
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.24,0.02,0.02,3.44,0,0.2,0.37,0.32,0.15,0.14,0.06,0.12,0.17,1.2,,1.3,ARI @ LAA
Tyler Anderson,Los Angeles Angels,0.12-0.4,$7900,2.27,0.12,0.4,5.36,1,0,4.6,4.96,3.04,2.74,0.88,1.96,3.5,1.5,,17.9,ARI @ LAA
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.35,0.03,0.03,3.34,0,0.3,0.56,0.49,0.23,0.21,0.12,0.15,0.22,1.12,,1.9,ARI @ LAA
Ryne Nelson,Arizona Diamondbacks,0.46-0.19,$9200,3.28,0.46,0.19,3.47,1,0,5.48,4.87,2.33,2.11,0.59,1.26,5.13,1.12,,30.2,ARI @ LAA
Max Scherzer,Toronto Blue Jays,0.26-0.28,$8100,2.62,0.26,0.28,4.59,1,0,4.46,4.44,2.49,2.28,0.96,1.59,3.97,1.35,,21.2,TOR @ OAK
Luis Severino,Oakland Athletics,0.3-0.31,$7000,3.74,0.3,0.31,4.31,1,0,5.71,5.65,2.95,2.74,0.75,1.69,4.55,1.28,,26.2,TOR @ OAK
Jeff Hoffman,Toronto Blue Jays,0.02-0.03,$5500,0.29,0.02,0.03,4.12,0,0.26,0.48,0.45,0.24,0.22,0.1,0.13,0.22,1.22,,1.6,TOR @ OAK
Mason Miller,Oakland Athletics,0.02-0.03,$5500,0.33,0.02,0.03,4.01,0,0.24,0.45,0.42,0.22,0.2,0.06,0.22,0.32,1.42,,1.8,TOR @ OAK
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.25,0.02,0.02,2.51,0,0.22,0.4,0.31,0.12,0.11,0.05,0.06,0.12,0.92,,1.4,TEX @ HOU
Lance McCullers,Houston Astros,0.38-0.23,$7800,3.58,0.38,0.23,4.02,1,0,5.09,4.45,2.57,2.28,0.93,1.93,5.22,1.25,,27.9,TEX @ HOU
Josh Hader,Houston Astros,0.03-0.03,$5500,0.36,0.03,0.03,2.59,0,0.28,0.53,0.41,0.16,0.15,0.09,0.13,0.23,1.03,,2,TEX @ HOU
Jack Leiter,Texas Rangers,0.21-0.4,$7700,2.83,0.21,0.4,5.44,1,0,4.99,4.99,3.5,3.02,0.95,2.4,4.47,1.48,,21.8,TEX @ HOU
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.31,0.02,0.02,1.6,0,0.22,0.41,0.27,0.08,0.07,0.02,0.14,0.19,1,,1.7,TB @ BOS
