Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
116646-16960,P,Zack,Zack Wheeler,Wheeler,42,8,11000,PHI@TB,PHI,TB,,,,,,P
116646-198625,P,Yoshinobu,Yoshinobu Yamamoto,Yamamoto,42.142857142857146,7,10800,LAD@ARI,LAD,ARI,,,,Yes,,P
116646-82550,P,Hunter,Hunter Greene,Greene,41,8,10600,CIN@ATL,CIN,ATL,DTD,Groin,,,,P
116646-79280,P,Jesus,Jesus Luzardo,Luzardo,39,7,10200,PHI@TB,PHI,TB,,,,Yes,,P
116646-162445,P,Spencer,Spencer Strider,Strider,24,1,10200,CIN@ATL,ATL,CIN,IL,Hamstring,,,,P
116646-52183,P,Tyler,Tyler Glasnow,Glasnow,21.2,5,10200,LAD@ARI,LAD,ARI,IL,Shoulder,,,,P
116646-68488,P,Blake,Blake Snell,Snell,19.5,2,10000,LAD@ARI,LAD,ARI,IL,Shoulder,,,,P
116646-12477,P,Chris,Chris Sale,Sale,31.375,8,9900,CIN@ATL,ATL,CIN,,,,,,P
116646-185606,P,Gavin,Gavin Stone,Stone,28.4,25,9900,LAD@ARI,LAD,ARI,IL,Shoulder,,,,P
116646-118225,P,Cristopher,Cristopher Sanchez,Sanchez,34.857142857142854,7,9700,PHI@TB,PHI,TB,,,,,,P
116646-53067,P,Chris,Chris Bassitt,Bassitt,32.714285714285715,7,9600,TOR@LAA,TOR,LAA,,,,Yes,,P
116646-82630,P,Shane,Shane Baz,Baz,29.428571428571427,7,9500,PHI@TB,TB,PHI,,,,,,P
116646-102344,P,Brady,Brady Singer,Singer,31.857142857142858,7,9400,CIN@ATL,CIN,ATL,,,,,,P
116646-102407,P,Shane,Shane McClanahan,McClanahan,0,1,9200,PHI@TB,TB,PHI,IL,Triceps,,,,P
116646-68491,P,Reynaldo,Reynaldo Lopez,Lopez,9,1,9200,CIN@ATL,ATL,CIN,IL,Shoulder,,,,P
116646-185701,P,Brandon,Brandon Pfaadt,Pfaadt,31.571428571428573,7,9100,LAD@ARI,ARI,LAD,,,,Yes,,P
116646-102343,P,Tony,Tony Gonsolin,Gonsolin,39.5,2,9100,LAD@ARI,LAD,ARI,,,,,,P
116646-83157,P,Ranger,Ranger Suarez,Suarez,8,1,8900,PHI@TB,PHI,TB,,,,,,P
116646-85251,P,Zac,Zac Gallen,Gallen,31.375,8,8900,LAD@ARI,ARI,LAD,,,,,,P
116646-68518,P,Spencer,Spencer Turnbull,Turnbull,18.529411764705884,17,8900,TOR@LAA,TOR,LAA,,,,,,P
116646-60647,P,Aaron,Aaron Nola,Nola,30.428571428571427,7,8800,PHI@TB,PHI,TB,,,,,,P
116646-165512,P,Andrew,Andrew Abbott,Abbott,32.6,5,8800,CIN@ATL,CIN,ATL,,,,,,P
116646-60639,P,Jose,Jose Berrios,Berrios,29.625,8,8700,TOR@LAA,TOR,LAA,,,,,,P
116646-164503,P,Spencer,Spencer Schwellenbach,Schwellenbach,29.571428571428573,7,8700,CIN@ATL,ATL,CIN,,,,Yes,,P
116646-38000,P,Kevin,Kevin Gausman,Gausman,29.714285714285715,7,8600,TOR@LAA,TOR,LAA,,,,,,P
116646-82594,P,Dustin,Dustin May,May,24.833333333333332,6,8600,LAD@ARI,LAD,ARI,,,,,,P
116646-82604,P,Corbin,Corbin Burnes,Burnes,26.833333333333332,6,8600,LAD@ARI,ARI,LAD,,,,,,P
116646-38246,P,Tyler,Tyler Anderson,Anderson,30.714285714285715,7,8500,TOR@LAA,LAA,TOR,,,,,,P
116646-52142,P,Eduardo,Eduardo Rodriguez,Rodriguez,26.285714285714285,7,8500,LAD@ARI,ARI,LAD,,,,,,P
116646-79207,P,Grant,Grant Holmes,Holmes,24.75,8,8400,CIN@ATL,ATL,CIN,,,,,,P
116646-5481,P,Max,Max Scherzer,Scherzer,6,1,8300,TOR@LAA,TOR,LAA,IL,Thumb,,,,P
116646-119329,P,Nick,Nick Lodolo,Lodolo,29.428571428571427,7,8300,CIN@ATL,CIN,ATL,,,,Yes,,P
116646-21097,P,Taijuan,Taijuan Walker,Walker,23.857142857142858,7,8300,PHI@TB,PHI,TB,,,,,,P
116646-119361,P,Drew,Drew Rasmussen,Rasmussen,24.428571428571427,7,8200,PHI@TB,TB,PHI,,,,,,P
116646-198879,P,Rhett,Rhett Lowder,Lowder,27,6,8000,CIN@ATL,CIN,ATL,IL,Forearm,,,,P
116646-102001,P,Yusei,Yusei Kikuchi,Kikuchi,25.75,8,8000,TOR@LAA,LAA,TOR,,,,,,P
116646-165698,P,Taj,Taj Bradley,Bradley,26.571428571428573,7,8000,PHI@TB,TB,PHI,,,,,,P
116646-194677,P,Easton,Easton Lucas,Lucas,19.5,4,7900,TOR@LAA,TOR,LAA,,,,,,P
116646-222787,P,Roki,Roki Sasaki,Sasaki,19.142857142857142,7,7900,LAD@ARI,LAD,ARI,,,,,,P
116646-163698,P,Bowden,Bowden Francis,Francis,19.142857142857142,7,7900,TOR@LAA,TOR,LAA,,,,,,P
116646-101881,P,Merrill,Merrill Kelly,Kelly,25.625,8,7800,LAD@ARI,ARI,LAD,,,,,,P
116646-83166,P,Zack,Zack Littell,Littell,23.285714285714285,7,7700,PHI@TB,TB,PHI,,,,,,P
