player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Travis d'Arnaud,Los Angeles Angels,$2200,4.41,4.04,0.38,0.96,0.58,0.25,0.02,0.18,0.5,0,0.01,0.35,0.87,0.265,0.337,0.508,0.845,9.7,BAL @ LAA
Jorge Soler,Los Angeles Angels,$3000,3.7,4.38,0.42,0.92,0.54,0.2,0.04,0.23,0.69,0,0,0.46,1.01,0.237,0.32,0.505,0.825,11.1,BAL @ LAA
Ryan O'Hearn,Baltimore Orioles,$3000,3.93,4.55,0.7,1.11,0.76,0.2,0.01,0.2,0.52,0.09,0.01,0.37,0.59,0.271,0.338,0.484,0.822,11.8,BAL @ LAA
Ramon Laureano,Baltimore Orioles,$2600,3.96,4.43,0.57,1.02,0.65,0.18,0.05,0.19,0.37,0.08,0.02,0.27,1.29,0.248,0.299,0.471,0.769,10.3,BAL @ LAA
Cedric Mullins,Baltimore Orioles,$3300,3.97,4.88,0.77,1.06,0.71,0.14,0.01,0.23,0.68,0.13,0.02,0.53,1.03,0.249,0.334,0.463,0.797,13.1,BAL @ LAA
Taylor Ward,Los Angeles Angels,$2800,3.71,4.27,0.54,0.95,0.57,0.16,0,0.24,0.52,0.01,0.01,0.41,0.8,0.253,0.325,0.484,0.809,10.4,BAL @ LAA
Kevin Newman,Los Angeles Angels,$2200,3.41,3.71,0.4,0.87,0.68,0.14,0.03,0.08,0.29,0.02,0,0.26,0.56,0.263,0.331,0.408,0.739,7.5,BAL @ LAA
Jo Adell,Los Angeles Angels,$2500,3.4,3.93,0.36,0.73,0.47,0.1,0,0.18,0.48,0.09,0.03,0.26,1.08,0.206,0.266,0.388,0.654,8.5,BAL @ LAA
Ramon Urias,Baltimore Orioles,$2400,4.04,3.99,0.5,0.95,0.67,0.19,0,0.14,0.5,0,0.01,0.42,0.57,0.277,0.365,0.473,0.837,9.7,BAL @ LAA
Ryan Mountcastle,Baltimore Orioles,$2600,3.27,4.21,0.38,0.88,0.62,0.18,0,0.14,0.45,0.01,0.01,0.26,0.91,0.232,0.294,0.404,0.698,8.5,BAL @ LAA
Adley Rutschman,Baltimore Orioles,$3000,3.67,4.66,0.57,1.11,0.73,0.25,0,0.16,0.64,0,0,0.41,0.67,0.268,0.334,0.447,0.781,11,BAL @ LAA
Gunnar Henderson,Baltimore Orioles,$3100,4.84,4.77,0.85,1.41,0.9,0.31,0.01,0.29,0.71,0.04,0.02,0.42,0.77,0.333,0.395,0.638,1.033,15,BAL @ LAA
