player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Andrew Abbott,Cincinnati Reds,0.35-0.29,$9200,3.28,0.35,0.29,3.07,1,0,5.78,4.93,2.26,1.97,0.59,1.71,4.88,1.15,,30.2,CIN @ STL
Michael McGreevy,St. Louis Cardinals,0.25-0.35,$7100,3.42,0.25,0.35,3.82,1,0,5.43,5.48,2.57,2.3,0.56,1.28,3.84,1.24,,24.3,CIN @ STL
Michael Wacha,Kansas City Royals,0.27-0.43,$7900,3.33,0.27,0.43,3.81,1,0,5.48,4.73,2.58,2.32,0.61,1.45,4.44,1.13,,26.3,SEA @ KC
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.27,0.02,0.02,2.43,0,0.21,0.4,0.3,0.12,0.11,0.03,0.13,0.18,1.09,,1.5,SEA @ KC
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.44,0.03,0.03,1.65,0,0.29,0.53,0.36,0.11,0.1,0.02,0.23,0.3,1.11,,2.4,SEA @ KC
Logan Gilbert,Seattle Mariners,0.4-0.29,$10300,3.5,0.4,0.29,2.76,1,0,5.58,4.39,1.9,1.71,0.51,1.2,6.51,1,,36,SEA @ KC
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.35,0.03,0.03,3.34,0,0.3,0.56,0.49,0.23,0.21,0.12,0.15,0.22,1.12,,1.9,SF @ ARI
Ryan Walker,San Francisco Giants,0.02-0.02,$5500,0.24,0.02,0.02,3.51,0,0.2,0.37,0.32,0.16,0.14,0.02,0.1,0.16,1.14,,1.3,SF @ ARI
Dean Kremer,Baltimore Orioles,0.31-0.31,$8600,2.83,0.31,0.31,4.19,1,0,5.01,5.08,2.59,2.33,0.55,1.72,4.32,1.36,,24.3,BAL @ CHW
Felix Bautista,Baltimore Orioles,0.02-0.03,$5500,0.38,0.02,0.03,2.7,0,0.25,0.47,0.37,0.15,0.14,0.04,0.29,0.34,1.41,,2.1,BAL @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.03,$5500,0.29,0.02,0.03,4.13,0,0.25,0.46,0.43,0.23,0.21,0.08,0.23,0.24,1.44,,1.6,BAL @ CHW
Shane Smith,Chicago White Sox,0.25-0.26,$8300,2.95,0.25,0.26,3.73,1,0,4.66,4.01,2.19,1.93,0.42,1.7,4.4,1.23,,24.5,BAL @ CHW
Tanner Scott,Los Angeles Dodgers,0.03-0.03,$5500,0.29,0.03,0.03,4.36,0,0.27,0.51,0.5,0.27,0.25,0.1,0.16,0.22,1.29,,1.6,PHI @ LAD
Cristopher Sanchez,Philadelphia Phillies,0.31-0.32,$10200,2.99,0.31,0.32,3.42,1,0,5.4,5.18,2.23,2.05,0.65,1.66,5.58,1.26,,30.5,PHI @ LAD
Jhoan Duran,Philadelphia Phillies,0.02-0.02,$5500,0.29,0.02,0.02,2.17,0,0.22,0.42,0.31,0.11,0.1,0.01,0.12,0.17,1.01,,1.6,PHI @ LAD
Zebby Matthews,Minnesota Twins,0.24-0.33,$8400,3.23,0.24,0.33,4.59,1,0,5.1,4.96,2.83,2.6,0.78,1.81,5.53,1.33,,27.1,NYY @ MIN
Cam Schlittler,New York Yankees,0.33-0.24,$9400,2.96,0.33,0.24,3.83,1,0,5.12,4.42,2.45,2.18,0.7,2.09,5.2,1.27,,27.8,NYY @ MIN
Clay Holmes,New York Mets,0.31-0.29,$7800,3.44,0.31,0.29,3.69,1,0,5.18,4.88,2.4,2.12,0.37,1.76,4.67,1.28,,26.8,SD @ NYM
Ryan Helsley,New York Mets,0.02-0.03,$5500,0.29,0.02,0.03,4.59,0,0.26,0.48,0.48,0.27,0.25,0.07,0.2,0.26,1.4,,1.6,SD @ NYM
Michael King,San Diego Padres,0.25-0.34,$8800,2.72,0.25,0.34,4.61,1,0,4.69,4.14,2.65,2.4,0.71,1.99,4.75,1.31,,23.9,SD @ NYM
Mason Miller,San Diego Padres,0.02-0.03,$5500,0.35,0.02,0.03,2.83,0,0.24,0.45,0.36,0.15,0.14,0.04,0.2,0.29,1.25,,1.9,SD @ NYM
Kenley Jansen,Los Angeles Angels,0.01-0.01,$5500,0.16,0.01,0.01,2.82,0,0.13,0.24,0.19,0.08,0.08,0.03,0.08,0.11,1.15,,0.9,LAA @ MIL
Freddy Peralta,Milwaukee Brewers,0.49-0.19,$10000,3.75,0.49,0.19,3.27,1,0,5.92,4.71,2.44,2.15,0.63,1.69,6.9,1.08,,37.5,LAA @ MIL
Trevor Megill,Milwaukee Brewers,0.04-0.04,$5500,0.49,0.04,0.04,2.57,0,0.37,0.69,0.53,0.21,0.2,0.05,0.25,0.33,1.14,,2.7,LAA @ MIL
Caden Dana,Los Angeles Angels,0.16-0.42,$6700,2.73,0.16,0.42,5.81,1,0,4.44,4.36,3.25,2.86,0.92,2.55,3.93,1.56,,18.3,LAA @ MIL
Kyle Freeland,Colorado Rockies,0.2-0.27,$6800,2.5,0.2,0.27,5.52,1,0,4.55,4.79,3.14,2.79,0.67,1.19,3,1.31,,17,MIA @ COL
Eury Perez,Miami Marlins,0.33-0.21,$7500,3.43,0.33,0.21,4.53,1,0,4.99,4.66,2.83,2.51,0.58,1.43,4.86,1.22,,25.7,MIA @ COL
Jose Berrios,Toronto Blue Jays,0.25-0.33,$8000,2.9,0.25,0.33,4.51,1,0,5.05,4.97,2.82,2.53,0.83,1.7,4.29,1.32,,23.2,TOR @ TB
Jeff Hoffman,Toronto Blue Jays,0.02-0.03,$5500,0.27,0.02,0.03,4.31,0,0.24,0.44,0.43,0.23,0.21,0.1,0.15,0.23,1.31,,1.5,TOR @ TB
Pete Fairbanks,Tampa Bay Rays,0.02-0.03,$5500,0.31,0.02,0.03,3.12,0,0.26,0.49,0.41,0.18,0.17,0.06,0.16,0.21,1.17,,1.7,TOR @ TB
Ryan Pepiot,Tampa Bay Rays,0.33-0.32,$8900,3.21,0.33,0.32,4.16,1,0,5.31,4.85,2.79,2.45,0.98,1.72,5.46,1.24,,28.6,TOR @ TB
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.29,0.02,0.03,2.68,0,0.25,0.47,0.37,0.15,0.14,0.06,0.08,0.15,0.95,,1.6,TEX @ HOU
Josh Hader,Houston Astros,0.02-0.03,$5500,0.33,0.02,0.03,2.31,0,0.25,0.46,0.34,0.13,0.12,0.07,0.15,0.23,1.07,,1.8,TEX @ HOU
Merrill Kelly,Texas Rangers,0.36-0.29,$9100,3.16,0.36,0.29,3.73,1,0,5.5,4.78,2.56,2.28,0.66,1.64,5.07,1.17,,28.8,TEX @ HOU
AJ Blubaugh,Houston Astros,0.28-0.31,$5500,5.16,0.28,0.31,4.01,1,0,5.22,4.48,2.59,2.32,0.84,1.57,5.41,1.16,,28.4,TEX @ HOU
