player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.35,0.02,0.02,3.96,0,0.22,0.41,0.38,0.2,0.18,0.06,0.11,0.37,1.19,,1.9,TOR @ TB
Eric Lauer,Toronto Blue Jays,0.16-0.37,$6700,2.94,0.16,0.37,5.07,1,0,4.52,4.67,2.91,2.55,0.81,1.42,3.8,1.34,,19.7,TOR @ TB
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.44,0.03,0.03,2.96,0,0.28,0.52,0.43,0.19,0.17,0.03,0.21,0.38,1.23,,2.4,TOR @ TB
Drew Rasmussen,Tampa Bay Rays,0.35-0.16,$8500,3.13,0.35,0.16,3.45,1,0,4.94,4.53,2.16,1.89,0.74,1.19,4.52,1.16,,26.6,TOR @ TB
Miles Mikolas,St. Louis Cardinals,0.19-0.35,$7700,2.78,0.19,0.35,4.54,1,0,4.96,5.26,2.83,2.5,0.69,1.52,3.83,1.37,,21.4,ARI @ STL
Ryan Helsley,St. Louis Cardinals,0.02-0.03,$5500,0.44,0.02,0.03,2.39,0,0.24,0.46,0.34,0.13,0.12,0.02,0.21,0.42,1.21,,2.4,ARI @ STL
Zac Gallen,Arizona Diamondbacks,0.4-0.22,$9300,3.05,0.4,0.22,4.15,1,0,5.6,5.31,2.83,2.58,0.77,2.01,5.1,1.31,,28.4,ARI @ STL
A.J. Puk,Arizona Diamondbacks,0.02-0.03,$5500,0.4,0.02,0.03,3.26,0,0.25,0.48,0.4,0.19,0.17,0.07,0.15,0.37,1.17,,2.2,ARI @ STL
Clayton Kershaw,Los Angeles Dodgers,0.27-0.2,$7600,2.18,0.27,0.2,4.56,1,0,3.75,3.83,2.11,1.9,0.62,1.46,2.77,1.41,,16.6,LAD @ NYM
Edwin Diaz,New York Mets,0.02-0.03,$5500,0.44,0.02,0.03,3.21,0,0.23,0.43,0.36,0.17,0.15,0.05,0.19,0.47,1.28,,2.4,LAD @ NYM
Tanner Scott,Los Angeles Dodgers,0.03-0.03,$5500,0.42,0.03,0.03,2.01,0,0.27,0.5,0.36,0.12,0.11,0.06,0.14,0.32,1,,2.3,LAD @ NYM
Griffin Canning,New York Mets,0.24-0.38,$8600,2.86,0.24,0.38,4.74,1,0,5.21,5.42,3.07,2.75,0.91,1.97,4.75,1.42,,24.6,LAD @ NYM
Zack Wheeler,Philadelphia Phillies,0.43-0.29,$11000,3.27,0.43,0.29,2.86,1,0,5.87,4.86,2.11,1.87,0.5,1.36,6.38,1.06,,36,PHI @ OAK
Jeffrey Springs,Oakland Athletics,0.22-0.37,$8300,2.41,0.22,0.37,5.01,1,0,4.42,4.66,2.64,2.46,0.75,1.64,3.87,1.42,,20,PHI @ OAK
Jordan Romano,Philadelphia Phillies,0.03-0.03,$5500,0.33,0.03,0.03,6.72,0,0.3,0.57,0.7,0.46,0.42,0.14,0.2,0.4,1.58,,1.8,PHI @ OAK
Mason Miller,Oakland Athletics,0.02-0.02,$5500,0.38,0.02,0.02,3.42,0,0.2,0.36,0.32,0.15,0.14,0.04,0.16,0.44,1.32,,2.1,PHI @ OAK
Tyler Kinley,Colorado Rockies,0.01-0.02,$5500,0.18,0.01,0.02,6.45,0,0.14,0.26,0.32,0.21,0.19,0.03,0.17,0.26,1.84,,1,NYY @ COL
Devin Williams,New York Yankees,0.03-0.04,$5500,0.71,0.03,0.04,3.67,0,0.36,0.67,0.6,0.3,0.27,0.02,0.37,0.83,1.44,,3.9,NYY @ COL
Clarke Schmidt,New York Yankees,0.53-0.14,$9400,3.02,0.53,0.14,4.42,1,0,5.27,4.55,2.91,2.59,0.52,1.95,5.15,1.23,,28.4,NYY @ COL
Tanner Gordon,Colorado Rockies,0.08-0.49,$6800,1.54,0.08,0.49,8.01,1,0,4.15,5.33,4.01,3.69,0.97,1.42,2.64,1.63,,10.5,NYY @ COL
Chris Sale,Atlanta Braves,0.29-0.3,$10400,3.43,0.29,0.3,3.19,1,0,5.89,4.73,2.38,2.09,0.6,1.66,6.74,1.09,,35.7,SD @ ATL
Raisel Iglesias,Atlanta Braves,0.03-0.03,$5500,0.38,0.03,0.03,3.63,0,0.27,0.5,0.45,0.22,0.2,0.09,0.1,0.35,1.1,,2.1,SD @ ATL
Nick Pivetta,San Diego Padres,0.31-0.29,$9600,3.32,0.31,0.29,3.65,1,0,5.31,4.43,2.46,2.15,0.7,1.74,6.17,1.16,,31.9,SD @ ATL
