player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.33,0.02,0.02,2.73,0,0.21,0.4,0.32,0.13,0.12,0.03,0.04,0.28,0.9,,1.8,TEX @ NYY
Jacob deGrom,Texas Rangers,0.23-0.36,$10200,2.44,0.23,0.36,4.42,1,0,5.09,4.95,2.85,2.5,0.73,1.57,4.82,1.28,,24.9,TEX @ NYY
Ryan Yarbrough,New York Yankees,0.31-0.23,$6500,3.68,0.31,0.23,3.33,1,0,4.82,4.25,2.06,1.78,0.53,1.42,3.71,1.18,,23.9,TEX @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.58,0.03,0.03,3.76,0,0.29,0.53,0.48,0.24,0.22,0.01,0.3,0.68,1.47,,3.2,TEX @ NYY
Aroldis Chapman,Boston Red Sox,0.02-0.03,$5500,0.45,0.02,0.03,2.94,0,0.26,0.48,0.39,0.17,0.16,0.04,0.24,0.49,1.32,,2.5,NYM @ BOS
Edwin Diaz,New York Mets,0.02-0.03,$5500,0.45,0.02,0.03,3.29,0,0.24,0.45,0.38,0.18,0.16,0.06,0.19,0.49,1.27,,2.5,NYM @ BOS
Garrett Crochet,Boston Red Sox,0.31-0.27,$10800,2.49,0.31,0.27,3.84,1,0,4.59,4.02,2.19,1.96,0.48,1.43,5.2,1.19,,26.9,NYM @ BOS
Tylor Megill,New York Mets,0.28-0.37,$8400,3.33,0.28,0.37,4.42,1,0,5.02,4.5,2.85,2.47,0.55,2.32,5.77,1.36,,28,NYM @ BOS
Tanner Scott,Los Angeles Dodgers,0.03-0.03,$5500,0.42,0.03,0.03,2.05,0,0.27,0.5,0.36,0.12,0.11,0.06,0.15,0.33,1.01,,2.3,ARI @ LAD
Corbin Burnes,Arizona Diamondbacks,0.27-0.29,$9400,2.56,0.27,0.29,4.89,1,0,5.19,5.78,3.05,2.82,0.83,2.05,4.62,1.51,,24.1,ARI @ LAD
Dustin May,Los Angeles Dodgers,0.22-0.28,$8300,2.78,0.22,0.28,4.7,1,0,4.94,5.27,2.96,2.58,0.89,1.95,4.51,1.46,,23.1,ARI @ LAD
A.J. Puk,Arizona Diamondbacks,0.02-0.03,$5500,0.36,0.02,0.03,3.25,0,0.23,0.43,0.37,0.17,0.16,0.06,0.14,0.34,1.18,,2,ARI @ LAD
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.29,0.02,0.02,4.19,0,0.2,0.37,0.35,0.19,0.17,0.06,0.11,0.28,1.26,,1.6,LAA @ OAK
JP Sears,Oakland Athletics,0.33-0.21,$8800,2.53,0.33,0.21,3.88,1,0,4.86,5.04,2.38,2.1,0.7,1.22,3.6,1.29,,22.3,LAA @ OAK
Mason Miller,Oakland Athletics,0.03-0.03,$5500,0.6,0.03,0.03,3.39,0,0.3,0.56,0.48,0.23,0.21,0.06,0.25,0.68,1.31,,3.3,LAA @ OAK
Jack Kochanowicz,Los Angeles Angels,0.26-0.34,$7700,2.47,0.26,0.34,5.08,1,0,5.15,5.74,3.22,2.91,0.8,1.68,3.09,1.44,,19,LAA @ OAK
Kevin Gausman,Toronto Blue Jays,0.26-0.3,$8500,3.11,0.26,0.3,4.23,1,0,5.57,5.48,2.9,2.62,0.75,1.83,4.81,1.31,,26.4,SD @ TOR
