player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Marcus Semien,Texas Rangers,$3100,3.35,4.27,0.58,1.02,0.85,0.12,0.01,0.1,0.49,0.08,0.02,0.54,0.6,0.281,0.376,0.423,0.799,10.4,CHW @ TEX
Corey Seager,Texas Rangers,$3200,3.5,4.38,0.6,1.1,0.72,0.25,0,0.18,0.6,0,0.02,0.41,0.63,0.286,0.357,0.504,0.861,11.2,CHW @ TEX
Andrew Benintendi,Chicago White Sox,$2600,3.88,4.36,0.46,1.05,0.74,0.2,0.01,0.18,0.5,0.01,0.01,0.35,0.9,0.27,0.331,0.481,0.811,10.1,CHW @ TEX
Mike Tauchman,Chicago White Sox,$3100,3.06,4.58,0.42,0.8,0.57,0.13,0,0.16,0.58,0.02,0,0.54,0.8,0.2,0.292,0.367,0.66,9.5,CHW @ TEX
Adolis Garcia,Texas Rangers,$3000,3.23,3.82,0.49,0.86,0.56,0.21,0.02,0.12,0.55,0.1,0.04,0.31,0.91,0.249,0.313,0.434,0.746,9.7,CHW @ TEX
Josh Rojas,Chicago White Sox,$2200,3.09,3.81,0.32,0.66,0.54,0.1,0.02,0.05,0.3,0.11,0.02,0.29,1.17,0.192,0.265,0.293,0.558,6.8,CHW @ TEX
Luis Robert,Chicago White Sox,$2900,2.9,3.92,0.32,0.7,0.44,0.17,0.01,0.14,0.54,0.1,0.09,0.2,1.29,0.194,0.249,0.377,0.626,8.4,CHW @ TEX
Jonah Heim,Texas Rangers,$2800,3.14,3.71,0.44,0.81,0.57,0.13,0.02,0.14,0.52,0.03,0.05,0.31,0.65,0.245,0.315,0.442,0.757,8.8,CHW @ TEX
Jake Burger,Texas Rangers,$3000,3.8,4.05,0.58,1.02,0.56,0.24,0.05,0.22,0.73,0,0.02,0.22,1.01,0.271,0.317,0.546,0.864,11.4,CHW @ TEX
Josh Smith,Texas Rangers,$3100,3.55,4.6,0.56,1.05,0.75,0.15,0.06,0.13,0.46,0.1,0.03,0.48,0.81,0.264,0.352,0.444,0.795,11,CHW @ TEX
Miguel Vargas,Chicago White Sox,$2900,3.03,4.25,0.51,0.68,0.42,0.18,0.01,0.11,0.45,0.06,0.03,0.44,0.78,0.184,0.28,0.338,0.618,8.8,CHW @ TEX
Josh Jung,Texas Rangers,$3200,2.75,3.93,0.47,0.88,0.65,0.17,0.01,0.08,0.48,0.06,0.02,0.34,0.96,0.248,0.324,0.385,0.709,8.8,CHW @ TEX
Evan Carter,Texas Rangers,$3300,3.94,4.16,0.72,1,0.57,0.16,0.05,0.22,0.68,0.11,0.02,0.55,0.74,0.287,0.393,0.557,0.95,13,CHW @ TEX
Wyatt Langford,Texas Rangers,$3700,3.68,4.49,0.69,1.04,0.65,0.21,0.01,0.23,0.74,0.17,0.04,0.54,0.92,0.264,0.355,0.512,0.867,13.6,CHW @ TEX
Chase Meidroth,Chicago White Sox,$2600,3.54,4.47,0.49,1.15,0.86,0.27,0.04,0.03,0.43,0.05,0.04,0.31,0.87,0.279,0.329,0.4,0.729,9.2,CHW @ TEX
Edgar Quero,Chicago White Sox,$2300,3.7,4.14,0.48,0.94,0.7,0.18,0,0.11,0.38,0.02,0.01,0.31,0.75,0.251,0.312,0.399,0.711,8.5,CHW @ TEX
Tim Elko,Chicago White Sox,$2500,2.88,3.7,0.4,0.65,0.36,0.19,0.03,0.1,0.34,0.02,0.01,0.26,1.16,0.193,0.256,0.367,0.623,7.2,CHW @ TEX
Kyle Teel,Chicago White Sox,$2400,3.0,4.03,0.33,0.76,0.56,0.18,0,0.07,0.34,0,0.01,0.41,1.12,0.218,0.305,0.34,0.645,7.2,CHW @ TEX
Nick Castellanos,Philadelphia Phillies,$3000,3.4,4.31,0.55,0.99,0.65,0.21,0.01,0.18,0.56,0.03,0.04,0.2,0.9,0.247,0.299,0.457,0.755,10.2,TOR @ PHI
George Springer,Toronto Blue Jays,$3200,2.81,4.55,0.43,0.79,0.57,0.17,0.02,0.09,0.42,0.08,0.03,0.51,1.2,0.2,0.297,0.333,0.63,9,TOR @ PHI
J.T. Realmuto,Philadelphia Phillies,$2800,2.86,4.08,0.38,0.82,0.61,0.15,0.04,0.08,0.33,0.02,0.03,0.4,1.09,0.23,0.32,0.371,0.691,8,TOR @ PHI
Kyle Schwarber,Philadelphia Phillies,$4300,3.37,4.53,0.75,0.95,0.45,0.16,0.01,0.4,0.81,0.03,0.01,0.56,1.44,0.245,0.347,0.62,0.967,14.5,TOR @ PHI
Trea Turner,Philadelphia Phillies,$3900,3.51,4.64,0.83,1.3,0.91,0.22,0,0.23,0.59,0.17,0.05,0.34,0.74,0.306,0.365,0.53,0.894,13.7,TOR @ PHI
Max Kepler,Philadelphia Phillies,$2800,3.5,4.2,0.49,0.98,0.64,0.18,0.01,0.19,0.54,0,0.01,0.32,0.81,0.255,0.314,0.469,0.783,9.8,TOR @ PHI
Myles Straw,Toronto Blue Jays,$2300,2.83,4.1,0.35,0.87,0.74,0.12,0.02,0.01,0.19,0.13,0.03,0.19,0.73,0.229,0.268,0.287,0.555,6.5,TOR @ PHI
Vladimir Guerrero Jr.,Toronto Blue Jays,$3100,3.32,4.66,0.5,1.01,0.78,0.14,0.01,0.13,0.56,0,0.01,0.58,0.63,0.255,0.355,0.406,0.76,10.3,TOR @ PHI
