player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Chris Bassitt,Toronto Blue Jays,0.41-0.23,$9500,3.41,0.41,0.23,3.25,1,0,5.75,5.08,2.24,2.08,0.61,1.72,5.59,1.18,,32.4,TB @ TOR
Jeff Hoffman,Toronto Blue Jays,0.03-0.03,$5500,0.47,0.03,0.03,3.69,0,0.28,0.53,0.47,0.23,0.22,0.07,0.12,0.5,1.13,,2.6,TB @ TOR
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.35,0.02,0.02,3.21,0,0.22,0.41,0.34,0.16,0.14,0.02,0.18,0.33,1.28,,1.9,TB @ TOR
Ryan Pepiot,Tampa Bay Rays,0.21-0.45,$8200,2.98,0.21,0.45,4.69,1,0,5.07,5.16,2.95,2.64,0.95,1.75,4.83,1.36,,24.4,TB @ TOR
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.25,0.02,0.02,4.56,0,0.17,0.31,0.31,0.17,0.16,0.06,0.11,0.27,1.34,,1.4,LAA @ SD
Kyle Hendricks,Los Angeles Angels,0.25-0.42,$6800,3.12,0.25,0.42,4.51,1,0,5.13,5.89,3.01,2.57,0.92,1.96,3.57,1.53,,21.2,LAA @ SD
Robert Suarez,San Diego Padres,0.03-0.04,$5500,0.51,0.03,0.04,2.86,0,0.33,0.62,0.5,0.21,0.2,0.04,0.21,0.47,1.15,,2.8,LAA @ SD
Randy Vasquez,San Diego Padres,0.35-0.24,$7200,3.42,0.35,0.24,3.69,1,0,5.16,5.36,2.33,2.11,0.64,1.57,3.96,1.34,,24.6,LAA @ SD
Raisel Iglesias,Atlanta Braves,0.03-0.03,$5500,0.45,0.03,0.03,3.55,0,0.31,0.58,0.51,0.25,0.23,0.1,0.13,0.44,1.1,,2.5,WSH @ ATL
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.27,0.02,0.02,3.43,0,0.19,0.35,0.31,0.15,0.14,0.03,0.14,0.26,1.28,,1.5,WSH @ ATL
Bryce Elder,Atlanta Braves,0.37-0.21,$8400,3.21,0.37,0.21,3.43,1,0,4.98,4.39,2.3,1.9,0.59,1.3,4.51,1.14,,27,WSH @ ATL
Mitchell Parker,Washington Nationals,0.25-0.44,$8000,2.74,0.25,0.44,5.05,1,0,5.15,5.54,3.3,2.89,0.58,1.9,4.03,1.44,,21.9,WSH @ ATL
Patrick Corbin,Texas Rangers,0.42-0.13,$7800,3.59,0.42,0.13,3.32,1,0,5.63,4.99,2.47,2.08,0.5,1.43,4.28,1.14,,28,COL @ TEX
Chris Martin,Texas Rangers,0.03-0.04,$5500,0.53,0.03,0.04,2.86,0,0.34,0.63,0.51,0.22,0.2,0.06,0.07,0.48,0.92,,2.9,COL @ TEX
Antonio Senzatela,Colorado Rockies,0.16-0.46,$6200,2.73,0.16,0.46,6.15,1,0,5.11,5.55,3.77,3.49,0.93,1.84,3.25,1.45,,16.9,COL @ TEX
Tyler Kinley,Colorado Rockies,0.02-0.02,$5500,0.24,0.02,0.02,6.79,0,0.16,0.3,0.37,0.24,0.22,0.04,0.18,0.3,1.85,,1.3,COL @ TEX
Alexis Diaz,Cincinnati Reds,0.03-0.04,$5500,0.42,0.03,0.04,7.11,0,0.34,0.63,0.81,0.54,0.5,0.18,0.4,0.58,1.91,,2.3,CHW @ CIN
Nick Lodolo,Cincinnati Reds,0.34-0.22,$9700,3.09,0.34,0.22,3.95,1,0,5.6,5.4,2.64,2.46,0.62,1.29,5.51,1.19,,30,CHW @ CIN
Davis Martin,Chicago White Sox,0.21-0.38,$7400,2.97,0.21,0.38,4.95,1,0,5.16,4.95,3.05,2.84,0.65,2.22,4.12,1.39,,22,CHW @ CIN
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.2,0.02,0.02,5.5,0,0.16,0.3,0.33,0.2,0.18,0.06,0.16,0.21,1.65,,1.1,CHW @ CIN
Ryan Pressly,Chicago Cubs,0.03-0.04,$5500,0.47,0.03,0.04,4.83,0,0.33,0.62,0.64,0.36,0.33,0.04,0.26,0.53,1.44,,2.6,MIA @ CHC
Jameson Taillon,Chicago Cubs,0.51-0.15,$9000,3.41,0.51,0.15,3.4,1,0,5.64,5.12,2.32,2.13,0.61,1.24,5.09,1.13,,30.7,MIA @ CHC
Ryan Weathers,Miami Marlins,0.14-0.46,$7500,2.4,0.14,0.46,5.86,1,0,4.48,5.09,3.19,2.91,0.89,1.56,3.79,1.48,,18,MIA @ CHC
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.29,0.02,0.02,2.95,0,0.17,0.31,0.25,0.11,0.1,0.01,0.15,0.28,1.32,,1.6,MIA @ CHC
Michael Lorenzen,Kansas City Royals,0.26-0.39,$8600,2.44,0.26,0.39,5.59,1,0,5.04,5.22,3.48,3.13,0.99,1.87,4.18,1.41,,21,KC @ HOU
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.36,0.02,0.02,2.42,0,0.22,0.41,0.31,0.12,0.11,0.02,0.13,0.32,1.08,,2,KC @ HOU
Josh Hader,Houston Astros,0.03-0.03,$5500,0.53,0.03,0.03,2.94,0,0.28,0.52,0.42,0.18,0.17,0.07,0.17,0.54,1.14,,2.9,KC @ HOU
Colton Gordon,Houston Astros,0.34-0.28,$7000,3.4,0.34,0.28,4.51,1,0,5.17,4.83,2.86,2.59,0.75,1.86,4.17,1.29,,23.8,KC @ HOU
Edwin Diaz,New York Mets,0.03-0.04,$5500,0.64,0.03,0.04,3.39,0,0.33,0.62,0.54,0.25,0.23,0.08,0.26,0.73,1.29,,3.5,PIT @ NYM
Clay Holmes,New York Mets,0.48-0.15,$9200,3.4,0.48,0.15,2.79,1,0,5.25,4.57,1.97,1.63,0.41,1.6,5.21,1.18,,31.3,PIT @ NYM
David Bednar,Pittsburgh Pirates,0.02-0.02,$5500,0.2,0.02,0.02,5.32,0,0.17,0.31,0.33,0.2,0.18,0.04,0.12,0.21,1.47,,1.1,PIT @ NYM
Bailey Falter,Pittsburgh Pirates,0.17-0.45,$7300,2.88,0.17,0.45,4.65,1,0,4.93,5.23,2.85,2.55,0.92,1.83,3.85,1.43,,21,PIT @ NYM
Tanner Scott,Los Angeles Dodgers,0.03-0.04,$5500,0.56,0.03,0.04,1.78,0,0.34,0.63,0.43,0.14,0.12,0.04,0.2,0.45,1.01,,3.1,OAK @ LAD
