player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.35,0.02,0.02,4.06,0,0.23,0.43,0.4,0.21,0.19,0.07,0.14,0.36,1.26,,1.9,BAL @ LAA
Kyle Gibson,Baltimore Orioles,0.39-0.22,$6800,3.53,0.39,0.22,4.08,1,0,5.12,5.08,2.62,2.32,0.72,1.65,3.91,1.32,,24,BAL @ LAA
Felix Bautista,Baltimore Orioles,0.03-0.03,$5500,0.45,0.03,0.03,2.69,0,0.27,0.5,0.4,0.16,0.15,0.03,0.22,0.41,1.22,,2.5,BAL @ LAA
Jack Kochanowicz,Los Angeles Angels,0.16-0.35,$7200,2.24,0.16,0.35,4.9,1,0,4.33,4.68,2.65,2.36,0.64,1.46,2.67,1.42,,16.1,BAL @ LAA
Tyler Kinley,Colorado Rockies,0.01-0.02,$5500,0.18,0.01,0.02,6.94,0,0.14,0.26,0.33,0.22,0.2,0.03,0.16,0.26,1.88,,1,SD @ COL
Robert Suarez,San Diego Padres,0.03-0.04,$5500,0.56,0.03,0.04,1.94,0,0.36,0.67,0.47,0.16,0.15,0.05,0.17,0.46,0.96,,3.1,SD @ COL
Stephen Kolek,San Diego Padres,0.47-0.15,$7600,3.33,0.47,0.15,4.44,1,0,5.24,5.08,3.11,2.59,0.54,1.48,4.3,1.25,,25.3,SD @ COL
Bradley Blalock,Colorado Rockies,0.13-0.47,$6200,2.34,0.13,0.47,7.09,1,0,4.7,5.55,4.12,3.7,0.79,1.91,3.24,1.59,,14.5,SD @ COL
Tanner Scott,Los Angeles Dodgers,0.02-0.02,$5500,0.38,0.02,0.02,1.81,0,0.23,0.42,0.29,0.09,0.08,0.03,0.14,0.31,1.02,,2.1,LAD @ ARI
Corbin Burnes,Arizona Diamondbacks,0.3-0.24,$8700,2.72,0.3,0.24,4.44,1,0,4.92,4.94,2.74,2.42,0.68,1.45,4.21,1.3,,23.7,LAD @ ARI
Dustin May,Los Angeles Dodgers,0.29-0.35,$8400,2.21,0.29,0.35,6.17,1,0,4.95,5.51,3.71,3.39,0.86,1.75,3.65,1.47,,18.6,LAD @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.45,0.03,0.03,3.24,0,0.27,0.51,0.43,0.2,0.18,0.07,0.17,0.45,1.19,,2.5,LAD @ ARI
Logan Webb,San Francisco Giants,0.27-0.38,$10500,2.78,0.27,0.38,3.57,1,0,5.59,5.22,2.56,2.21,0.41,1.74,5.15,1.25,,29.2,SF @ MIN
Joe Ryan,Minnesota Twins,0.36-0.27,$10000,3.43,0.36,0.27,3.32,1,0,5.72,4.44,2.3,2.11,0.63,1.2,6.38,0.99,,34.3,SF @ MIN
Jhoan Duran,Minnesota Twins,0.03-0.03,$5500,0.47,0.03,0.03,2.67,0,0.27,0.5,0.39,0.16,0.15,0.02,0.17,0.46,1.12,,2.6,SF @ MIN
Ryan Walker,San Francisco Giants,0.02-0.03,$5500,0.38,0.02,0.03,3.44,0,0.23,0.43,0.38,0.18,0.17,0.02,0.11,0.41,1.13,,2.1,SF @ MIN
Edward Cabrera,Miami Marlins,0.26-0.38,$7800,2.96,0.26,0.38,4.92,1,0,5.09,5.35,3.1,2.78,0.86,2.3,4.48,1.5,,23.1,MIA @ CHW
Calvin Faucher,Miami Marlins,0.02-0.03,$5500,0.4,0.02,0.03,3.03,0,0.23,0.43,0.36,0.16,0.15,0.01,0.22,0.4,1.33,,2.2,MIA @ CHW
Jordan Leasure,Chicago White Sox,0.03-0.03,$5500,0.33,0.03,0.03,5.66,0,0.27,0.5,0.55,0.34,0.31,0.11,0.27,0.35,1.65,,1.8,MIA @ CHW
Shane Smith,Chicago White Sox,0.32-0.28,$8200,3.15,0.32,0.28,4.42,1,0,5.16,4.79,2.76,2.53,0.76,1.53,4.75,1.22,,25.8,MIA @ CHW
Aroldis Chapman,Boston Red Sox,0.02-0.03,$5500,0.45,0.02,0.03,3.15,0,0.24,0.44,0.37,0.17,0.15,0.05,0.23,0.49,1.37,,2.5,BOS @ KC
Carlos Estevez,Kansas City Royals,0.02-0.03,$5500,0.44,0.02,0.03,2.47,0,0.26,0.49,0.37,0.15,0.13,0.03,0.16,0.39,1.09,,2.4,BOS @ KC
Garrett Crochet,Boston Red Sox,0.28-0.35,$10600,3.06,0.28,0.35,3.75,1,0,5.19,4.49,2.46,2.16,0.64,1.53,6.54,1.16,,32.4,BOS @ KC
Cole Ragans,Kansas City Royals,0.31-0.25,$10200,3.02,0.31,0.25,3.28,1,0,4.75,3.69,2,1.73,0.43,1.29,5.99,1.05,,30.8,BOS @ KC
Ryan Pressly,Chicago Cubs,0.02-0.02,$5500,0.31,0.02,0.02,4.8,0,0.21,0.39,0.39,0.22,0.21,0.03,0.16,0.34,1.44,,1.7,CHC @ NYM
Edwin Diaz,New York Mets,0.03-0.03,$5500,0.58,0.03,0.03,3.55,0,0.29,0.54,0.48,0.23,0.21,0.07,0.23,0.66,1.3,,3.2,CHC @ NYM
Brad Keller,Chicago Cubs,0.07-0.15,$5900,1.39,0.07,0.15,4.31,1,0,1.85,1.67,0.95,0.89,0.3,0.69,1.48,1.28,,8.2,CHC @ NYM
Tylor Megill,New York Mets,0.41-0.23,$8800,3.83,0.41,0.23,3.08,1,0,5.59,4.64,2.12,1.91,0.54,1.86,6.06,1.16,,33.7,CHC @ NYM
Cade Horton,Chicago Cubs,0.17-0.32,N/A,N/A,0.17,0.32,4.31,1,0,4.08,3.69,2.1,1.96,0.67,1.53,3.27,1.28,,18.2,CHC @ NYM
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.4,0.02,0.02,2.76,0,0.22,0.42,0.33,0.14,0.13,0.05,0.09,0.39,1.01,,2.2,TOR @ SEA
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.55,0.03,0.03,1.35,0,0.27,0.51,0.33,0.08,0.08,0.03,0.23,0.51,1.09,,3,TOR @ SEA
Bowden Francis,Toronto Blue Jays,0.32-0.3,$7400,3.26,0.32,0.3,4.17,1,0,5.2,5.07,2.68,2.41,1.05,1.44,4.16,1.25,,24.1,TOR @ SEA
Logan Evans,Seattle Mariners,0.23-0.35,$7300,3.04,0.23,0.35,3.86,1,0,4.86,4.45,2.31,2.08,0.74,1.75,3.68,1.28,,22.2,TOR @ SEA
Lance McCullers,Houston Astros,0.23-0.3,$8000,2.8,0.23,0.3,3.86,1,0,4.32,3.84,2.07,1.85,0.71,1.63,4.07,1.27,,22.4,CIN @ HOU
Josh Hader,Houston Astros,0.02-0.03,$5500,0.47,0.02,0.03,2.99,0,0.25,0.46,0.38,0.17,0.15,0.06,0.15,0.5,1.15,,2.6,CIN @ HOU
Brady Singer,Cincinnati Reds,0.31-0.3,$9100,3.04,0.31,0.3,3.92,1,0,5.63,5.27,2.74,2.45,0.94,1.82,4.92,1.26,,27.7,CIN @ HOU
Alexis Diaz,Cincinnati Reds,0.02-0.03,$5500,0.31,0.02,0.03,6.92,0,0.25,0.47,0.59,0.39,0.36,0.13,0.29,0.43,1.88,,1.7,CIN @ HOU
