player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Michael Lorenzen,Kansas City Royals,0.29-0.42,$7800,2.81,0.29,0.42,5.13,1,0,5.23,5.64,3.24,2.98,1.09,1.72,4.04,1.41,,21.9,KC @ SEA
Carlos Estevez,Kansas City Royals,0.02-0.02,$5500,0.31,0.02,0.02,2.16,0,0.21,0.4,0.29,0.1,0.1,0.03,0.14,0.21,1.09,,1.7,KC @ SEA
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.45,0.03,0.03,1.37,0,0.29,0.53,0.34,0.09,0.08,0.03,0.23,0.33,1.07,,2.5,KC @ SEA
Emerson Hancock,Seattle Mariners,0.34-0.23,$7100,3.01,0.34,0.23,3.92,1,0,4.6,4.28,2.26,2,0.69,1.63,3.39,1.28,,21.4,KC @ SEA
Edwin Diaz,New York Mets,0.03-0.03,$5500,0.42,0.03,0.03,2.32,0,0.28,0.51,0.38,0.14,0.13,0.04,0.2,0.33,1.14,,2.3,MIL @ NYM
Clay Holmes,New York Mets,0.29-0.26,$8900,2.96,0.29,0.26,3.98,1,0,5.29,5.3,2.59,2.34,0.52,2.14,4.7,1.41,,26.3,MIL @ NYM
Freddy Peralta,Milwaukee Brewers,0.27-0.35,$9800,2.73,0.27,0.35,4.33,1,0,5.36,5.02,2.78,2.58,0.89,2.21,5.07,1.35,,26.8,MIL @ NYM
Trevor Megill,Milwaukee Brewers,0.02-0.02,$5500,0.31,0.02,0.02,2.73,0,0.22,0.42,0.33,0.14,0.13,0.03,0.18,0.25,1.22,,1.7,MIL @ NYM
Josh Hader,Houston Astros,0.03-0.04,$5500,0.45,0.03,0.04,2.14,0,0.33,0.62,0.45,0.16,0.15,0.09,0.15,0.3,0.96,,2.5,HOU @ COL
Tyler Kinley,Colorado Rockies,0.02-0.02,$5500,0.2,0.02,0.02,6.63,0,0.17,0.31,0.38,0.25,0.23,0.04,0.2,0.24,1.85,,1.1,HOU @ COL
