player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kenley Jansen,Los Angeles Angels,0.02-0.03,$5500,0.35,0.02,0.03,4.11,0,0.26,0.48,0.45,0.24,0.22,0.08,0.2,0.35,1.35,,1.9,OAK @ LAA
Jeffrey Springs,Oakland Athletics,0.32-0.39,$7300,3.45,0.32,0.39,4.28,1,0,5.17,5.09,2.72,2.46,0.73,1.78,4.56,1.33,,25.2,OAK @ LAA
Yusei Kikuchi,Los Angeles Angels,0.36-0.31,$8200,3.56,0.36,0.31,3.61,1,0,5.68,4.87,2.49,2.28,0.84,2.01,5.06,1.21,,29.2,OAK @ LAA
Mason Miller,Oakland Athletics,0.02-0.03,$5500,0.42,0.02,0.03,3.79,0,0.24,0.45,0.41,0.21,0.19,0.05,0.21,0.46,1.37,,2.3,OAK @ LAA
Ryan Pressly,Chicago Cubs,0.02-0.02,$5500,0.31,0.02,0.02,3.98,0,0.23,0.42,0.39,0.2,0.19,0.02,0.17,0.28,1.33,,1.7,CHC @ PHI
Zack Wheeler,Philadelphia Phillies,0.26-0.37,$10800,3.19,0.26,0.37,4.14,1,0,5.74,5.26,2.87,2.64,0.81,1.68,7.29,1.21,,34.4,CHC @ PHI
Matt Boyd,Chicago Cubs,0.35-0.24,$9900,3.01,0.35,0.24,3.94,1,0,5.29,4.71,2.55,2.31,0.73,1.92,5.7,1.26,,29.8,CHC @ PHI
Jordan Romano,Philadelphia Phillies,0.03-0.03,$5500,0.29,0.03,0.03,7.27,0,0.27,0.51,0.66,0.45,0.41,0.11,0.22,0.36,1.73,,1.6,CHC @ PHI
Wade Miley,Cincinnati Reds,0.24-0.34,$6200,3.0,0.24,0.34,4.6,1,0,4.11,4.07,2.35,2.1,0.63,1.69,3.35,1.4,,18.6,CIN @ CLE
Emmanuel Clase,Cleveland Guardians,0.02-0.03,$5500,0.35,0.02,0.03,2.37,0,0.25,0.47,0.36,0.14,0.12,0.01,0.08,0.23,0.91,,1.9,CIN @ CLE
Alexis Diaz,Cincinnati Reds,0.02-0.03,$5500,0.25,0.02,0.03,8.83,0,0.25,0.46,0.67,0.49,0.45,0.18,0.31,0.4,2.15,,1.4,CIN @ CLE
Luis Ortiz,Cleveland Guardians,0.35-0.35,$9200,3.29,0.35,0.35,3.8,1,0,5.49,4.62,2.51,2.32,0.69,2.13,5.59,1.23,,30.3,CIN @ CLE
Jose Berrios,Toronto Blue Jays,0.27-0.39,$8700,2.83,0.27,0.39,4.45,1,0,5.3,5.34,2.91,2.62,0.79,1.82,4.5,1.35,,24.6,TOR @ STL
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.31,0.02,0.02,4.27,0,0.22,0.42,0.4,0.21,0.2,0.08,0.12,0.31,1.24,,1.7,TOR @ STL
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.44,0.03,0.03,2.93,0,0.28,0.51,0.42,0.18,0.17,0.03,0.22,0.4,1.25,,2.4,TOR @ STL
Andre Pallante,St. Louis Cardinals,0.39-0.3,$7100,3.63,0.39,0.3,3.87,1,0,5.59,5.55,2.58,2.41,0.61,1.64,3.99,1.28,,25.8,TOR @ STL
Merrill Kelly,Arizona Diamondbacks,0.38-0.28,$9600,3.09,0.38,0.28,4.17,1,0,5.63,5.31,2.94,2.61,0.78,1.45,5.42,1.2,,29.7,SEA @ ARI
Andres Munoz,Seattle Mariners,0.02-0.02,$5500,0.35,0.02,0.02,1.66,0,0.2,0.38,0.25,0.08,0.07,0.02,0.15,0.29,1.08,,1.9,SEA @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.42,0.03,0.03,3.29,0,0.3,0.55,0.47,0.22,0.2,0.1,0.17,0.35,1.16,,2.3,SEA @ ARI
Emerson Hancock,Seattle Mariners,0.29-0.37,$6900,3.01,0.29,0.37,5.36,1,0,5,5.03,3.3,2.98,0.94,1.63,3.79,1.33,,20.8,SEA @ ARI
David Bednar,Pittsburgh Pirates,0.03-0.03,$5500,0.33,0.03,0.03,4.54,0,0.29,0.54,0.53,0.29,0.27,0.06,0.18,0.28,1.32,,1.8,MIA @ PIT
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.29,0.02,0.02,3.89,0,0.21,0.39,0.36,0.19,0.17,0.02,0.19,0.29,1.39,,1.6,MIA @ PIT
Mike Burrows,Pittsburgh Pirates,0.26-0.36,$7000,3.1,0.26,0.36,4.55,1,0,4.84,5.22,2.81,2.45,0.63,1.58,3.92,1.41,,21.7,MIA @ PIT
Eury Perez,Miami Marlins,0.3-0.27,$7500,2.61,0.3,0.27,4.27,1,0,4.34,4.21,2.28,2.06,0.54,1.62,3.22,1.34,,19.6,MIA @ PIT
Nick Pivetta,San Diego Padres,0.3-0.3,$10100,3.12,0.3,0.3,3.54,1,0,5.41,4.63,2.31,2.13,0.88,1.54,6.03,1.14,,31.5,LAD @ SD
Tanner Scott,Los Angeles Dodgers,0.02-0.03,$5500,0.31,0.02,0.03,3.25,0,0.24,0.44,0.38,0.17,0.16,0.05,0.13,0.25,1.14,,1.7,LAD @ SD
Dustin May,Los Angeles Dodgers,0.34-0.35,$9000,2.99,0.34,0.35,3.8,1,0,5.17,4.91,2.39,2.18,0.79,1.9,4.8,1.32,,26.9,LAD @ SD
Robert Suarez,San Diego Padres,0.02-0.03,$5500,0.36,0.02,0.03,2.21,0,0.26,0.49,0.36,0.13,0.12,0.02,0.14,0.27,1.02,,2,LAD @ SD
Aroldis Chapman,Boston Red Sox,0.02-0.03,$5500,0.42,0.02,0.03,2.54,0,0.26,0.48,0.37,0.15,0.14,0.04,0.22,0.39,1.22,,2.3,TB @ BOS
Pete Fairbanks,Tampa Bay Rays,0.02-0.03,$5500,0.36,0.02,0.03,2.46,0,0.24,0.45,0.34,0.13,0.12,0.02,0.19,0.29,1.19,,2,TB @ BOS
Shane Baz,Tampa Bay Rays,0.32-0.34,$8000,3.3,0.32,0.34,4.25,1,0,5.36,4.89,2.76,2.53,0.82,1.73,4.66,1.24,,26.4,TB @ BOS
