player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Carlos Santana,Cleveland Guardians,$2800,3.75,4.25,0.51,0.89,0.62,0.17,0,0.17,0.5,0.05,0.02,0.57,0.7,0.248,0.355,0.456,0.811,10.5,HOU @ CLE
Jose Altuve,Houston Astros,$2800,3.82,4.55,0.54,1.06,0.68,0.25,0.01,0.18,0.58,0.05,0,0.28,0.8,0.253,0.298,0.457,0.756,10.7,HOU @ CLE
Jose Ramirez,Cleveland Guardians,$3600,3.31,4.36,0.53,0.89,0.47,0.24,0.01,0.19,0.62,0.2,0.07,0.5,0.55,0.237,0.326,0.46,0.786,11.9,HOU @ CLE
Christian Walker,Houston Astros,$2800,4.07,4.44,0.54,1.03,0.7,0.19,0,0.25,0.61,0.01,0,0.39,1.1,0.257,0.323,0.516,0.839,11.4,HOU @ CLE
Victor Caratini,Houston Astros,$2400,3.21,4.22,0.39,1,0.78,0.22,0.01,0.02,0.37,0,0.01,0.3,0.65,0.262,0.33,0.352,0.682,7.7,HOU @ CLE
Isaac Paredes,Houston Astros,$3300,3.55,4.66,0.57,1.09,0.79,0.2,0.01,0.17,0.7,0.01,0.01,0.53,0.91,0.269,0.355,0.469,0.824,11.7,HOU @ CLE
Jake Meyers,Houston Astros,$2700,3.22,4.11,0.48,0.94,0.7,0.18,0.06,0.03,0.32,0.19,0.05,0.25,0.83,0.246,0.295,0.359,0.654,8.7,HOU @ CLE
Jeremy Pena,Houston Astros,$3200,3.66,4.77,0.71,1.29,0.88,0.32,0.05,0.1,0.51,0.09,0.03,0.28,0.86,0.294,0.335,0.472,0.807,11.7,HOU @ CLE
Steven Kwan,Cleveland Guardians,$2800,4.18,4.59,0.58,1.23,0.82,0.28,0.07,0.1,0.47,0.14,0.02,0.42,0.44,0.302,0.37,0.496,0.867,11.7,HOU @ CLE
Gabriel Arias,Cleveland Guardians,$2500,3.32,3.92,0.45,0.69,0.39,0.19,0.01,0.14,0.37,0.1,0.05,0.24,1.2,0.191,0.252,0.375,0.626,8.3,HOU @ CLE
Nolan Jones,Cleveland Guardians,$2300,3.17,3.7,0.36,0.73,0.57,0.12,0.04,0.06,0.3,0.07,0.01,0.37,1.04,0.223,0.304,0.349,0.652,7.3,HOU @ CLE
Yainer Diaz,Houston Astros,$2700,3.52,4.33,0.52,0.94,0.64,0.18,0,0.19,0.54,0.01,0.01,0.15,0.7,0.231,0.265,0.435,0.7,9.5,HOU @ CLE
Bo Naylor,Cleveland Guardians,$2500,2.92,3.81,0.37,0.58,0.35,0.12,0.01,0.13,0.39,0.02,0.03,0.39,1.11,0.172,0.262,0.34,0.601,7.3,HOU @ CLE
