player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Ryan Pressly,Chicago Cubs,0.02-0.03,N/A,N/A,0.02,0.03,4.23,0,0.24,0.44,0.43,0.23,0.21,0.06,0.17,0.22,1.34,,1.5,NYM @ CHC
Ryan Helsley,New York Mets,0.02-0.03,$5500,0.31,0.02,0.03,4.2,0,0.26,0.49,0.46,0.25,0.23,0.06,0.2,0.26,1.36,,1.7,NYM @ CHC
Shota Imanaga,Chicago Cubs,0.32-0.33,$9100,2.95,0.32,0.33,4.28,1,0,5.45,4.88,2.9,2.59,1.06,1.52,4.79,1.18,,26.8,NYM @ CHC
Nolan McLean,New York Mets,0.32-0.34,$10200,2.96,0.32,0.34,3.7,1,0,5.47,4.75,2.58,2.25,0.54,2.05,5.56,1.24,,30.2,NYM @ CHC
Carlos Rodon,New York Yankees,0.58-0.13,$10500,3.64,0.58,0.13,2.97,1,0,5.82,4.34,2.13,1.92,0.63,1.96,6.91,1.08,,38.2,CHW @ NYY
David Bednar,New York Yankees,0.03-0.04,$5500,0.44,0.03,0.04,2.92,0,0.37,0.69,0.56,0.24,0.22,0.06,0.22,0.27,1.13,,2.4,CHW @ NYY
Davis Martin,Chicago White Sox,0.15-0.59,$7800,2.14,0.15,0.59,6.56,1,0,5.04,6.1,4.06,3.67,0.96,2.14,3.63,1.64,,16.7,CHW @ NYY
Jordan Leasure,Chicago White Sox,0.01-0.01,$5500,0.16,0.01,0.01,3.88,0,0.13,0.24,0.22,0.11,0.1,0.04,0.12,0.13,1.4,,0.9,CHW @ NYY
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.29,0.02,0.02,2.74,0,0.23,0.42,0.33,0.14,0.13,0.06,0.14,0.19,1.14,,1.6,KC @ LAA
Michael Lorenzen,Kansas City Royals,0.4-0.22,$8300,3.16,0.4,0.22,3.36,1,0,5.26,4.87,2.2,1.97,0.69,1.54,4.09,1.22,,26.2,KC @ LAA
Carlos Estevez,Kansas City Royals,0.03-0.03,$5500,0.36,0.03,0.03,2.49,0,0.27,0.51,0.39,0.15,0.14,0.04,0.17,0.22,1.09,,2,KC @ LAA
Mitch Farris,Los Angeles Angels,0.2-0.38,$7000,3.2,0.2,0.38,4.26,1,0,4.9,4.84,2.54,2.32,0.66,1.91,4.09,1.38,,22.4,KC @ LAA
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.29,0.02,0.02,1.58,0,0.2,0.38,0.25,0.07,0.07,0.02,0.12,0.17,0.98,,1.6,BOS @ TOR
Jeff Hoffman,Toronto Blue Jays,0.03-0.03,$5500,0.36,0.03,0.03,4.15,0,0.29,0.55,0.52,0.28,0.25,0.12,0.19,0.29,1.3,,2,BOS @ TOR
Brayan Bello,Boston Red Sox,0.35-0.33,$8500,2.84,0.35,0.33,4.29,1,0,5.41,5.52,2.85,2.58,0.71,1.65,3.94,1.32,,24.1,BOS @ TOR
Louie Varland,Toronto Blue Jays,0.26-0.29,$5900,4.39,0.26,0.29,3.78,1,0,4.88,4.37,2.4,2.05,0.55,1.39,4.65,1.18,,25.9,BOS @ TOR
