player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Christian Yelich,Milwaukee Brewers,$3800,3.58,4.57,0.72,1.15,0.71,0.26,0.01,0.24,0.8,0.1,0.01,0.37,0.98,0.28,0.342,0.539,0.881,13.6,CIN @ MIL
Jake Bauers,Milwaukee Brewers,$2800,3.54,3.9,0.58,0.7,0.41,0.16,0.02,0.11,0.4,0.21,0.06,0.48,1.1,0.211,0.325,0.372,0.697,9.9,CIN @ MIL
Jose Trevino,Cincinnati Reds,$2400,2.92,3.91,0.3,0.84,0.58,0.19,0.05,0.05,0.42,0,0.01,0.19,0.73,0.234,0.276,0.363,0.639,7,CIN @ MIL
Gavin Lux,Cincinnati Reds,$2700,3.78,4.47,0.53,1.04,0.73,0.28,0.01,0.1,0.52,0.01,0.03,0.4,0.65,0.265,0.344,0.441,0.784,10.2,CIN @ MIL
William Contreras,Milwaukee Brewers,$3200,3.0,4.24,0.59,1.02,0.74,0.22,0.01,0.09,0.34,0.06,0.02,0.43,0.61,0.275,0.354,0.422,0.776,9.6,CIN @ MIL
TJ Friedl,Cincinnati Reds,$2800,3.86,4.69,0.59,0.99,0.79,0.1,0,0.14,0.6,0.09,0.01,0.5,0.92,0.244,0.329,0.376,0.706,10.8,CIN @ MIL
Will Benson,Cincinnati Reds,$2600,3.46,4.02,0.47,0.84,0.55,0.2,0,0.16,0.47,0.04,0.02,0.24,1.41,0.226,0.282,0.425,0.706,9,CIN @ MIL
Spencer Steer,Cincinnati Reds,$2900,3.31,4.36,0.55,0.94,0.66,0.13,0.01,0.16,0.5,0.01,0.01,0.37,0.86,0.24,0.312,0.404,0.716,9.6,CIN @ MIL
Brice Turang,Milwaukee Brewers,$3500,3.4,4.35,0.69,1.04,0.63,0.29,0.03,0.18,0.64,0.07,0.04,0.28,0.74,0.264,0.32,0.506,0.826,11.9,CIN @ MIL
Joey Ortiz,Milwaukee Brewers,$2600,2.81,3.68,0.45,0.9,0.73,0.14,0.02,0.03,0.33,0.08,0.02,0.18,0.48,0.268,0.311,0.357,0.668,7.3,CIN @ MIL
Blake Perkins,Milwaukee Brewers,$2900,2.72,3.79,0.46,0.7,0.39,0.21,0.04,0.08,0.37,0.05,0.01,0.3,1.15,0.206,0.281,0.374,0.655,7.9,CIN @ MIL
Matt McLain,Cincinnati Reds,$2700,3.52,3.8,0.4,0.74,0.46,0.15,0.01,0.17,0.62,0.07,0.03,0.35,1.03,0.219,0.297,0.44,0.736,9.5,CIN @ MIL
Elly De La Cruz,Cincinnati Reds,$3800,2.47,4.25,0.46,0.82,0.55,0.18,0.03,0.11,0.41,0.17,0.03,0.38,1.2,0.216,0.289,0.381,0.67,9.4,CIN @ MIL
Sal Frelick,Milwaukee Brewers,$3100,3.13,4.13,0.57,1.09,0.84,0.22,0.04,0.05,0.43,0.12,0.01,0.22,0.52,0.289,0.337,0.423,0.76,9.7,CIN @ MIL
Noelvi Marte,Cincinnati Reds,$3100,3.71,4.58,0.63,1.12,0.69,0.26,0.02,0.21,0.54,0.13,0.05,0.13,1.23,0.255,0.281,0.48,0.761,11.5,CIN @ MIL
Jackson Chourio,Milwaukee Brewers,$3600,3.17,4.46,0.62,1.1,0.63,0.32,0.02,0.17,0.5,0.13,0.03,0.26,0.79,0.265,0.311,0.482,0.794,11.4,CIN @ MIL
Caleb Durbin,Milwaukee Brewers,$2800,2.96,4.02,0.49,0.95,0.69,0.21,0.01,0.06,0.4,0.07,0.02,0.23,0.51,0.256,0.299,0.372,0.671,8.3,CIN @ MIL
Sal Stewart,Cincinnati Reds,$2700,3.15,4.14,0.52,0.9,0.58,0.19,0,0.18,0.32,0,0,0.18,1.06,0.236,0.278,0.438,0.716,8.5,CIN @ MIL
Jose Iglesias,San Diego Padres,$2300,3.61,4.16,0.44,1.03,0.93,0.13,0,0.05,0.31,0.09,0.07,0.3,0.46,0.279,0.339,0.37,0.709,8.3,ARI @ SD
Manny Machado,San Diego Padres,$3500,3.34,4.38,0.59,1.18,0.76,0.23,0.02,0.25,0.58,0.04,0.06,0.21,0.76,0.285,0.318,0.547,0.865,11.7,ARI @ SD
Ketel Marte,Arizona Diamondbacks,$3800,3.29,4.61,0.54,1.2,0.78,0.24,0.02,0.2,0.6,0.08,0,0.6,0.78,0.301,0.393,0.535,0.928,12.5,ARI @ SD
Ildemaro Vargas,Arizona Diamondbacks,$2200,2.5,3.95,0.24,0.85,0.72,0.08,0.01,0.06,0.24,0,0,0.14,0.58,0.226,0.256,0.315,0.571,5.5,ARI @ SD
Ryan O'Hearn,San Diego Padres,$3000,2.9,4.27,0.41,0.94,0.76,0.12,0.01,0.11,0.36,0.03,0.02,0.47,0.79,0.255,0.342,0.397,0.739,8.7,ARI @ SD
Fernando Tatis Jr.,San Diego Padres,$3800,3.34,4.61,0.57,1.06,0.76,0.18,0.04,0.18,0.57,0.19,0.04,0.56,0.87,0.269,0.364,0.494,0.857,12.7,ARI @ SD
Luis Arraez,San Diego Padres,$2700,3.96,4.49,0.42,1.2,0.95,0.23,0.05,0.05,0.32,0.34,0.03,0.31,0.52,0.29,0.341,0.419,0.759,10.7,ARI @ SD
Jake Cronenworth,San Diego Padres,$2700,2.93,3.83,0.36,0.75,0.55,0.15,0.01,0.09,0.34,0.03,0,0.53,0.8,0.23,0.338,0.379,0.718,7.9,ARI @ SD
Geraldo Perdomo,Arizona Diamondbacks,$3800,2.87,4.72,0.58,1.05,0.7,0.23,0.02,0.14,0.42,0.12,0.03,0.42,0.64,0.256,0.328,0.43,0.758,10.9,ARI @ SD
Gavin Sheets,San Diego Padres,$2800,3.14,4.05,0.37,0.93,0.53,0.26,0.03,0.15,0.41,0,0.03,0.31,0.72,0.251,0.312,0.473,0.785,8.8,ARI @ SD
Jake McCarthy,Arizona Diamondbacks,$2200,3.41,3.83,0.34,0.85,0.62,0.16,0.05,0.06,0.27,0.13,0.03,0.18,0.61,0.238,0.279,0.363,0.642,7.5,ARI @ SD
Alek Thomas,Arizona Diamondbacks,$2300,3.48,4.06,0.28,0.86,0.58,0.19,0.04,0.1,0.32,0.11,0.04,0.25,0.99,0.231,0.289,0.399,0.688,8,ARI @ SD
Gabriel Moreno,Arizona Diamondbacks,$2900,2.79,4.39,0.3,1.02,0.78,0.17,0.02,0.11,0.32,0.02,0,0.34,0.7,0.255,0.313,0.405,0.718,8.1,ARI @ SD
Freddy Fermin,San Diego Padres,$2500,2.52,3.72,0.25,0.78,0.61,0.1,0,0.11,0.23,0.04,0.01,0.21,0.68,0.227,0.274,0.364,0.638,6.3,ARI @ SD
Corbin Carroll,Arizona Diamondbacks,$4100,3.07,4.5,0.61,1.03,0.64,0.21,0.03,0.25,0.47,0.17,0.02,0.47,0.97,0.26,0.343,0.538,0.881,12.6,ARI @ SD
Jackson Merrill,San Diego Padres,$3300,2.39,3.94,0.33,1,0.69,0.25,0.02,0.11,0.38,0,0,0.12,0.77,0.267,0.294,0.452,0.746,7.9,ARI @ SD
