player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Luis Castillo,Seattle Mariners,0.42-0.17,$8700,3.41,0.42,0.17,3.63,1,0,5.61,5.38,2.64,2.26,0.46,1.51,5.08,1.23,,29.7,SEA @ CHW
Andres Munoz,Seattle Mariners,0.03-0.04,$5500,0.64,0.03,0.04,1.21,0,0.33,0.61,0.38,0.09,0.08,0.04,0.26,0.56,1.05,,3.5,SEA @ CHW
Davis Martin,Chicago White Sox,0.15-0.41,$7800,2.62,0.15,0.41,5.46,1,0,4.96,5.45,3.28,3.01,0.64,2.11,4.22,1.52,,20.4,SEA @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.22,0.02,0.02,5.37,0,0.17,0.32,0.35,0.21,0.19,0.07,0.17,0.22,1.63,,1.2,SEA @ CHW
Josh Hader,Houston Astros,0.02-0.03,$5500,0.42,0.02,0.03,2.94,0,0.23,0.44,0.36,0.16,0.14,0.06,0.14,0.44,1.14,,2.3,HOU @ TB
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.42,0.03,0.03,3.11,0,0.26,0.49,0.41,0.19,0.17,0.03,0.21,0.38,1.26,,2.3,HOU @ TB
Ryan Pepiot,Tampa Bay Rays,0.32-0.37,$8400,3.1,0.32,0.37,4.64,1,0,5.25,4.87,2.96,2.71,0.83,1.89,4.95,1.29,,26,HOU @ TB
Colton Gordon,Houston Astros,0.33-0.37,$6700,3.43,0.33,0.37,4.71,1,0,5.13,4.98,2.84,2.68,0.9,1.98,4.12,1.36,,23,HOU @ TB
Sonny Gray,St. Louis Cardinals,0.38-0.28,$9600,3.26,0.38,0.28,3.63,1,0,5.51,4.84,2.6,2.22,0.8,1.47,5.74,1.14,,31.3,DET @ STL
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.56,0.03,0.03,2.37,0,0.31,0.57,0.43,0.16,0.15,0.03,0.26,0.54,1.2,,3.1,DET @ STL
Jason Foley,Detroit Tigers,0.02-0.02,$5500,0.25,0.02,0.02,3.22,0,0.19,0.36,0.3,0.14,0.13,0.03,0.12,0.21,1.19,,1.4,DET @ STL
Keider Montero,Detroit Tigers,0.24-0.38,$7400,2.89,0.24,0.38,4.61,1,0,4.92,4.92,2.8,2.52,0.9,1.81,3.81,1.37,,21.4,DET @ STL
