player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Giancarlo Stanton,New York Yankees,$3600,3.58,4.5,0.74,1.13,0.65,0.32,0,0.25,0.73,0,0.01,0.36,1.33,0.277,0.337,0.564,0.901,12.9,NYY @ CHW
Aaron Judge,New York Yankees,$4700,3.38,4.72,0.9,1.25,0.77,0.26,0,0.31,0.82,0.06,0.02,0.64,0.95,0.316,0.419,0.637,1.055,15.9,NYY @ CHW
Andrew Benintendi,Chicago White Sox,$2800,3.14,4.12,0.33,0.9,0.61,0.2,0.01,0.13,0.54,0.03,0.01,0.28,0.7,0.239,0.296,0.416,0.713,8.8,NYY @ CHW
Cody Bellinger,New York Yankees,$3400,3.71,4.61,0.72,1,0.68,0.11,0.02,0.21,0.74,0.16,0.02,0.42,0.65,0.247,0.316,0.447,0.763,12.6,NYY @ CHW
Mike Tauchman,Chicago White Sox,$2900,3.83,4.56,0.55,1,0.75,0.15,0.02,0.12,0.64,0.02,0.01,0.65,1.08,0.263,0.377,0.426,0.803,11.1,NYY @ CHW
Ryan McMahon,New York Yankees,$2900,3.83,4.05,0.59,0.82,0.43,0.24,0.02,0.18,0.65,0.02,0.01,0.52,1.12,0.24,0.347,0.486,0.833,11.1,NYY @ CHW
Trent Grisham,New York Yankees,$3100,4.16,4.94,0.67,1.02,0.63,0.22,0,0.23,0.75,0,0,0.7,0.81,0.245,0.352,0.481,0.833,12.9,NYY @ CHW
Jazz Chisholm,New York Yankees,$3700,3.41,4.39,0.58,1.01,0.55,0.19,0.02,0.28,0.72,0.1,0.02,0.42,1.18,0.255,0.33,0.537,0.867,12.6,NYY @ CHW
Lenyn Sosa,Chicago White Sox,$2700,3.41,4.23,0.42,0.84,0.53,0.18,0,0.19,0.64,0,0,0.14,1.22,0.214,0.254,0.419,0.673,9.2,NYY @ CHW
Miguel Vargas,Chicago White Sox,$2800,4.14,4.45,0.62,0.98,0.63,0.24,0.02,0.13,0.54,0.14,0.03,0.59,0.81,0.257,0.358,0.445,0.802,11.6,NYY @ CHW
Anthony Volpe,New York Yankees,$3000,3.57,4.28,0.57,0.87,0.48,0.26,0,0.15,0.56,0.16,0.03,0.38,1.17,0.228,0.298,0.412,0.71,10.7,NYY @ CHW
Curtis Mead,Chicago White Sox,$2300,3.17,3.89,0.35,0.76,0.56,0.14,0.02,0.08,0.34,0.07,0.04,0.29,1.15,0.216,0.274,0.348,0.622,7.3,NYY @ CHW
Austin Wells,New York Yankees,$2900,3.97,4.16,0.64,0.95,0.49,0.23,0.01,0.22,0.68,0.04,0.02,0.4,0.92,0.255,0.33,0.504,0.834,11.5,NYY @ CHW
Ben Rice,New York Yankees,$3300,5.06,4.83,0.91,1.06,0.54,0.23,0.01,0.36,1.14,0.02,0,0.69,0.87,0.264,0.374,0.609,0.984,16.7,NYY @ CHW
Brooks Baldwin,Chicago White Sox,$2500,3.12,3.67,0.37,0.77,0.55,0.18,0,0.09,0.43,0.07,0.02,0.29,1.18,0.233,0.293,0.386,0.679,7.8,NYY @ CHW
Chase Meidroth,Chicago White Sox,$2400,3.04,3.78,0.42,0.67,0.54,0.13,0,0.04,0.26,0.08,0.03,0.51,0.78,0.211,0.328,0.308,0.636,7.3,NYY @ CHW
Edgar Quero,Chicago White Sox,$2400,3.29,4,0.39,0.97,0.72,0.21,0,0.06,0.37,0,0,0.39,0.81,0.27,0.34,0.385,0.725,7.9,NYY @ CHW
Kyle Teel,Chicago White Sox,$2700,3.0,4.34,0.37,0.94,0.74,0.13,0.01,0.08,0.43,0.02,0,0.36,1.11,0.242,0.313,0.345,0.659,8.1,NYY @ CHW
Francisco Lindor,New York Mets,$3800,3.71,4.72,0.65,1.17,0.75,0.25,0.02,0.22,0.78,0.2,0.05,0.49,0.79,0.286,0.36,0.539,0.899,14.1,MIA @ NYM
