Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
118427-52859,P,Jacob,Jacob deGrom,deGrom,36.8235294117647,17,11000,TEX@SD,TEX,SD,,,,,,P
118427-12477,P,Chris,Chris Sale,Sale,39.8,15,10800,BAL@ATL,ATL,BAL,IL,Ribs,,,,P
118427-198625,P,Yoshinobu,Yoshinobu Yamamoto,Yamamoto,36.705882352941174,17,10800,HOU@LAD,LAD,HOU,,,,,,P
118427-119340,P,Tarik,Tarik Skubal,Skubal,44.88235294117647,17,10700,DET@CLE,DET,CLE,,,,,,P
118427-101839,P,Logan,Logan Webb,Webb,40.05555555555556,18,10400,SF@ATH,SF,ATH,,,,,,P
118427-52183,P,Tyler,Tyler Glasnow,Glasnow,21.2,5,10200,HOU@LAD,LAD,HOU,IL,Shoulder,,,,P
118427-53029,P,Robbie,Robbie Ray,Ray,37.72222222222222,18,10200,SF@ATH,SF,ATH,,,,,,P
118427-102330,P,Kris,Kris Bubic,Bubic,37.1875,16,10200,KC@ARI,KC,ARI,,,,Yes,,P
118427-117232,P,Michael,Michael King,King,34.3,10,10000,TEX@SD,SD,TEX,IL,Shoulder,,,,P
118427-68488,P,Blake,Blake Snell,Snell,19.5,2,10000,HOU@LAD,LAD,HOU,IL,Shoulder,,,,P
118427-185606,P,Gavin,Gavin Stone,Stone,28.4,25,9900,HOU@LAD,LAD,HOU,IL,Shoulder,,,,P
118427-83190,P,Freddy,Freddy Peralta,Peralta,33.05555555555556,18,9800,MIL@MIA,MIL,MIA,,,,,,P
118427-146687,P,Hunter,Hunter Brown,Brown,43.11764705882353,17,9700,HOU@LAD,HOU,LAD,,,,,,P
118427-85599,P,Framber,Framber Valdez,Valdez,38.705882352941174,17,9700,HOU@LAD,HOU,LAD,,,,,,P
118427-164503,P,Spencer,Spencer Schwellenbach,Schwellenbach,37.411764705882355,17,9600,BAL@ATL,ATL,BAL,IL,Elbow,,,,P
118427-82604,P,Corbin,Corbin Burnes,Burnes,33.72727272727273,11,9600,KC@ARI,ARI,KC,IL,Elbow,,,,P
118427-52142,P,Eduardo,Eduardo Rodriguez,Rodriguez,25.928571428571427,14,9600,KC@ARI,ARI,KC,,,,Yes,,P
118427-162445,P,Spencer,Spencer Strider,Strider,32.111111111111114,9,9500,BAL@ATL,ATL,BAL,,,,Yes,,P
118427-71034,P,Seth,Seth Lugo,Lugo,32.625,16,9500,KC@ARI,KC,ARI,,,,,,P
118427-101881,P,Merrill,Merrill Kelly,Kelly,32.22222222222222,18,9500,KC@ARI,ARI,KC,,,,,,P
