player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Randy Vasquez,San Diego Padres,0.35-0.15,$6400,3.0,0.35,0.15,5.04,1,0,4.44,4.39,2.79,2.49,0.6,1.19,3.29,1.26,,19.2,SD @ COL
McCade Brown,Colorado Rockies,0.14-0.41,$6400,2.27,0.14,0.41,7.42,1,0,4.69,5.57,4.29,3.86,0.82,2.05,3.39,1.63,,14.5,SD @ COL
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.31,0.02,0.02,1.42,0,0.22,0.42,0.27,0.07,0.07,0.03,0.14,0.19,0.97,,1.7,BOS @ ARI
Lucas Giolito,Boston Red Sox,0.35-0.33,$9100,2.52,0.35,0.33,5.66,1,0,5.48,5.93,3.92,3.45,0.79,1.89,4.34,1.43,,22.9,BOS @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.31,0.03,0.03,3.34,0,0.27,0.51,0.44,0.21,0.19,0.11,0.13,0.2,1.12,,1.7,BOS @ ARI
Brandon Pfaadt,Arizona Diamondbacks,0.31-0.3,$7500,3.12,0.31,0.3,5.08,1,0,5.42,5.79,3.44,3.06,0.72,1.23,4.24,1.3,,23.4,BOS @ ARI
Justin Verlander,San Francisco Giants,0.44-0.23,$8100,3.75,0.44,0.23,3.19,1,0,5.62,4.96,2.24,1.99,0.54,1.7,5,1.19,,30.4,SF @ STL
Andre Pallante,St. Louis Cardinals,0.21-0.43,$7000,3.37,0.21,0.43,4.16,1,0,5.39,5.63,2.8,2.49,0.58,1.83,3.99,1.38,,23.6,SF @ STL
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.27,0.02,0.03,2.81,0,0.24,0.45,0.36,0.15,0.14,0.06,0.07,0.14,0.95,,1.5,HOU @ TEX
Jacob deGrom,Texas Rangers,0.3-0.27,$10000,3.33,0.3,0.27,3.15,1,0,5.71,4.37,2.26,2,0.67,1.15,6.07,0.97,,33.3,HOU @ TEX
Josh Hader,Houston Astros,0.02-0.03,$5500,0.35,0.02,0.03,2.31,0,0.26,0.48,0.36,0.13,0.12,0.08,0.15,0.24,1.07,,1.9,HOU @ TEX
Hunter Brown,Houston Astros,0.29-0.29,$10200,3.48,0.29,0.29,3.08,1,0,5.79,4.39,2.3,1.98,0.5,1.72,6.62,1.06,,35.5,HOU @ TEX
Pete Fairbanks,Tampa Bay Rays,0.03-0.04,$5500,0.38,0.03,0.04,3.17,0,0.32,0.61,0.51,0.23,0.21,0.08,0.18,0.24,1.15,,2.1,CLE @ TB
Emmanuel Clase,Cleveland Guardians,0.02-0.02,$5500,0.22,0.02,0.02,2.84,0,0.17,0.33,0.26,0.11,0.1,0.01,0.08,0.12,1.04,,1.2,CLE @ TB
Shane Baz,Tampa Bay Rays,0.32-0.32,$8500,3.74,0.32,0.32,3.45,1,0,5.59,4.37,2.28,2.14,0.87,1.53,5.77,1.06,,31.8,CLE @ TB
Tanner Bibee,Cleveland Guardians,0.34-0.35,$8000,3.49,0.34,0.35,3.83,1,0,5.63,5.12,2.63,2.4,0.84,1.76,4.72,1.22,,27.9,CLE @ TB
Trevor Rogers,Baltimore Orioles,0.25-0.35,$10500,2.7,0.25,0.35,4.02,1,0,5.56,5.2,2.86,2.48,0.65,1.75,5.29,1.25,,28.4,LAD @ BAL
Alexis Diaz,Los Angeles Dodgers,0.03-0.03,$5500,0.24,0.03,0.03,7.23,0,0.29,0.53,0.69,0.47,0.43,0.19,0.25,0.29,1.77,,1.3,LAD @ BAL
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.33,0.02,0.02,2.7,0,0.21,0.4,0.31,0.13,0.12,0.03,0.25,0.28,1.41,,1.8,LAD @ BAL
Yoshinobu Yamamoto,Los Angeles Dodgers,0.36-0.27,$10400,2.79,0.36,0.27,4.25,1,0,5.39,5.09,2.8,2.55,0.72,2,5.48,1.31,,29,LAD @ BAL
Tyler Kinley,Atlanta Braves,0.03-0.03,$5500,0.35,0.03,0.03,4.73,0,0.29,0.53,0.54,0.3,0.28,0.05,0.27,0.32,1.52,,1.9,SEA @ ATL
Andres Munoz,Seattle Mariners,0.02-0.02,$5500,0.33,0.02,0.02,1.75,0,0.21,0.4,0.27,0.08,0.08,0.02,0.18,0.23,1.13,,1.8,SEA @ ATL
Bryce Miller,Seattle Mariners,0.21-0.38,$7600,2.83,0.21,0.38,4.88,1,0,5.12,4.84,3.1,2.78,0.8,1.6,3.86,1.26,,21.5,SEA @ ATL
Hurston Waldrep,Atlanta Braves,0.35-0.24,$9800,3.03,0.35,0.24,3.54,1,0,5.19,4.31,2.31,2.04,0.42,1.93,5.42,1.2,,29.7,SEA @ ATL
Joe Ryan,Minnesota Twins,0.36-0.28,$10100,3.22,0.36,0.28,3.63,1,0,5.78,5.25,2.54,2.33,0.56,1.25,5.96,1.12,,32.5,MIN @ KC
Stephen Kolek,Kansas City Royals,0.24-0.33,$7700,3.14,0.24,0.33,3.84,1,0,5.29,5.09,2.55,2.26,0.49,1.6,3.92,1.26,,24.2,MIN @ KC
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.27,0.02,0.02,2.95,0,0.22,0.41,0.34,0.15,0.13,0.06,0.14,0.19,1.17,,1.5,OAK @ LAA
Trevor May,Oakland Athletics,0.03-0.03,N/A,N/A,0.03,0.03,3.3,0,0.28,0.52,0.44,0.21,0.19,0.05,0.19,0.23,1.22,,1.9,OAK @ LAA
Yusei Kikuchi,Los Angeles Angels,0.21-0.39,$8700,3.14,0.21,0.39,4.17,1,0,5.39,4.93,2.79,2.5,0.89,2.08,5.28,1.3,,27.3,OAK @ LAA
J.T. Ginn,Oakland Athletics,0.35-0.23,$7400,3.65,0.35,0.23,3.63,1,0,5.2,4.48,2.29,2.1,0.75,1.6,4.55,1.17,,27,OAK @ LAA
