player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Jose Iglesias,San Diego Padres,$2800,4.18,4.32,0.73,1.27,1.05,0.21,0,0.06,0.72,0.18,0.03,0.17,0.51,0.315,0.345,0.423,0.769,11.7,SD @ COL
Manny Machado,San Diego Padres,$3800,3.37,4.76,0.76,1.22,0.82,0.24,0.02,0.2,0.9,0,0.01,0.24,0.76,0.273,0.31,0.488,0.798,12.8,SD @ COL
Ryan O'Hearn,San Diego Padres,$3400,3.91,4.65,0.79,1.12,0.76,0.24,0.01,0.19,0.89,0.02,0,0.41,0.63,0.273,0.342,0.499,0.841,13.3,SD @ COL
Ramon Laureano,San Diego Padres,$3500,4.6,4.54,1.05,1.09,0.57,0.25,0.04,0.31,1.03,0.04,0.03,0.48,0.91,0.274,0.358,0.611,0.969,16.1,SD @ COL
Fernando Tatis Jr.,San Diego Padres,$4000,3.9,4.99,1.03,1.21,0.77,0.26,0.06,0.21,0.82,0.08,0.05,0.62,1.07,0.283,0.381,0.533,0.914,15.6,SD @ COL
Luis Arraez,San Diego Padres,$3200,4.09,4.88,0.82,1.39,1.07,0.28,0.03,0.09,0.64,0.19,0.04,0.28,0.42,0.307,0.346,0.456,0.803,13.1,SD @ COL
Jake Cronenworth,San Diego Padres,$3200,2.97,4.21,0.65,0.92,0.78,0.11,0.03,0.05,0.48,0,0.01,0.62,0.61,0.261,0.371,0.361,0.733,9.5,SD @ COL
Mickey Moniak,Colorado Rockies,$3300,4.21,4.51,0.86,1.16,0.66,0.3,0.06,0.23,0.85,0.05,0.01,0.21,0.95,0.274,0.317,0.548,0.865,13.9,SD @ COL
Freddy Fermin,San Diego Padres,$2900,3.59,4.1,0.65,1.23,0.93,0.23,0.03,0.07,0.65,0.04,0.01,0.13,0.63,0.324,0.351,0.471,0.822,10.4,SD @ COL
Tyler Freeman,Colorado Rockies,$3300,3.15,4.62,0.66,1.02,0.77,0.22,0.04,0.03,0.49,0.14,0.08,0.43,0.66,0.247,0.319,0.354,0.673,10.4,SD @ COL
Ezequiel Tovar,Colorado Rockies,$3300,2.91,4.06,0.59,0.99,0.65,0.24,0.02,0.12,0.59,0.02,0.01,0.15,0.88,0.258,0.289,0.44,0.729,9.6,SD @ COL
Brenton Doyle,Colorado Rockies,$3600,2.72,4.17,0.65,0.97,0.77,0.15,0.01,0.07,0.49,0.18,0.05,0.21,0.98,0.251,0.294,0.357,0.651,9.8,SD @ COL
Hunter Goodman,Colorado Rockies,$3700,3.22,4.4,0.66,0.95,0.59,0.2,0.03,0.2,0.79,0.01,0,0.38,1.01,0.242,0.32,0.477,0.797,11.9,SD @ COL
Jackson Merrill,San Diego Padres,$3400,3.56,4.43,0.74,1.25,0.86,0.3,0.01,0.13,0.76,0.02,0.02,0.26,0.8,0.306,0.349,0.497,0.846,12.1,SD @ COL
Jordan Beck,Colorado Rockies,$3100,3.39,4.29,0.75,0.96,0.73,0.15,0.09,0.04,0.48,0.14,0.06,0.34,1.3,0.248,0.32,0.376,0.696,10.5,SD @ COL
Ryan Ritter,Colorado Rockies,$2700,2.44,3.73,0.4,0.71,0.59,0.1,0.02,0.04,0.37,0.05,0.03,0.17,0.98,0.205,0.25,0.288,0.537,6.6,SD @ COL
Warming Bernabel,Colorado Rockies,$2800,3.11,3.84,0.49,0.77,0.48,0.2,0.02,0.11,0.54,0.03,0.02,0.25,0.71,0.22,0.282,0.396,0.678,8.7,SD @ COL
Kyle Karros,Colorado Rockies,$3000,2.67,3.95,0.38,0.69,0.53,0.12,0.04,0.04,0.61,0,0.02,0.46,0.8,0.203,0.302,0.314,0.616,8,SD @ COL
Robert Refsnyder,Boston Red Sox,$2900,4.21,4.03,0.75,1,0.49,0.21,0.03,0.25,0.63,0.05,0.05,0.36,1,0.28,0.357,0.562,0.918,12.2,BOS @ ARI
Ketel Marte,Arizona Diamondbacks,$3900,3.62,4.55,0.92,1.19,0.72,0.27,0.04,0.19,0.67,0.05,0.02,0.62,0.61,0.312,0.414,0.563,0.977,14.1,BOS @ ARI
Trevor Story,Boston Red Sox,$3500,3.03,4.58,0.62,0.92,0.58,0.19,0.04,0.18,0.46,0.13,0.04,0.25,1.26,0.214,0.261,0.421,0.682,10.6,BOS @ ARI
Alex Bregman,Boston Red Sox,$3600,3.28,4.69,0.58,1.15,0.74,0.31,0.01,0.18,0.77,0,0.01,0.3,0.66,0.265,0.313,0.483,0.796,11.8,BOS @ ARI
Nathaniel Lowe,Boston Red Sox,$2700,3.85,4.47,0.6,1.06,0.77,0.24,0,0.11,0.54,0.01,0,0.46,0.89,0.273,0.35,0.435,0.784,10.4,BOS @ ARI
Geraldo Perdomo,Arizona Diamondbacks,$3800,3.53,4.66,0.91,1.16,0.84,0.17,0.03,0.17,0.58,0.1,0.03,0.66,0.69,0.297,0.396,0.494,0.89,13.4,BOS @ ARI
Jarren Duran,Boston Red Sox,$3500,4.11,4.81,0.88,1.27,0.76,0.37,0.06,0.18,0.66,0.16,0.04,0.32,1.03,0.288,0.341,0.542,0.883,14.4,BOS @ ARI
Jake McCarthy,Arizona Diamondbacks,$2300,2.96,3.77,0.35,0.83,0.65,0.18,0.02,0.02,0.35,0.07,0.04,0.19,0.77,0.236,0.277,0.331,0.608,6.8,BOS @ ARI
Alek Thomas,Arizona Diamondbacks,$2300,4.13,3.99,0.58,1.08,0.86,0.17,0.07,0.04,0.56,0.07,0.01,0.13,0.92,0.289,0.323,0.424,0.748,9.5,BOS @ ARI
Gabriel Moreno,Arizona Diamondbacks,$2800,3.0,4.33,0.37,1.09,0.9,0.19,0,0.03,0.58,0.02,0.01,0.24,0.72,0.273,0.322,0.357,0.679,8.4,BOS @ ARI
Corbin Carroll,Arizona Diamondbacks,$4100,3.24,4.44,0.73,1.03,0.63,0.26,0.02,0.2,0.72,0.16,0.03,0.45,0.81,0.262,0.341,0.513,0.854,13.3,BOS @ ARI
Masataka Yoshida,Boston Red Sox,$2700,3.22,4.36,0.47,1.01,0.74,0.2,0.01,0.09,0.51,0.01,0.01,0.25,0.55,0.248,0.289,0.38,0.669,8.7,BOS @ ARI
David Hamilton,Boston Red Sox,$2400,3.21,4.14,0.35,0.92,0.74,0.14,0.04,0.05,0.31,0.12,0.04,0.24,0.87,0.239,0.284,0.346,0.63,7.7,BOS @ ARI
Ceddanne Rafaela,Boston Red Sox,$2900,4.03,4.25,0.58,1.2,0.76,0.26,0.08,0.16,0.62,0.15,0.04,0.08,0.54,0.294,0.308,0.534,0.842,11.7,BOS @ ARI
