player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.36,0.02,0.02,2.49,0,0.21,0.4,0.31,0.12,0.11,0.03,0.18,0.32,1.21,,2,TB @ BOS
Lucas Giolito,Boston Red Sox,0.29-0.34,$7500,2.97,0.29,0.34,5.4,1,0,5.42,5.41,3.55,3.25,0.91,1.94,4.17,1.36,,22.3,TB @ BOS
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.42,0.03,0.03,2.8,0,0.29,0.53,0.43,0.18,0.17,0.02,0.23,0.35,1.23,,2.3,TB @ BOS
Ryan Pepiot,Tampa Bay Rays,0.3-0.32,$8900,2.64,0.3,0.32,5.99,1,0,5.25,5.29,3.59,3.49,1.28,1.81,5.04,1.35,,23.5,TB @ BOS
Andres Munoz,Seattle Mariners,0.02-0.02,$5500,0.35,0.02,0.02,1.62,0,0.21,0.39,0.26,0.08,0.07,0.02,0.16,0.29,1.07,,1.9,SEA @ ARI
A.J. Puk,Arizona Diamondbacks,0.03-0.03,$5500,0.4,0.03,0.03,3.29,0,0.29,0.54,0.46,0.21,0.2,0.09,0.16,0.34,1.15,,2.2,SEA @ ARI
Brandon Pfaadt,Arizona Diamondbacks,0.22-0.31,$7800,2.78,0.22,0.31,5.45,1,0,4.8,5.18,3.18,2.91,0.81,1.33,4.45,1.35,,21.7,SEA @ ARI
Bryan Woo,Seattle Mariners,0.36-0.31,$9400,2.73,0.36,0.31,4.83,1,0,5.48,5.41,3.33,2.94,0.88,1.4,4.7,1.24,,25.7,SEA @ ARI
Kenley Jansen,Los Angeles Angels,0.02-0.03,$5500,0.35,0.02,0.03,4.07,0,0.25,0.46,0.43,0.23,0.21,0.08,0.19,0.33,1.35,,1.9,OAK @ LAA
Mason Miller,Oakland Athletics,0.02-0.03,$5500,0.44,0.02,0.03,3.8,0,0.25,0.47,0.43,0.22,0.2,0.06,0.22,0.48,1.37,,2.4,OAK @ LAA
Jose Soriano,Los Angeles Angels,0.24-0.38,$7900,3.14,0.24,0.38,4.33,1,0,5.36,5.24,2.97,2.58,0.61,2.27,4.46,1.4,,24.8,OAK @ LAA
Mitch Spence,Oakland Athletics,0.38-0.24,$7600,3.51,0.38,0.24,3.64,1,0,5.03,4.69,2.29,2.03,0.48,1.65,4.49,1.26,,26.7,OAK @ LAA
Edwin Diaz,New York Mets,0.03-0.03,$5500,0.51,0.03,0.03,2.83,0,0.29,0.54,0.44,0.19,0.17,0.05,0.23,0.49,1.22,,2.8,WSH @ NYM
