player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.27,0.02,0.02,2.78,0,0.23,0.42,0.34,0.14,0.13,0.02,0.15,0.18,1.15,,1.5,TB @ SF
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.33,0.03,0.03,3.61,0,0.27,0.51,0.45,0.22,0.2,0.03,0.15,0.23,1.18,,1.8,TB @ SF
Joe Boyle,Tampa Bay Rays,0.26-0.33,$7700,3.26,0.26,0.33,4.2,1,0,4.68,4.15,2.36,2.19,0.79,1.85,4.86,1.28,,25.1,TB @ SF
Landen Roupp,San Francisco Giants,0.32-0.24,$6600,4.06,0.32,0.24,3.04,1,0,4.67,4.18,1.77,1.58,0.33,1.71,4.64,1.26,,26.8,TB @ SF
Brandon Pfaadt,Arizona Diamondbacks,0.32-0.29,$8600,2.91,0.32,0.29,5.13,1,0,5.51,5.66,3.56,3.14,0.69,1.44,4.76,1.29,,25,ARI @ COL
Tanner Gordon,Colorado Rockies,0.23-0.29,$6800,2.74,0.23,0.29,5.56,1,0,4.96,5.22,3.36,3.06,0.67,1.26,3.3,1.31,,18.6,ARI @ COL
Tyler Kinley,Atlanta Braves,0.02-0.03,$5500,0.29,0.02,0.03,5.4,0,0.24,0.45,0.49,0.3,0.27,0.05,0.26,0.3,1.66,,1.6,ATL @ CLE
Emmanuel Clase,Cleveland Guardians,0.02-0.03,$5500,0.29,0.02,0.03,2.84,0,0.26,0.48,0.38,0.16,0.15,0.02,0.11,0.17,1.04,,1.6,ATL @ CLE
Hurston Waldrep,Atlanta Braves,0.3-0.36,$7600,3.07,0.3,0.36,4.82,1,0,4.84,4.91,2.89,2.59,0.99,1.59,4.45,1.34,,23.3,ATL @ CLE
Joey Cantillo,Cleveland Guardians,0.34-0.29,$8300,3.47,0.34,0.29,4.16,1,0,5.04,4.32,2.71,2.33,0.72,2.26,5.66,1.31,,28.8,ATL @ CLE
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.25,0.02,0.02,2.53,0,0.22,0.42,0.32,0.13,0.12,0.05,0.07,0.13,0.93,,1.4,TEX @ TOR
Jacob deGrom,Texas Rangers,0.3-0.35,$10400,2.86,0.3,0.35,4.02,1,0,5.38,4.8,2.71,2.41,0.8,1.64,5.77,1.2,,29.7,TEX @ TOR
Chris Bassitt,Toronto Blue Jays,0.33-0.26,$8500,3.56,0.33,0.26,3.35,1,0,5.63,4.9,2.36,2.1,0.73,1.32,5.25,1.11,,30.3,TEX @ TOR
Jeff Hoffman,Toronto Blue Jays,0.03-0.03,$5500,0.33,0.03,0.03,4,0,0.27,0.51,0.48,0.25,0.23,0.1,0.16,0.25,1.25,,1.8,TEX @ TOR
Luis Gil,New York Yankees,0.37-0.26,$9300,2.92,0.37,0.26,3.82,1,0,5.25,4.75,2.38,2.23,0.7,1.7,4.77,1.23,,27.2,NYY @ STL
Andre Pallante,St. Louis Cardinals,0.23-0.37,$7200,3.43,0.23,0.37,3.98,1,0,5.56,5.25,2.82,2.46,0.65,1.72,4.06,1.25,,24.7,NYY @ STL
