player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Christian Vazquez,Minnesota Twins,$2200,2.45,3.74,0.26,0.64,0.47,0.14,0.01,0.05,0.22,0,0.02,0.23,0.76,0.186,0.246,0.288,0.534,5.4,WSH @ MIN
Carlos Correa,Minnesota Twins,$2500,3.76,4.29,0.47,0.93,0.58,0.28,0.01,0.1,0.59,0,0,0.35,0.69,0.241,0.303,0.406,0.709,9.4,WSH @ MIN
Byron Buxton,Minnesota Twins,$3900,3.79,4.63,0.71,1.11,0.56,0.28,0.02,0.33,0.81,0.16,0.07,0.35,1.19,0.265,0.327,0.592,0.919,14.8,WSH @ MIN
Josh Bell,Washington Nationals,$2800,3.04,4.46,0.41,0.84,0.56,0.19,0,0.13,0.44,0,0,0.39,1,0.211,0.285,0.365,0.65,8.5,WSH @ MIN
Harrison Bader,Minnesota Twins,$2600,3.65,4.07,0.45,0.93,0.61,0.18,0.02,0.15,0.45,0.07,0.05,0.35,1.1,0.254,0.327,0.442,0.769,9.5,WSH @ MIN
Ty France,Minnesota Twins,$2500,3.48,4.18,0.46,1.11,0.88,0.23,0,0.07,0.41,0.01,0,0.22,0.58,0.287,0.33,0.423,0.754,8.7,WSH @ MIN
Nathaniel Lowe,Washington Nationals,$2900,3.66,4.34,0.5,1,0.55,0.28,0.01,0.21,0.56,0,0.01,0.34,1.22,0.256,0.32,0.504,0.824,10.6,WSH @ MIN
Willi Castro,Minnesota Twins,$3000,3.83,4.4,0.67,0.99,0.63,0.23,0.02,0.14,0.6,0.08,0.04,0.53,1.16,0.264,0.354,0.453,0.806,11.5,WSH @ MIN
Luis Garcia,Washington Nationals,$2800,3.18,4.23,0.55,1,0.67,0.26,0.02,0.08,0.27,0.1,0.01,0.23,0.71,0.255,0.303,0.399,0.703,8.9,WSH @ MIN
Ryan Jeffers,Minnesota Twins,$2900,3.97,4.52,0.54,1.04,0.64,0.24,0.02,0.19,0.62,0,0.02,0.54,0.81,0.268,0.363,0.503,0.866,11.5,WSH @ MIN
Riley Adams,Washington Nationals,$2400,3.08,3.9,0.32,0.71,0.46,0.15,0,0.14,0.49,0,0.01,0.2,1.61,0.196,0.242,0.365,0.607,7.4,WSH @ MIN
C.J. Abrams,Washington Nationals,$3300,3.7,4.68,0.66,1.13,0.65,0.27,0.08,0.15,0.46,0.25,0.06,0.27,1.01,0.259,0.308,0.461,0.768,12.2,WSH @ MIN
