player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.2,0.02,0.02,4.48,0,0.19,0.35,0.34,0.19,0.17,0.03,0.13,0.16,1.37,,1.1,WSH @ MIN
MacKenzie Gore,Washington Nationals,0.34-0.36,$9400,3.13,0.34,0.36,4.28,1,0,5.29,4.7,2.93,2.51,0.87,2.04,5.85,1.27,,29.4,WSH @ MIN
Jhoan Duran,Minnesota Twins,0.03-0.03,$5500,0.42,0.03,0.03,2.2,0,0.31,0.59,0.43,0.16,0.14,0.02,0.19,0.27,1.06,,2.3,WSH @ MIN
Zebby Matthews,Minnesota Twins,0.31-0.31,$7800,3.65,0.31,0.31,3.92,1,0,5.04,4.47,2.52,2.2,0.87,1.33,5.55,1.15,,28.5,WSH @ MIN
Edwin Diaz,New York Mets,0.02-0.02,$5500,0.33,0.02,0.02,1.84,0,0.22,0.41,0.29,0.09,0.08,0.03,0.15,0.22,1.05,,1.8,NYM @ SF
Clay Holmes,New York Mets,0.2-0.46,$8100,2.86,0.2,0.46,4.62,1,0,4.96,5.02,2.73,2.55,0.57,2.41,4.48,1.5,,23.2,NYM @ SF
Logan Webb,San Francisco Giants,0.44-0.22,$10200,3.38,0.44,0.22,2.79,1,0,5.77,4.89,2,1.79,0.42,1.49,5.8,1.11,,34.5,NYM @ SF
Ryan Walker,San Francisco Giants,0.03-0.03,$5500,0.31,0.03,0.03,3.99,0,0.28,0.52,0.48,0.25,0.23,0.04,0.13,0.22,1.18,,1.7,NYM @ SF
Nick Martinez,Cincinnati Reds,0.32-0.33,$7500,3.51,0.32,0.33,3.81,1,0,5.66,5.1,2.66,2.39,0.77,1.3,4.17,1.13,,26.3,TB @ CIN
Zack Littell,Tampa Bay Rays,0.29-0.32,$8600,2.58,0.29,0.32,4.33,1,0,4.87,4.77,2.6,2.34,0.75,1.02,3.74,1.19,,22.2,TB @ CIN
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.31,0.02,0.02,1.71,0,0.22,0.41,0.28,0.09,0.08,0.03,0.13,0.18,0.99,,1.7,LAD @ BOS
Alexis Diaz,Los Angeles Dodgers,0.03-0.03,$5500,0.22,0.03,0.03,9.34,0,0.28,0.52,0.79,0.59,0.54,0.24,0.34,0.37,2.17,,1.2,LAD @ BOS
Brayan Bello,Boston Red Sox,0.22-0.45,$8500,2.6,0.22,0.45,5.79,1,0,5.51,6.22,3.84,3.55,0.79,2.12,4.52,1.51,,22.1,LAD @ BOS
