player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Josh Hader,Houston Astros,0.02-0.03,$5500,0.4,0.02,0.03,2.24,0,0.26,0.48,0.36,0.13,0.12,0.06,0.14,0.33,1.02,,2.2,HOU @ OAK
JP Sears,Oakland Athletics,0.3-0.36,$7600,3.17,0.3,0.36,4.38,1,0,5.41,5.49,2.93,2.63,0.91,1.39,4.11,1.27,,24.1,HOU @ OAK
Jason Alexander,Houston Astros,0.25-0.28,$5500,3.55,0.25,0.28,4.38,1,0,4.28,4.14,2.31,2.08,0.73,2.13,3.44,1.47,,19.5,HOU @ OAK
Mason Miller,Oakland Athletics,0.02-0.03,$5500,0.38,0.02,0.03,4.25,0,0.24,0.45,0.43,0.23,0.21,0.05,0.22,0.43,1.45,,2.1,HOU @ OAK
Chris Martin,Texas Rangers,0.02-0.03,$5500,0.35,0.02,0.03,2.23,0,0.26,0.48,0.36,0.13,0.12,0.03,0.06,0.23,0.85,,1.9,KC @ TEX
Carlos Estevez,Kansas City Royals,0.02-0.03,$5500,0.36,0.02,0.03,2.19,0,0.24,0.45,0.33,0.12,0.11,0.02,0.17,0.27,1.1,,2,KC @ TEX
Seth Lugo,Kansas City Royals,0.33-0.28,$8700,2.92,0.33,0.28,4.43,1,0,5.35,5.21,2.89,2.63,0.63,1.68,4.5,1.29,,25.4,KC @ TEX
Jack Leiter,Texas Rangers,0.29-0.33,$8400,2.86,0.29,0.33,4.56,1,0,5.18,4.76,2.99,2.63,0.59,1.97,4.36,1.3,,24,KC @ TEX
Raisel Iglesias,Atlanta Braves,0.03-0.03,$5500,0.31,0.03,0.03,4.8,0,0.27,0.5,0.51,0.29,0.27,0.1,0.11,0.27,1.25,,1.7,NYM @ ATL
Edwin Diaz,New York Mets,0.02-0.02,$5500,0.38,0.02,0.02,2.66,0,0.23,0.43,0.34,0.14,0.13,0.04,0.18,0.35,1.2,,2.1,NYM @ ATL
David Peterson,New York Mets,0.24-0.35,$9700,2.77,0.24,0.35,4.3,1,0,5.52,5.51,2.89,2.63,0.57,1.78,4.98,1.32,,26.9,NYM @ ATL
Spencer Schwellenbach,Atlanta Braves,0.34-0.28,$10000,3.24,0.34,0.28,3.44,1,0,5.89,4.88,2.55,2.25,0.72,1.47,5.71,1.08,,32.4,NYM @ ATL
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.33,0.02,0.02,2.27,0,0.2,0.37,0.28,0.1,0.09,0.03,0.15,0.27,1.15,,1.8,BOS @ SEA
Walker Buehler,Boston Red Sox,0.29-0.33,$8000,2.86,0.29,0.33,4.47,1,0,4.99,5.35,2.73,2.48,0.99,1.68,4.13,1.41,,22.9,BOS @ SEA
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.49,0.03,0.03,1.58,0,0.3,0.56,0.37,0.11,0.1,0.03,0.22,0.38,1.06,,2.7,BOS @ SEA
Bryan Woo,Seattle Mariners,0.3-0.31,$9300,3.06,0.3,0.31,3.71,1,0,5.49,5.42,2.56,2.26,0.78,1.22,5.1,1.21,,28.5,BOS @ SEA
