player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
MacKenzie Gore,Washington Nationals,0.21-0.46,$9800,2.67,0.21,0.46,5.31,1,0,5.19,5.22,3.3,3.06,0.95,2.07,5.71,1.4,,26.2,WSH @ NYY
Luis Gil,New York Yankees,0.41-0.19,$8300,3.01,0.41,0.19,3.71,1,0,4.63,3.82,2.13,1.91,0.43,2.05,4.33,1.27,,25,WSH @ NYY
Luis Castillo,Seattle Mariners,0.26-0.34,$8700,3.09,0.26,0.34,3.42,1,0,5.17,4.77,2.22,1.96,0.66,1.32,4.62,1.18,,26.9,SD @ SEA
Dylan Cease,San Diego Padres,0.38-0.3,$10100,3.39,0.38,0.3,2.8,1,0,5.51,4.34,1.97,1.71,0.58,2,6.12,1.15,,34.2,SD @ SEA
Andres Munoz,Seattle Mariners,0.02-0.03,$5500,0.38,0.02,0.03,1.52,0,0.25,0.46,0.31,0.09,0.08,0.02,0.21,0.27,1.12,,2.1,SD @ SEA
Mason Miller,San Diego Padres,0.02-0.03,$5500,0.36,0.02,0.03,3.29,0,0.25,0.47,0.4,0.19,0.17,0.05,0.22,0.32,1.33,,2,SD @ SEA
Martin Perez,Chicago White Sox,0.24-0.28,$8400,2.52,0.24,0.28,3.82,1,0,4.26,3.75,2.02,1.81,0.36,1.7,3.7,1.28,,21.2,KC @ CHW
Michael Lorenzen,Kansas City Royals,0.3-0.32,$7900,3.09,0.3,0.32,3.82,1,0,5.35,5.06,2.54,2.27,0.64,1.72,3.92,1.27,,24.4,KC @ CHW
Carlos Estevez,Kansas City Royals,0.02-0.03,$5500,0.33,0.02,0.03,2.64,0,0.26,0.49,0.38,0.15,0.14,0.04,0.16,0.21,1.11,,1.8,KC @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.03,$5500,0.27,0.02,0.03,4.46,0,0.24,0.44,0.44,0.24,0.22,0.09,0.23,0.25,1.5,,1.5,KC @ CHW
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.27,0.02,0.02,3.09,0,0.22,0.41,0.34,0.15,0.14,0.06,0.14,0.19,1.17,,1.5,LAA @ TEX
Patrick Corbin,Texas Rangers,0.28-0.27,$6700,3.25,0.28,0.27,4.42,1,0,4.8,4.15,2.62,2.36,0.6,1.32,3.7,1.14,,21.8,LAA @ TEX
Chris Martin,Texas Rangers,0.03-0.03,$5500,0.33,0.03,0.03,2.53,0,0.28,0.52,0.4,0.16,0.15,0.06,0.08,0.17,0.93,,1.8,LAA @ TEX
Yusei Kikuchi,Los Angeles Angels,0.33-0.33,$9600,2.93,0.33,0.33,4.69,1,0,5.68,4.96,3.28,2.96,0.98,2.19,5.42,1.26,,28.1,LAA @ TEX
Sean Manaea,New York Mets,0.27-0.28,$7200,3.6,0.27,0.28,3.9,1,0,4.64,4.33,2.17,2.01,0.82,1.4,4.95,1.23,,25.9,PHI @ NYM
