player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Christian Yelich,Milwaukee Brewers,$3700,3.49,4.59,0.64,1.14,0.84,0.2,0.01,0.17,0.65,0.19,0.03,0.47,1.09,0.281,0.362,0.478,0.839,12.9,CIN @ MIL
Miguel Andujar,Cincinnati Reds,$2800,3.61,4.37,0.48,1.12,0.8,0.23,0.01,0.16,0.5,0.02,0.01,0.28,0.72,0.279,0.327,0.473,0.8,10.1,CIN @ MIL
Jake Bauers,Milwaukee Brewers,$2800,3.79,4.26,0.61,0.7,0.45,0.13,0.01,0.11,0.5,0.17,0.06,0.68,1.12,0.207,0.353,0.347,0.7,10.6,CIN @ MIL
Jose Trevino,Cincinnati Reds,$2400,2.5,3.93,0.27,0.79,0.62,0.16,0,0.03,0.35,0,0.01,0.21,0.81,0.219,0.265,0.294,0.559,6,CIN @ MIL
Danny Jansen,Milwaukee Brewers,$2600,3.04,3.7,0.27,0.68,0.35,0.22,0,0.15,0.43,0,0.02,0.4,0.98,0.211,0.31,0.428,0.738,7.9,CIN @ MIL
Gavin Lux,Cincinnati Reds,$2700,4.07,4.49,0.59,1.03,0.72,0.25,0,0.15,0.58,0.01,0.02,0.48,0.74,0.262,0.344,0.465,0.809,11,CIN @ MIL
Ke'Bryan Hayes,Cincinnati Reds,$2600,2.88,4.04,0.45,0.83,0.78,0.06,0.02,0.03,0.37,0.08,0.08,0.3,0.97,0.23,0.295,0.297,0.593,7.5,CIN @ MIL
TJ Friedl,Cincinnati Reds,$2800,3.75,4.71,0.54,1.07,0.79,0.2,0,0.11,0.48,0.09,0,0.5,0.92,0.263,0.346,0.401,0.747,10.5,CIN @ MIL
Spencer Steer,Cincinnati Reds,$2900,3.03,4.15,0.47,0.84,0.56,0.17,0.01,0.12,0.39,0.03,0.06,0.45,0.9,0.23,0.321,0.387,0.708,8.8,CIN @ MIL
Brice Turang,Milwaukee Brewers,$3500,3.54,4.37,0.7,1.03,0.65,0.3,0.02,0.14,0.56,0.16,0,0.46,0.87,0.274,0.361,0.5,0.86,12.4,CIN @ MIL
Matt McLain,Cincinnati Reds,$2700,3.11,3.82,0.38,0.72,0.49,0.16,0.04,0.07,0.37,0.16,0.03,0.4,1.37,0.216,0.308,0.364,0.672,8.4,CIN @ MIL
Andruw Monasterio,Milwaukee Brewers,$2500,3.2,3.81,0.42,0.99,0.72,0.22,0.01,0.07,0.32,0.06,0.02,0.21,0.93,0.281,0.326,0.424,0.75,8,CIN @ MIL
Elly De La Cruz,Cincinnati Reds,$3800,2.82,4.26,0.54,0.9,0.53,0.22,0.04,0.16,0.43,0.19,0.04,0.35,1.36,0.235,0.305,0.453,0.758,10.7,CIN @ MIL
Sal Frelick,Milwaukee Brewers,$3100,3.39,4.15,0.57,1.15,0.86,0.22,0.02,0.12,0.42,0.11,0.03,0.27,0.62,0.308,0.36,0.49,0.85,10.5,CIN @ MIL
Noelvi Marte,Cincinnati Reds,$3100,2.61,4.6,0.32,0.97,0.68,0.19,0.01,0.13,0.37,0.07,0.05,0.14,1.48,0.223,0.255,0.366,0.621,8.1,CIN @ MIL
Jackson Chourio,Milwaukee Brewers,$3500,3.03,4.48,0.54,1.11,0.7,0.27,0.04,0.12,0.44,0.15,0.03,0.26,0.93,0.268,0.315,0.448,0.763,10.6,CIN @ MIL
Isaac Collins,Milwaukee Brewers,$2800,2.96,3.92,0.41,0.75,0.49,0.19,0.03,0.06,0.42,0.07,0.02,0.47,0.88,0.222,0.319,0.357,0.676,8.3,CIN @ MIL
Caleb Durbin,Milwaukee Brewers,$2800,2.68,4.03,0.38,0.85,0.65,0.18,0.01,0.04,0.33,0.1,0,0.26,0.8,0.231,0.286,0.327,0.613,7.5,CIN @ MIL
George Springer,Toronto Blue Jays,$3900,3.36,4.53,0.71,1.03,0.63,0.14,0.02,0.28,0.64,0.09,0,0.57,0.92,0.265,0.362,0.534,0.896,13.1,TB @ TOR
Anthony Santander,Toronto Blue Jays,$2400,3.17,4.2,0.45,0.7,0.5,0.1,0,0.11,0.3,0,0,0.49,1.16,0.192,0.296,0.318,0.614,7.6,TB @ TOR
Myles Straw,Toronto Blue Jays,$2300,2.7,3.64,0.37,0.8,0.63,0.13,0.05,0.03,0.17,0.07,0.02,0.15,0.6,0.231,0.265,0.34,0.606,6.2,TB @ TOR
Vladimir Guerrero Jr.,Toronto Blue Jays,$3600,2.78,4.31,0.48,0.88,0.55,0.2,0,0.15,0.5,0.04,0,0.47,0.76,0.241,0.344,0.421,0.765,10,TB @ TOR
Daulton Varsho,Toronto Blue Jays,$3600,2.53,4.09,0.4,0.78,0.44,0.13,0.01,0.19,0.55,0.06,0.04,0.32,1.2,0.209,0.275,0.405,0.68,9.1,TB @ TOR
Alejandro Kirk,Toronto Blue Jays,$2700,2.56,3.97,0.38,0.79,0.63,0.14,0,0.04,0.32,0.02,0.01,0.38,0.47,0.221,0.299,0.3,0.599,6.9,TB @ TOR
Ernie Clement,Toronto Blue Jays,$2600,3.04,3.75,0.51,0.99,0.68,0.26,0,0.07,0.3,0.04,0.03,0.14,0.5,0.282,0.314,0.422,0.736,7.9,TB @ TOR
Josh Lowe,Tampa Bay Rays,$2800,3.93,4.37,0.62,0.94,0.62,0.19,0.03,0.15,0.42,0.18,0.07,0.38,1.22,0.243,0.323,0.442,0.765,11,TB @ TOR
Richie Palacios,Tampa Bay Rays,$2500,4.56,4.71,0.59,1.1,0.83,0.24,0.03,0.03,0.53,0.29,0.03,0.33,0.84,0.265,0.331,0.358,0.69,11.4,TB @ TOR
Jonathan Aranda,Tampa Bay Rays,$2600,4.62,4.49,0.64,1.01,0.65,0.15,0.01,0.28,0.64,0,0,0.44,1.17,0.254,0.335,0.523,0.858,12,TB @ TOR
Addison Barger,Toronto Blue Jays,$3000,2.53,3.86,0.35,0.72,0.41,0.2,0.01,0.13,0.39,0.03,0.02,0.21,1.07,0.201,0.256,0.386,0.642,7.6,TB @ TOR
Davis Schneider,Toronto Blue Jays,$2600,3.92,4.42,0.54,0.74,0.46,0.12,0,0.2,0.49,0.03,0.04,0.67,1.21,0.2,0.323,0.403,0.726,10.2,TB @ TOR
Tristan Gray,Tampa Bay Rays,$2200,3.64,4.04,0.31,0.84,0.58,0.19,0.01,0.11,0.51,0,0,0.28,0.9,0.229,0.286,0.388,0.674,8,TB @ TOR
Junior Caminero,Tampa Bay Rays,$3700,2.86,4.6,0.47,1.01,0.64,0.23,0,0.23,0.58,0.03,0.04,0.23,0.98,0.236,0.279,0.468,0.747,10.6,TB @ TOR
Hunter Feduccia,Tampa Bay Rays,$2100,3.38,4.15,0.53,0.61,0.47,0.15,0,0.03,0.22,0.03,0.01,0.55,1.19,0.174,0.295,0.248,0.543,7.1,TB @ TOR
Jake Mangum,Tampa Bay Rays,$2800,3.29,4.26,0.55,1.04,0.77,0.26,0.01,0.07,0.48,0.03,0.01,0.17,0.47,0.267,0.307,0.414,0.722,9.2,TB @ TOR
Bob Seymour,Tampa Bay Rays,$2100,3.05,3.82,0.43,0.74,0.53,0.2,0,0.05,0.32,0,0,0.16,1.14,0.215,0.254,0.33,0.585,6.4,TB @ TOR
Carson Williams,Tampa Bay Rays,$2400,2.75,3.93,0.27,0.63,0.4,0.16,0.02,0.08,0.36,0.03,0.02,0.29,1.49,0.178,0.247,0.305,0.552,6.6,TB @ TOR
Mike Trout,Los Angeles Angels,$3200,4.03,4.52,0.6,1.04,0.63,0.24,0.01,0.23,0.62,0.04,0,0.71,1.45,0.281,0.404,0.556,0.96,12.9,HOU @ LAA
Chris Taylor,Los Angeles Angels,$2300,2.65,4.3,0.35,0.71,0.6,0.1,0.01,0.02,0.28,0.1,0.04,0.22,1.59,0.177,0.221,0.231,0.451,6.1,HOU @ LAA
