player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Freddie Freeman,Los Angeles Dodgers,$4400,3.3,4.44,0.73,1.48,0.94,0.35,0.01,0.26,0.71,0.03,0.01,0.43,0.58,0.375,0.436,0.689,1.125,14.5,LAA @ LAD
Jorge Soler,Los Angeles Angels,$3000,3.67,4.36,0.41,0.99,0.62,0.21,0.03,0.22,0.63,0,0,0.5,1.11,0.258,0.342,0.525,0.867,11,LAA @ LAD
Mookie Betts,Los Angeles Dodgers,$3900,3.36,4.55,0.61,1.21,0.8,0.26,0.05,0.17,0.55,0.12,0.05,0.65,0.51,0.32,0.418,0.569,0.987,13.1,LAA @ LAD
Max Muncy,Los Angeles Dodgers,$2900,3.34,4.21,0.47,0.83,0.49,0.21,0.01,0.14,0.52,0.03,0.01,0.5,0.98,0.232,0.334,0.419,0.753,9.7,LAA @ LAD
Michael Conforto,Los Angeles Dodgers,$2800,3.32,3.99,0.48,0.9,0.57,0.23,0.01,0.13,0.47,0,0.02,0.39,0.86,0.257,0.338,0.447,0.786,9.3,LAA @ LAD
Yoan Moncada,Los Angeles Angels,$2900,3.31,4.47,0.44,0.98,0.61,0.28,0,0.13,0.52,0,0,0.39,1.22,0.244,0.315,0.425,0.74,9.6,LAA @ LAD
Shohei Ohtani,Los Angeles Dodgers,$4600,3.5,4.66,0.85,1.28,0.78,0.23,0,0.32,0.69,0.26,0.05,0.51,0.83,0.318,0.406,0.628,1.033,16.1,LAA @ LAD
Taylor Ward,Los Angeles Angels,$2900,3.48,4.25,0.52,1,0.63,0.17,0.01,0.2,0.45,0.01,0.02,0.46,0.83,0.267,0.347,0.482,0.829,10.1,LAA @ LAD
Luis Rengifo,Los Angeles Angels,$2400,3.29,4.02,0.37,0.84,0.63,0.15,0.01,0.11,0.35,0.08,0.04,0.24,0.56,0.227,0.278,0.375,0.653,7.9,LAA @ LAD
Will Smith,Los Angeles Dodgers,$3200,3.34,4.32,0.47,0.98,0.67,0.27,0.01,0.11,0.54,0.07,0,0.55,0.61,0.27,0.369,0.457,0.826,10.7,LAA @ LAD
Jo Adell,Los Angeles Angels,$2500,3.52,3.91,0.43,0.71,0.42,0.08,0.02,0.2,0.45,0.09,0.05,0.27,1.15,0.203,0.269,0.41,0.679,8.8,LAA @ LAD
James Outman,Los Angeles Dodgers,$2500,3.2,3.88,0.42,0.7,0.41,0.17,0.01,0.12,0.36,0.01,0.01,0.49,1.15,0.212,0.315,0.384,0.699,8,LAA @ LAD
Logan O'Hoppe,Los Angeles Angels,$2900,2.79,4.14,0.45,0.84,0.54,0.16,0,0.15,0.33,0.02,0.02,0.28,1.32,0.224,0.291,0.386,0.676,8.1,LAA @ LAD
