Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
119206-135977,P,Garrett,Garrett Crochet,Crochet,44.18181818181818,22,11000,KC@BOS,BOS,KC,,,,Yes,,P
119206-12477,P,Chris,Chris Sale,Sale,39.8,15,10800,MIL@ATL,ATL,MIL,IL,Ribs,,,,P
119206-79951,P,Nick,Nick Pivetta,Pivetta,36.31818181818182,22,10400,SD@ARI,SD,ARI,,,,,,P
119206-119329,P,Nick,Nick Lodolo,Lodolo,32.77272727272727,22,10400,CIN@CHC,CIN,CHC,DTD,Finger,,,,P
119206-80582,P,Brandon,Brandon Woodruff,Woodruff,41.8,5,10200,MIL@ATL,MIL,ATL,,,,,,P
119206-13233,P,Nathan,Nathan Eovaldi,Eovaldi,37.27777777777778,18,10200,NYY@TEX,TEX,NYY,,,,Yes,,P
119206-52183,P,Tyler,Tyler Glasnow,Glasnow,26.666666666666668,9,10200,STL@LAD,LAD,STL,,,,,,P
119206-165512,P,Andrew,Andrew Abbott,Abbott,32.421052631578945,19,10200,CIN@CHC,CIN,CHC,,,,,,P
119206-102396,P,Logan,Logan Gilbert,Gilbert,34.06666666666667,15,10200,CWS@SEA,SEA,CWS,,,,,,P
119206-187194,P,Bryan,Bryan Woo,Woo,36,21,10100,CWS@SEA,SEA,CWS,,,,Yes,,P
119206-60633,P,Carlos,Carlos Rodon,Rodon,36,23,10100,NYY@TEX,NYY,TEX,,,,,,P
119206-198625,P,Yoshinobu,Yoshinobu Yamamoto,Yamamoto,36.13636363636363,22,10100,STL@LAD,LAD,STL,,,,,,P
119206-117232,P,Michael,Michael King,King,34.3,10,10000,SD@ARI,SD,ARI,IL,Shoulder,,,,P
119206-119409,P,Quinn,Quinn Priester,Priester,28.38095238095238,21,9900,MIL@ATL,MIL,ATL,,,,,,P
119206-185606,P,Gavin,Gavin Stone,Stone,28.4,25,9900,STL@LAD,LAD,STL,IL,Shoulder,,,,P
119206-52859,P,Jacob,Jacob deGrom,deGrom,35.40909090909091,22,9900,NYY@TEX,TEX,NYY,,,,,,P
119206-63136,P,Matthew,Matthew Boyd,Boyd,35,22,9900,CIN@CHC,CHC,CIN,,,,,,P
119206-197981,P,Jacob,Jacob Misiorowski,Misiorowski,34.714285714285715,7,9800,MIL@ATL,MIL,ATL,IL,Lower leg,,,,P
119206-79226,P,Eric,Eric Lauer,Lauer,25.235294117647058,17,9800,TOR@COL,TOR,COL,,,,,,P
119206-82550,P,Hunter,Hunter Greene,Greene,35.27272727272727,11,9700,CIN@CHC,CIN,CHC,IL,Groin,,,,P
119206-162445,P,Spencer,Spencer Strider,Strider,33.642857142857146,14,9700,MIL@ATL,ATL,MIL,,,,,,P
119206-52185,P,Max,Max Fried,Fried,35.81818181818182,22,9700,NYY@TEX,NYY,TEX,,,,,,P
119206-164503,P,Spencer,Spencer Schwellenbach,Schwellenbach,37.411764705882355,17,9600,MIL@ATL,ATL,MIL,IL,Elbow,,,,P
119206-82604,P,Corbin,Corbin Burnes,Burnes,33.72727272727273,11,9600,SD@ARI,ARI,SD,IL,Elbow,,,,P
119206-82621,P,Clarke,Clarke Schmidt,Schmidt,30,14,9600,NYY@TEX,NYY,TEX,IL,Elbow,,,,P
119206-83190,P,Freddy,Freddy Peralta,Peralta,32.95652173913044,23,9600,MIL@ATL,MIL,ATL,,,,Yes,,P
119206-102330,P,Kris,Kris Bubic,Bubic,34.5,20,9600,KC@BOS,KC,BOS,IL,Shoulder,,,,P
119206-82618,P,David,David Peterson,Peterson,32.095238095238095,21,9500,CLE@NYM,NYM,CLE,,,,,,P
119206-66766,P,Adrian,Adrian Houser,Houser,33.72727272727273,11,9500,TB@LAA,TB,LAA,,,,,,P
119206-119414,P,George,George Kirby,Kirby,30.692307692307693,13,9400,CWS@SEA,SEA,CWS,,,,,,P
119206-11328,P,Martin,Martin Perez,Perez,26.75,4,9400,CWS@SEA,CWS,SEA,IL,Elbow,,,,P
119206-79162,P,Luis,Luis Castillo,Castillo,30.347826086956523,23,9400,CWS@SEA,SEA,CWS,,,,,,P
119206-101881,P,Merrill,Merrill Kelly,Kelly,32.43478260869565,23,9400,NYY@TEX,TEX,NYY,,,,,,P
119206-219653,P,Logan,Logan Henderson,Henderson,36.4,5,9300,MIL@ATL,MIL,ATL,,,,,,P
119206-38000,P,Kevin,Kevin Gausman,Gausman,30.818181818181817,22,9300,TOR@COL,TOR,COL,,,,,,P
119206-79270,P,Cole,Cole Ragans,Ragans,31,10,9300,KC@BOS,KC,BOS,IL,Shoulder,,,,P
119206-182153,P,Kodai,Kodai Senga,Senga,30.823529411764707,17,9300,CLE@NYM,NYM,CLE,,,,,,P
119206-102407,P,Shane,Shane McClanahan,McClanahan,0,1,9200,TB@LAA,TB,LAA,IL,Triceps,,,,P
119206-82554,P,Shane,Shane Bieber,Bieber,58,5,9200,TOR@COL,TOR,COL,IL,Elbow,,,,P
119206-68488,P,Blake,Blake Snell,Snell,23,3,9200,STL@LAD,LAD,STL,,,,,,P
119206-68491,P,Reynaldo,Reynaldo Lopez,Lopez,9,1,9200,MIL@ATL,ATL,MIL,IL,Shoulder,,,,P
119206-79091,P,Dylan,Dylan Cease,Cease,31.08695652173913,23,9100,SD@ARI,SD,ARI,,,,,,P
119206-79109,P,Tyler,Tyler Mahle,Mahle,28.785714285714285,14,9100,NYY@TEX,TEX,NYY,IL,Shoulder,,,,P
119206-135647,P,Ryan,Ryan Pepiot,Pepiot,30.52173913043478,23,9000,TB@LAA,TB,LAA,,,,Yes,,P
119206-16956,P,Gerrit,Gerrit Cole,Cole,32,22,9000,NYY@TEX,NYY,TEX,IL,Elbow,,,,P
119206-222782,P,Chase,Chase Burns,Burns,24.714285714285715,7,9000,CIN@CHC,CIN,CHC,,,,,,P
119206-102001,P,Yusei,Yusei Kikuchi,Kikuchi,30.217391304347824,23,9000,TB@LAA,LAA,TB,,,,,,P
119206-198702,P,Shota,Shota Imanaga,Imanaga,27.733333333333334,15,8900,CIN@CHC,CHC,CIN,,,,Yes,,P
119206-219697,P,Noah,Noah Cameron,Cameron,30.533333333333335,15,8900,KC@BOS,KC,BOS,,,,,,P
119206-71034,P,Seth,Seth Lugo,Lugo,31.285714285714285,21,8900,KC@BOS,KC,BOS,,,,,,P
119206-219663,P,Chad,Chad Patrick,Patrick,26.105263157894736,19,8800,MIL@ATL,MIL,ATL,,,,,,P
119206-164497,P,Ryne,Ryne Nelson,Nelson,21.043478260869566,24,8800,SD@ARI,ARI,SD,,,,Yes,,P
119206-154714,P,Tylor,Tylor Megill,Megill,29.714285714285715,14,8800,CLE@NYM,NYM,CLE,IL,Elbow,,,,P
119206-165518,P,Gavin,Gavin Williams,Williams,29.227272727272727,22,8800,CLE@NYM,CLE,NYM,,,,,,P
119206-53067,P,Chris,Chris Bassitt,Bassitt,28.916666666666668,24,8800,TOR@COL,TOR,COL,,,,,,P
119206-163680,P,Brayan,Brayan Bello,Bello,28.842105263157894,19,8800,KC@BOS,BOS,KC,,,,,,P
119206-5481,P,Max,Max Scherzer,Scherzer,27.375,8,8700,TOR@COL,TOR,COL,,,,,,P
119206-118206,P,Luis,Luis Gil,Gil,4,1,8700,NYY@TEX,NYY,TEX,,,,,,P
119206-102345,P,Jose,Jose Soriano,Soriano,29.391304347826086,23,8700,TB@LAA,LAA,TB,,,,Yes,,P
119206-164509,P,AJ,AJ Smith-Shawver,Smith-Shawver,25.333333333333332,9,8600,MIL@ATL,ATL,MIL,IL,Elbow,,,,P
119206-17064,P,Sonny,Sonny Gray,Gray,31,22,8600,STL@LAD,STL,LAD,,,,,,P
119206-185501,P,Tanner,Tanner Bibee,Bibee,27.318181818181817,22,8600,CLE@NYM,CLE,NYM,,,,,,P
119206-60639,P,Jose,Jose Berrios,Berrios,28.391304347826086,23,8600,TOR@COL,TOR,COL,,,,Yes,,P
119206-165706,P,Jack,Jack Leiter,Leiter,25.789473684210527,20,8600,NYY@TEX,TEX,NYY,,,,,,P
119206-102458,P,Kutter,Kutter Crawford,Crawford,27.96969696969697,33,8500,KC@BOS,BOS,KC,IL,Wrist,,,,P
119206-16961,P,Jameson,Jameson Taillon,Taillon,26.41176470588235,17,8500,CIN@CHC,CHC,CIN,IL,Calf,,,,P
119206-52198,P,Lucas,Lucas Giolito,Giolito,29.88235294117647,17,8500,KC@BOS,BOS,KC,,,,,,P
119206-187967,P,Emmet,Emmet Sheehan,Sheehan,22.5,6,8500,STL@LAD,LAD,STL,,,,Yes,,P
119206-102344,P,Brady,Brady Singer,Singer,27.5,22,8500,CIN@CHC,CIN,CHC,,,,,,P
119206-194939,P,Joe,Joe Boyle,Boyle,20.714285714285715,7,8400,TB@LAA,TB,LAA,,,,,,P
119206-82630,P,Shane,Shane Baz,Baz,28.636363636363637,22,8400,TB@LAA,TB,LAA,,,,,,P
119206-79207,P,Grant,Grant Holmes,Holmes,28.227272727272727,22,8400,MIL@ATL,ATL,MIL,IL,Elbow,,,,P
119206-179725,P,Luis,Luis Ortiz,Ortiz,29.3125,16,8400,CLE@NYM,CLE,NYM,O,Personal,,,,P
119206-222787,P,Roki,Roki Sasaki,Sasaki,16.375,8,8400,STL@LAD,LAD,STL,IL,Shoulder,,,,P
119206-198876,P,Cade,Cade Horton,Horton,24.142857142857142,14,8300,CIN@CHC,CHC,CIN,,,,,,P
119206-198912,P,Will,Will Warren,Warren,25.956521739130434,23,8300,NYY@TEX,NYY,TEX,,,,Yes,,P
119206-146663,P,Slade,Slade Cecconi,Cecconi,28.923076923076923,13,8300,CLE@NYM,CLE,NYM,,,,,,P
119206-85251,P,Zac,Zac Gallen,Gallen,26.434782608695652,23,8300,SD@ARI,ARI,SD,,,,,,P
119206-102408,P,Matthew,Matthew Liberatore,Liberatore,25.55,20,8200,STL@LAD,STL,LAD,,,,,,P
119206-211874,P,Kumar,Kumar Rocker,Rocker,19.571428571428573,14,8200,NYY@TEX,TEX,NYY,,,,,,P
119206-13664,P,Patrick,Patrick Corbin,Corbin,26.3,20,8200,NYY@TEX,TEX,NYY,,,,,,P
119206-16931,P,Yu,Yu Darvish,Darvish,16.8,5,8100,SD@ARI,SD,ARI,,,,Yes,,P
119206-52165,P,Sean,Sean Manaea,Manaea,28,4,8100,CLE@NYM,NYM,CLE,,,,,,P
119206-79079,P,Joey,Joey Wentz,Wentz,8,29,8100,MIL@ATL,ATL,MIL,,,,Yes,,P
119206-102343,P,Tony,Tony Gonsolin,Gonsolin,26.285714285714285,7,8100,STL@LAD,LAD,STL,IL,Elbow,,,,P
119206-198879,P,Rhett,Rhett Lowder,Lowder,27,6,8000,CIN@CHC,CIN,CHC,IL,Oblique,,,,P
119206-21099,P,Jose,Jose Quintana,Quintana,25.0625,16,8000,MIL@ATL,MIL,ATL,,,,,,P
119206-82775,P,Nestor,Nestor Cortes,Cortes,17,2,8000,SD@ARI,SD,ARI,,,,,,P
119206-68523,P,Joe,Joe Musgrove,Musgrove,28.45,20,8000,SD@ARI,SD,ARI,IL,Elbow,,,,P
119206-52142,P,Eduardo,Eduardo Rodriguez,Rodriguez,24.31578947368421,19,8000,SD@ARI,ARI,SD,,,,,,P
119206-83166,P,Zack,Zack Littell,Littell,27.636363636363637,22,8000,CIN@CHC,CIN,CHC,,,,Yes,,P
119206-194677,P,Easton,Easton Lucas,Lucas,17.666666666666668,6,7900,TOR@COL,TOR,COL,,,,,,P
119206-119361,P,Drew,Drew Rasmussen,Rasmussen,25.772727272727273,22,7900,TB@LAA,TB,LAA,,,,,,P
119206-82594,P,Dustin,Dustin May,May,26.473684210526315,19,7900,KC@BOS,BOS,KC,,,,,,P
119206-37999,P,Michael,Michael Wacha,Wacha,26.818181818181817,22,7900,KC@BOS,KC,BOS,,,,,,P
119206-185701,P,Brandon,Brandon Pfaadt,Pfaadt,25.714285714285715,22,7900,SD@ARI,ARI,SD,,,,,,P
119206-63781,P,Frankie,Frankie Montas,Montas,18.714285714285715,7,7800,CLE@NYM,NYM,CLE,,,,,,P
119206-185490,P,Logan,Logan Allen,Allen,23.238095238095237,21,7800,CLE@NYM,CLE,NYM,,,,Yes,,P
119206-79073,P,Michael,Michael Soroka,Soroka,25.4375,16,7800,CIN@CHC,CHC,CIN,DTD,Shoulder,,,,P
119206-5427,P,Clayton,Clayton Kershaw,Kershaw,22.846153846153847,13,7800,STL@LAD,LAD,STL,,,,,,P
119206-185896,P,Cody,Cody Bradford,Bradford,29.785714285714285,14,7800,NYY@TEX,TEX,NYY,IL,Elbow,,,,P
119206-82582,P,Griffin,Griffin Canning,Canning,24.8125,16,7700,CLE@NYM,NYM,CLE,IL,Achilles,,,,P
119206-68485,P,Ryan,Ryan Yarbrough,Yarbrough,16.6875,16,7700,NYY@TEX,NYY,TEX,IL,Oblique,,,,P
119206-228790,P,Cam,Cam Schlittler,Schlittler,24.5,4,7700,NYY@TEX,NYY,TEX,,,,,,P
119206-165543,P,Sean,Sean Burke,Burke,23.636363636363637,22,7700,CWS@SEA,CWS,SEA,,,,,,P
119206-204505,P,Justin,Justin Wrobleski,Wrobleski,23.7,10,7700,STL@LAD,LAD,STL,,,,,,P
119206-165689,P,Bryce,Bryce Miller,Miller,18.2,10,7700,CWS@SEA,SEA,CWS,IL,Elbow,,,,P
119206-53590,P,Nick,Nick Martinez,Martinez,23.125,24,7600,CIN@CHC,CIN,CHC,,,,,,P
119206-135650,P,Landon,Landon Knack,Knack,20.11111111111111,9,7600,STL@LAD,LAD,STL,,,,,,P
119206-219668,P,Hunter,Hunter Dobbins,Dobbins,20.76923076923077,13,7600,KC@BOS,BOS,KC,IL,Knee,,,,P
119206-219724,P,Ryan,Ryan Bergert,Bergert,16.545454545454547,11,7600,KC@BOS,KC,BOS,,,,Yes,,P
119206-82638,P,Jordan,Jordan Hicks,Hicks,9.909090909090908,23,7600,KC@BOS,BOS,KC,,,,,,P
119206-64488,P,Colin,Colin Rea,Rea,20.91304347826087,23,7600,CIN@CHC,CHC,CIN,,,,,,P
119206-198362,P,Stephen,Stephen Kolek,Kolek,24,14,7600,KC@BOS,KC,BOS,,,,,,P
119206-135229,P,Reid,Reid Detmers,Detmers,6.391304347826087,48,7500,TB@LAA,LAA,TB,,,,,,P
119206-119441,P,Alek,Alek Manoah,Manoah,27,6,7500,TOR@COL,TOR,COL,IL,Elbow,,,,P
119206-226322,P,Logan,Logan Evans,Evans,22.307692307692307,13,7500,CWS@SEA,SEA,CWS,,,,,,P
119206-97300,P,John,John Means,Means,28,5,7500,CLE@NYM,CLE,NYM,IL,Elbow,,,,P
119206-79118,P,Triston,Triston McKenzie,McKenzie,2,4,7500,CLE@NYM,CLE,NYM,DTD,Illness,,,,P
119206-79123,P,Tyler,Tyler Alexander,Alexander,8.342857142857143,36,7500,CWS@SEA,CWS,SEA,,,,,,P
119206-79232,P,Clay,Clay Holmes,Holmes,25.818181818181817,22,7500,CLE@NYM,NYM,CLE,,,,Yes,,P
119206-118202,P,Kyle,Kyle Hart,Hart,13.88888888888889,9,7500,SD@ARI,SD,ARI,,,,,,P
119206-52728,P,Michael,Michael Lorenzen,Lorenzen,25.5,19,7500,KC@BOS,KC,BOS,IL,Oblique,,,,P
119206-181837,P,Ben,Ben Brown,Brown,23.38888888888889,18,7500,CIN@CHC,CHC,CIN,,,,,,P
119206-165573,P,Alec,Alec Marsh,Marsh,24.423076923076923,26,7500,KC@BOS,KC,BOS,IL,Shoulder,,,,P
119206-170315,P,Davis,Davis Martin,Martin,24.25,16,7400,CWS@SEA,CWS,SEA,,,,Yes,,P
119206-82557,P,Aaron,Aaron Civale,Civale,22.214285714285715,14,7400,CWS@SEA,CWS,SEA,,,,,,P
119206-168950,P,Andre,Andre Pallante,Pallante,22.181818181818183,22,7400,STL@LAD,STL,LAD,,,,,,P
119206-60646,P,Ben,Ben Lively,Lively,20.555555555555557,9,7400,CLE@NYM,CLE,NYM,IL,Elbow,,,,P
119206-178415,P,Javier,Javier Assad,Assad,24,29,7300,CIN@CHC,CHC,CIN,IL,Oblique,,,,P
119206-225880,P,Nathan,Nathan Wiles,Wiles,-3,1,7300,MIL@ATL,ATL,MIL,,,,,,P
119206-38246,P,Tyler,Tyler Anderson,Anderson,22.272727272727273,22,7300,TB@LAA,LAA,TB,,,,,,P
119206-145625,P,Bailey,Bailey Falter,Falter,21.772727272727273,22,7200,KC@BOS,KC,BOS,,,,,,P
119206-119411,P,Joey,Joey Cantillo,Cantillo,11.62962962962963,27,7200,CLE@NYM,CLE,NYM,,,,,,P
119206-164529,P,Jordan,Jordan Wicks,Wicks,7.333333333333333,4,7200,CIN@CHC,CHC,CIN,,,,,,P
119206-165694,P,Michael,Michael McGreevy,McGreevy,20.285714285714285,7,7200,STL@LAD,STL,LAD,,,,,,P
119206-135268,P,Emerson,Emerson Hancock,Hancock,19.2,15,7100,CWS@SEA,SEA,CWS,,,,,,P
119206-73880,P,German,German Marquez,Marquez,18.3,21,7100,TOR@COL,COL,TOR,IL,Biceps,,,,P
119206-160939,P,Jacob,Jacob Latz,Latz,11.375,25,7100,NYY@TEX,TEX,NYY,,,,,,P
119206-146664,P,Bryce,Bryce Elder,Elder,21.055555555555557,18,7100,MIL@ATL,ATL,MIL,,,,,,P
119206-197914,P,Nick,Nick Frasso,Frasso,0,2,7100,STL@LAD,LAD,STL,,,,,,P
119206-79168,P,Walker,Walker Buehler,Buehler,19.736842105263158,19,7100,KC@BOS,BOS,KC,,,,,,P
119206-101810,P,Justin,Justin Steele,Steele,29.25,4,7100,CIN@CHC,CHC,CIN,IL,Elbow,,,,P
119206-202608,P,Carlos,Carlos Rodriguez,Rodriguez,13,1,7100,MIL@ATL,MIL,ATL,,,,,,P
119206-200581,P,Jonathan,Jonathan Cannon,Cannon,21.88888888888889,18,7100,CWS@SEA,CWS,SEA,,,,,,P
