player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Carlos Correa,Minnesota Twins,$2800,4.25,4.55,0.54,1.21,0.75,0.31,0.03,0.22,0.62,0.01,0.02,0.31,0.55,0.293,0.338,0.564,0.901,11.9,MIN @ OAK
Byron Buxton,Minnesota Twins,$3600,3.42,4.88,0.6,1.17,0.63,0.31,0.06,0.2,0.55,0.13,0.04,0.14,1.2,0.257,0.305,0.492,0.797,12.3,MIN @ OAK
Miguel Andujar,Oakland Athletics,$2700,2.67,3.98,0.35,0.98,0.76,0.12,0,0.1,0.34,0.02,0,0.15,0.69,0.26,0.292,0.372,0.664,7.2,MIN @ OAK
Harrison Bader,Minnesota Twins,$2600,3.54,3.99,0.48,0.88,0.57,0.2,0.02,0.15,0.41,0.08,0.07,0.25,0.64,0.241,0.298,0.447,0.746,9.2,MIN @ OAK
Luis Urias,Oakland Athletics,$2600,3.23,3.86,0.43,0.74,0.45,0.15,0.05,0.15,0.39,0.01,0.02,0.35,0.98,0.215,0.291,0.434,0.726,8.4,MIN @ OAK
Ty France,Minnesota Twins,$2800,2.82,4.33,0.36,1.04,0.78,0.21,0.02,0.07,0.44,0.01,0.01,0.16,0.64,0.254,0.286,0.381,0.667,7.9,MIN @ OAK
Ryan Jeffers,Minnesota Twins,$2700,3.78,4.66,0.48,1.16,0.75,0.36,0,0.1,0.56,0,0,0.32,0.68,0.271,0.33,0.437,0.767,10.2,MIN @ OAK
Brent Rooker,Oakland Athletics,$3500,2.89,4.31,0.45,0.94,0.56,0.22,0,0.19,0.54,0.04,0.02,0.38,1.31,0.242,0.31,0.458,0.769,10.1,MIN @ OAK
Trevor Larnach,Minnesota Twins,$3100,3.65,4.77,0.59,1.13,0.76,0.2,0.02,0.21,0.49,0.02,0.01,0.44,1.07,0.266,0.337,0.481,0.818,11.3,MIN @ OAK
Royce Lewis,Minnesota Twins,$2600,2.92,4.1,0.28,0.81,0.53,0.14,0.01,0.13,0.45,0,0.01,0.29,0.65,0.217,0.28,0.365,0.646,7.6,MIN @ OAK
Shea Langeliers,Oakland Athletics,$2900,2.79,4.09,0.4,0.83,0.52,0.2,0.03,0.13,0.35,0.02,0.02,0.24,1.21,0.222,0.277,0.408,0.685,8.1,MIN @ OAK
Matt Wallner,Minnesota Twins,$3000,3.43,4.44,0.47,0.97,0.6,0.21,0.03,0.21,0.45,0.01,0.01,0.43,1.32,0.246,0.321,0.493,0.813,10.3,MIN @ OAK
Tyler Soderstrom,Oakland Athletics,$3100,2.81,4.2,0.4,0.85,0.54,0.16,0.01,0.18,0.45,0.02,0,0.24,1.49,0.223,0.278,0.422,0.7,8.7,MIN @ OAK
Lawrence Butler,Oakland Athletics,$3200,2.56,4.53,0.37,0.93,0.67,0.21,0.02,0.06,0.35,0.08,0.01,0.38,1.24,0.226,0.29,0.343,0.633,8.2,MIN @ OAK
Brooks Lee,Minnesota Twins,$2500,3.52,4.22,0.44,0.99,0.77,0.2,0,0.07,0.59,0.04,0.01,0.19,0.53,0.255,0.3,0.374,0.674,8.8,MIN @ OAK
Jacob Wilson,Oakland Athletics,$3000,3.33,4.42,0.46,1.07,0.8,0.19,0,0.15,0.54,0.03,0,0.31,0.54,0.267,0.326,0.444,0.77,10,MIN @ OAK
Drew Avans,Oakland Athletics,$2100,3.29,3.75,0.35,0.65,0.45,0.11,0.01,0.1,0.37,0.01,0,0.35,1.23,0.194,0.274,0.328,0.602,6.9,MIN @ OAK
Denzel Clarke,Oakland Athletics,$2400,2.58,3.64,0.34,0.7,0.55,0.13,0,0.04,0.3,0.02,0.01,0.26,1,0.215,0.287,0.296,0.583,6.2,MIN @ OAK
Mike Trout,Los Angeles Angels,$3600,3.5,4.24,0.71,0.92,0.45,0.17,0.01,0.32,0.68,0.03,0.06,0.45,1.12,0.246,0.333,0.565,0.898,12.6,LAA @ BOS
Jorge Soler,Los Angeles Angels,$3000,3.87,4.36,0.56,1.1,0.75,0.24,0.01,0.19,0.69,0.01,0,0.4,0.89,0.282,0.351,0.519,0.87,11.6,LAA @ BOS
Robert Refsnyder,Boston Red Sox,$3000,3.97,4.48,0.55,1.21,0.83,0.25,0.01,0.2,0.71,0.06,0.02,0.25,1.11,0.291,0.334,0.52,0.855,11.9,LAA @ BOS
Trevor Story,Boston Red Sox,$2900,3.07,4.03,0.45,0.84,0.6,0.2,0,0.07,0.46,0.16,0.05,0.32,1.22,0.228,0.294,0.344,0.638,8.9,LAA @ BOS
Yoan Moncada,Los Angeles Angels,$3000,3.17,4.58,0.41,0.81,0.5,0.21,0,0.16,0.53,0,0.02,0.49,1.39,0.205,0.296,0.393,0.689,9.5,LAA @ BOS
Rafael Devers,Boston Red Sox,$4400,3.27,4.59,0.91,1,0.49,0.3,0.01,0.24,0.91,0,0,0.62,0.94,0.262,0.37,0.551,0.922,14.4,LAA @ BOS
