player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Patrick Corbin,Texas Rangers,0.24-0.48,$7800,2.83,0.24,0.48,5.22,1,0,5.23,5.63,3.29,3.03,0.94,1.89,4.23,1.44,,22.1,TEX @ NYY
Chris Martin,Texas Rangers,0.02-0.02,$5500,0.29,0.02,0.02,2.74,0,0.19,0.35,0.28,0.11,0.11,0.03,0.04,0.25,0.9,,1.6,TEX @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.64,0.03,0.03,3.9,0,0.31,0.58,0.54,0.28,0.25,0.02,0.34,0.76,1.5,,3.5,TEX @ NYY
Will Warren,New York Yankees,0.44-0.24,$8400,3.79,0.44,0.24,3.52,1,0,5.33,4.06,2.26,2.08,0.58,1.96,5.87,1.13,,31.8,TEX @ NYY
Antonio Senzatela,Colorado Rockies,0.18-0.44,$6000,2.67,0.18,0.44,7.06,1,0,5.07,6.22,4.33,3.98,0.92,1.54,3.38,1.53,,16,PHI @ COL
Tyler Kinley,Colorado Rockies,0.02-0.02,$5500,0.22,0.02,0.02,6.59,0,0.16,0.3,0.36,0.24,0.22,0.04,0.18,0.29,1.84,,1.2,PHI @ COL
Jesus Luzardo,Philadelphia Phillies,0.44-0.22,$10600,2.76,0.44,0.22,4.63,1,0,5.65,5.32,3.29,2.91,0.61,1.85,5.56,1.27,,29.3,PHI @ COL
Jordan Romano,Philadelphia Phillies,0.03-0.04,$5500,0.36,0.03,0.04,6.88,0,0.34,0.63,0.79,0.53,0.49,0.16,0.22,0.46,1.61,,2,PHI @ COL
Chris Bassitt,Toronto Blue Jays,0.26-0.5,$9300,3.1,0.26,0.5,4.37,1,0,5.63,5.06,3,2.73,0.85,1.87,5.62,1.23,,28.8,SD @ TOR
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.33,0.02,0.02,3.75,0,0.2,0.38,0.34,0.17,0.16,0.05,0.1,0.34,1.16,,1.8,SD @ TOR
Dylan Cease,San Diego Padres,0.46-0.25,$9900,3.46,0.46,0.25,3.16,1,0,5.44,4.05,2.07,1.91,0.6,1.9,6.34,1.09,,34.3,SD @ TOR
Robert Suarez,San Diego Padres,0.03-0.03,$5500,0.47,0.03,0.03,2.8,0,0.3,0.55,0.44,0.19,0.17,0.03,0.19,0.41,1.15,,2.6,SD @ TOR
Erick Fedde,St. Louis Cardinals,0.26-0.45,$8100,3.48,0.26,0.45,3.89,1,0,5.66,5.44,2.66,2.44,0.85,1.85,5,1.29,,28.2,DET @ STL
Ryan Helsley,St. Louis Cardinals,0.02-0.02,$5500,0.38,0.02,0.02,2.38,0,0.22,0.4,0.3,0.12,0.11,0.02,0.18,0.38,1.21,,2.1,DET @ STL
Tarik Skubal,Detroit Tigers,0.43-0.26,$11000,3.18,0.43,0.26,2.72,1,0,5.69,4.34,1.84,1.72,0.54,1.5,6.01,1.03,,35,DET @ STL
Jason Foley,Detroit Tigers,0.03-0.03,$5500,0.38,0.03,0.03,3.22,0,0.28,0.53,0.45,0.21,0.19,0.05,0.18,0.31,1.19,,2.1,DET @ STL
Josh Hader,Houston Astros,0.02-0.03,$5500,0.42,0.02,0.03,2.89,0,0.23,0.43,0.35,0.15,0.14,0.06,0.14,0.43,1.13,,2.3,HOU @ TB
Zack Littell,Tampa Bay Rays,0.3-0.28,$8500,2.94,0.3,0.28,4,1,0,5.43,5,2.63,2.41,0.8,1.47,4.12,1.19,,25,HOU @ TB
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.42,0.03,0.03,3.1,0,0.27,0.5,0.41,0.19,0.17,0.03,0.21,0.38,1.26,,2.3,HOU @ TB
Brandon Walter,Houston Astros,0.26-0.37,$5500,4.27,0.26,0.37,4.34,1,0,5.18,5.01,2.75,2.5,0.87,1.79,4.15,1.31,,23.5,HOU @ TB
Keegan Akin,Baltimore Orioles,0.23-0.18,$5500,3.87,0.23,0.18,3.94,1,0,3.69,3.17,1.76,1.61,0.53,1.12,4.14,1.16,,21.3,BAL @ MIL
