player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Javier Baez,Detroit Tigers,$2600,3.73,3.83,0.53,1.07,0.78,0.24,0.02,0.11,0.39,0.15,0,0.08,0.86,0.293,0.318,0.481,0.8,9.7,CHW @ DET
Michael Taylor,Chicago White Sox,$2300,4.04,3.75,0.4,0.9,0.57,0.19,0.02,0.18,0.48,0.05,0.04,0.24,1.21,0.26,0.312,0.505,0.816,9.3,CHW @ DET
Andrew Benintendi,Chicago White Sox,$2600,3.58,3.97,0.37,0.9,0.57,0.16,0.01,0.17,0.68,0.01,0.01,0.27,0.71,0.249,0.3,0.444,0.743,9.3,CHW @ DET
Gleyber Torres,Detroit Tigers,$3200,3.28,4.5,0.67,1.03,0.78,0.15,0.03,0.11,0.46,0.03,0.02,0.53,0.68,0.264,0.355,0.408,0.763,10.5,CHW @ DET
Jake Rogers,Detroit Tigers,$2500,3.32,3.72,0.43,0.76,0.48,0.21,0.01,0.12,0.44,0,0.01,0.35,1.02,0.231,0.308,0.427,0.734,8.3,CHW @ DET
Zach McKinstry,Detroit Tigers,$3000,3.67,3.95,0.56,0.95,0.59,0.24,0.05,0.1,0.55,0.11,0.04,0.54,0.65,0.283,0.388,0.477,0.864,11,CHW @ DET
Spencer Torkelson,Detroit Tigers,$3300,3.7,4.17,0.59,1,0.51,0.26,0.01,0.27,0.74,0.01,0.04,0.41,0.98,0.27,0.343,0.575,0.918,12.2,CHW @ DET
Riley Greene,Detroit Tigers,$3600,3.14,4.28,0.66,1.05,0.73,0.17,0,0.22,0.54,0.01,0.02,0.41,1.09,0.275,0.352,0.513,0.865,11.3,CHW @ DET
Lenyn Sosa,Chicago White Sox,$2500,3.6,4.41,0.42,0.92,0.53,0.22,0.01,0.19,0.53,0,0.01,0.1,0.98,0.222,0.25,0.427,0.677,9,CHW @ DET
Kerry Carpenter,Detroit Tigers,$3100,4.13,4.39,0.66,1.21,0.7,0.3,0.01,0.26,0.76,0,0.02,0.26,0.9,0.296,0.344,0.575,0.919,12.8,CHW @ DET
Curtis Mead,Chicago White Sox,$2400,2.92,4.08,0.34,0.8,0.65,0.14,0.01,0.05,0.32,0.05,0,0.31,0.95,0.214,0.278,0.309,0.587,7,CHW @ DET
Colt Keith,Detroit Tigers,$3000,3.6,4.61,0.53,1.12,0.77,0.27,0.01,0.12,0.66,0,0.02,0.4,0.83,0.274,0.341,0.445,0.786,10.8,CHW @ DET
