player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Carlos Santana,Cleveland Guardians,$2800,3.07,4.24,0.43,0.89,0.59,0.18,0.02,0.1,0.35,0.07,0.02,0.42,0.86,0.237,0.316,0.38,0.696,8.6,DET @ CLE
Jose Ramirez,Cleveland Guardians,$3500,3.03,4.35,0.54,1.11,0.78,0.19,0.06,0.09,0.4,0.24,0.02,0.29,0.58,0.277,0.325,0.427,0.752,10.6,DET @ CLE
Javier Baez,Detroit Tigers,$2800,3.54,3.99,0.51,1.12,0.79,0.22,0.02,0.16,0.48,0.01,0.01,0.2,0.77,0.299,0.339,0.516,0.855,9.9,DET @ CLE
Gleyber Torres,Detroit Tigers,$3100,4.55,4.77,0.79,1.19,0.78,0.19,0.07,0.22,0.77,0.04,0.01,0.55,0.69,0.289,0.383,0.536,0.919,14.1,DET @ CLE
Lane Thomas,Cleveland Guardians,$2800,2.86,4.13,0.36,0.69,0.51,0.1,0.02,0.09,0.34,0.15,0.03,0.4,1.25,0.188,0.274,0.309,0.583,8,DET @ CLE
Zach McKinstry,Detroit Tigers,$2900,3.59,4.33,0.49,1.15,0.7,0.32,0.05,0.11,0.38,0.07,0.05,0.39,0.94,0.297,0.368,0.493,0.862,10.4,DET @ CLE
Spencer Torkelson,Detroit Tigers,$3400,3.41,4.44,0.52,0.95,0.54,0.19,0.01,0.25,0.68,0,0.01,0.5,0.89,0.251,0.343,0.514,0.857,11.6,DET @ CLE
Steven Kwan,Cleveland Guardians,$2900,3.59,4.57,0.56,1.25,0.98,0.22,0.05,0.05,0.46,0.12,0.06,0.29,0.62,0.297,0.343,0.428,0.77,10.4,DET @ CLE
Riley Greene,Detroit Tigers,$3700,4.35,4.55,0.84,1.15,0.61,0.24,0.01,0.4,0.97,0.01,0.01,0.55,1.24,0.295,0.385,0.696,1.081,16.1,DET @ CLE
Nolan Jones,Cleveland Guardians,$2500,2.56,3.9,0.22,0.72,0.57,0.1,0.05,0.04,0.19,0.13,0.03,0.3,1.21,0.204,0.275,0.309,0.584,6.4,DET @ CLE
Bo Naylor,Cleveland Guardians,$2500,3.08,3.79,0.33,0.68,0.43,0.12,0.01,0.15,0.41,0.01,0.01,0.38,1.17,0.201,0.283,0.384,0.667,7.7,DET @ CLE
Brayan Rocchio,Cleveland Guardians,$2300,2.74,3.68,0.38,0.7,0.55,0.13,0.03,0.03,0.25,0.07,0.04,0.22,0.78,0.208,0.26,0.297,0.557,6.3,DET @ CLE
Dillon Dingler,Detroit Tigers,$2800,3.5,4.22,0.51,0.93,0.56,0.23,0.01,0.18,0.54,0,0.01,0.22,1.12,0.241,0.295,0.461,0.757,9.8,DET @ CLE
Parker Meadows,Detroit Tigers,$2600,3.15,4.1,0.51,0.83,0.59,0.21,0,0.07,0.32,0.01,0.07,0.41,0.9,0.235,0.328,0.362,0.69,8.2,DET @ CLE
Colt Keith,Detroit Tigers,$2800,3.82,4.88,0.45,1.05,0.76,0.2,0.01,0.11,0.68,0,0.01,0.59,0.85,0.249,0.348,0.391,0.738,10.7,DET @ CLE
Kyle Manzardo,Cleveland Guardians,$2700,3.56,4.46,0.45,0.89,0.57,0.17,0.01,0.18,0.57,0.01,0.02,0.32,1.55,0.22,0.286,0.413,0.698,9.6,DET @ CLE
Wenceel Perez,Detroit Tigers,$2800,4.36,4.66,0.63,1.18,0.62,0.39,0.07,0.18,0.59,0.03,0.02,0.28,1.06,0.273,0.321,0.534,0.855,12.2,DET @ CLE
Daniel Schneemann,Cleveland Guardians,$2500,2.64,4.01,0.33,0.72,0.52,0.15,0.01,0.07,0.28,0.03,0.01,0.26,1.26,0.196,0.264,0.308,0.572,6.6,DET @ CLE
Martin Maldonado,San Diego Padres,$2100,2.81,3.72,0.22,0.61,0.42,0.1,0,0.13,0.31,0,0.01,0.21,1.09,0.177,0.228,0.333,0.561,5.9,TEX @ SD
Manny Machado,San Diego Padres,$3600,3.0,4.38,0.54,1.08,0.72,0.26,0.02,0.14,0.53,0.07,0.02,0.39,0.7,0.276,0.34,0.475,0.815,10.8,TEX @ SD
Xander Bogaerts,San Diego Padres,$2900,3.59,4.05,0.46,1.07,0.71,0.27,0.04,0.13,0.39,0.15,0.04,0.3,0.66,0.288,0.345,0.51,0.856,10.4,TEX @ SD
Marcus Semien,Texas Rangers,$3100,3.26,4.56,0.54,1.16,0.89,0.22,0.07,0.06,0.37,0.05,0.03,0.47,0.66,0.291,0.363,0.451,0.814,10.1,TEX @ SD
Corey Seager,Texas Rangers,$3300,3.55,4.67,0.42,1.06,0.65,0.21,0.02,0.25,0.57,0.01,0.01,0.57,0.7,0.265,0.362,0.535,0.897,11.7,TEX @ SD
