player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Salvador Perez,Kansas City Royals,$2800,3.96,4.1,0.5,1.2,0.84,0.25,0.03,0.14,0.82,0,0,0.15,0.66,0.313,0.345,0.517,0.862,11.1,OAK @ KC
Luis Urias,Oakland Athletics,$2700,3.04,4.04,0.39,0.89,0.68,0.18,0,0.09,0.45,0,0,0.34,0.78,0.244,0.316,0.38,0.696,8.2,OAK @ KC
Brent Rooker,Oakland Athletics,$3400,3.76,4.49,0.65,1.12,0.62,0.3,0.03,0.24,0.69,0.04,0.01,0.4,1.09,0.278,0.344,0.558,0.902,12.8,OAK @ KC
Jonathan India,Kansas City Royals,$2900,3.21,4.54,0.45,0.94,0.72,0.18,0.03,0.05,0.53,0.01,0,0.57,0.66,0.243,0.342,0.357,0.699,9.3,OAK @ KC
Kyle Isbel,Kansas City Royals,$2300,3.35,3.65,0.42,0.89,0.64,0.19,0.04,0.05,0.45,0.03,0.02,0.17,0.51,0.262,0.301,0.401,0.702,7.7,OAK @ KC
Bobby Witt Jr.,Kansas City Royals,$3700,3.68,4.43,0.69,1.27,0.89,0.21,0.05,0.17,0.57,0.29,0.11,0.4,0.7,0.319,0.381,0.533,0.914,13.6,OAK @ KC
Drew Waters,Kansas City Royals,$2400,3.79,3.88,0.5,1,0.8,0.15,0.04,0.08,0.52,0.06,0.04,0.19,0.85,0.274,0.313,0.417,0.73,9.1,OAK @ KC
Vinnie Pasquantino,Kansas City Royals,$2900,3.1,4.21,0.49,1.02,0.76,0.2,0,0.1,0.57,0,0,0.21,0.7,0.261,0.302,0.394,0.697,9,OAK @ KC
Maikel Garcia,Kansas City Royals,$3000,3.2,4.32,0.6,0.96,0.77,0.18,0,0.05,0.35,0.21,0.04,0.37,0.45,0.246,0.313,0.338,0.651,9.6,OAK @ KC
Tyler Soderstrom,Oakland Athletics,$3300,3.39,4.38,0.6,1.07,0.77,0.17,0.03,0.16,0.64,0.01,0.02,0.41,1.09,0.279,0.353,0.482,0.835,11.2,OAK @ KC
Lawrence Butler,Oakland Athletics,$3500,3.37,4.71,0.59,0.95,0.47,0.25,0.01,0.26,0.72,0.03,0.01,0.34,1.22,0.222,0.28,0.483,0.763,11.8,OAK @ KC
Jacob Wilson,Oakland Athletics,$3400,3.0,4.6,0.47,1.16,0.91,0.21,0.01,0.1,0.64,0.02,0.01,0.31,0.36,0.279,0.332,0.421,0.753,10.2,OAK @ KC
Max P. Muncy,Oakland Athletics,$2500,3.8,4.27,0.42,0.94,0.63,0.18,0.02,0.16,0.64,0.03,0.01,0.21,1.01,0.233,0.273,0.421,0.693,9.5,OAK @ KC
Nick Kurtz,Oakland Athletics,$2800,3.14,4.16,0.53,0.82,0.58,0.09,0.01,0.15,0.5,0.01,0,0.31,1.18,0.217,0.287,0.371,0.658,8.8,OAK @ KC
Denzel Clarke,Oakland Athletics,$2400,3.04,3.82,0.41,0.76,0.59,0.12,0.02,0.07,0.42,0.04,0.01,0.22,1.03,0.218,0.274,0.33,0.604,7.3,OAK @ KC
Willie MacIver,Oakland Athletics,$2300,3.13,3.93,0.37,0.88,0.69,0.17,0.01,0.05,0.35,0.06,0.05,0.16,1.13,0.243,0.288,0.345,0.633,7.2,OAK @ KC
John Rave,Kansas City Royals,$2200,4.09,3.77,0.56,0.97,0.68,0.22,0.03,0.09,0.39,0.03,0.01,0.27,0.93,0.285,0.344,0.459,0.803,9,OAK @ KC
Jac Caglianone,Kansas City Royals,$2400,3.62,3.99,0.42,0.9,0.67,0.13,0,0.15,0.47,0,0,0.36,0.73,0.249,0.321,0.42,0.741,8.7,OAK @ KC
Jose Altuve,Houston Astros,$2900,3.48,4.34,0.49,1.15,0.83,0.2,0.01,0.17,0.52,0.05,0.02,0.16,0.63,0.281,0.309,0.474,0.783,10.1,MIN @ HOU
Christian Walker,Houston Astros,$2700,3.7,4.12,0.45,1.04,0.76,0.2,0,0.18,0.52,0.01,0,0.33,0.99,0.277,0.335,0.5,0.835,10,MIN @ HOU
Carlos Correa,Minnesota Twins,$2700,3.52,4.45,0.43,1.04,0.71,0.29,0.02,0.11,0.45,0,0.02,0.36,0.94,0.259,0.321,0.449,0.77,9.5,MIN @ HOU
Byron Buxton,Minnesota Twins,$3600,3.75,4.68,0.68,1.07,0.59,0.26,0.02,0.25,0.72,0.1,0.02,0.47,1.31,0.262,0.346,0.535,0.881,13.5,MIN @ HOU
Victor Caratini,Houston Astros,$2400,3.33,3.89,0.42,0.93,0.68,0.23,0,0.06,0.4,0,0,0.3,0.57,0.269,0.334,0.396,0.73,8,MIN @ HOU
Harrison Bader,Minnesota Twins,$2700,3.44,3.79,0.61,0.87,0.54,0.22,0.04,0.13,0.32,0.1,0.04,0.21,0.77,0.247,0.298,0.456,0.754,9.3,MIN @ HOU
Ty France,Minnesota Twins,$2700,3.59,4.34,0.41,1.13,0.77,0.28,0.01,0.13,0.5,0.03,0.02,0.24,0.61,0.281,0.325,0.472,0.797,9.7,MIN @ HOU
Willi Castro,Minnesota Twins,$3100,3.23,4.12,0.44,0.89,0.53,0.23,0.03,0.16,0.54,0.03,0.03,0.38,1.02,0.247,0.329,0.478,0.807,10,MIN @ HOU
Isaac Paredes,Houston Astros,$3300,3.67,4.45,0.53,0.94,0.49,0.25,0.01,0.26,0.71,0,0,0.56,0.8,0.247,0.344,0.541,0.885,12.1,MIN @ HOU
Ryan Jeffers,Minnesota Twins,$2800,3.61,4.57,0.48,0.98,0.58,0.27,0.01,0.16,0.47,0,0.01,0.47,0.94,0.244,0.325,0.45,0.774,10.1,MIN @ HOU
Jake Meyers,Houston Astros,$2800,2.93,4,0.43,0.91,0.64,0.2,0.05,0.06,0.33,0.1,0.03,0.21,0.76,0.247,0.293,0.39,0.682,8.2,MIN @ HOU
Jeremy Pena,Houston Astros,$3300,3.76,4.56,0.65,1.25,0.79,0.33,0.04,0.17,0.66,0.11,0.04,0.18,0.65,0.289,0.318,0.52,0.838,12.4,MIN @ HOU
Royce Lewis,Minnesota Twins,$2500,3.12,4.23,0.31,0.79,0.52,0.19,0,0.1,0.41,0,0.02,0.48,0.85,0.21,0.304,0.348,0.652,7.8,MIN @ HOU
Jonah Bride,Minnesota Twins,$2300,3.22,3.9,0.36,0.63,0.43,0.1,0,0.14,0.39,0,0,0.43,1.27,0.182,0.275,0.339,0.615,7.4,MIN @ HOU
Yainer Diaz,Houston Astros,$2600,2.92,4.23,0.34,0.86,0.61,0.22,0.01,0.07,0.5,0.01,0.01,0.16,0.74,0.214,0.249,0.342,0.592,7.6,MIN @ HOU
