player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Freddy Peralta,Milwaukee Brewers,0.3-0.32,$10000,3.22,0.3,0.32,3.73,1,0,5.41,4.42,2.49,2.24,0.68,1.9,6.33,1.17,,32.2,CIN @ MIL
Brady Singer,Cincinnati Reds,0.3-0.31,$9000,3.13,0.3,0.31,3.77,1,0,5.39,4.75,2.55,2.26,0.65,2.15,5.1,1.28,,28.2,CIN @ MIL
Kevin Gausman,Toronto Blue Jays,0.39-0.28,$10100,3.24,0.39,0.28,3.28,1,0,5.78,4.86,2.27,2.11,0.73,1.67,5.71,1.13,,32.7,TB @ TOR
Jeff Hoffman,Toronto Blue Jays,0.02-0.03,$5500,0.31,0.02,0.03,4.04,0,0.26,0.49,0.46,0.24,0.22,0.1,0.18,0.27,1.32,,1.7,TB @ TOR
Pete Fairbanks,Tampa Bay Rays,0.02-0.03,$5500,0.27,0.02,0.03,2.95,0,0.24,0.44,0.36,0.16,0.15,0.05,0.14,0.18,1.13,,1.5,TB @ TOR
Ian Seymour,Tampa Bay Rays,0.33-0.36,$7000,4.2,0.33,0.36,3.89,1,0,5.42,4.88,2.66,2.34,0.63,1.68,5.38,1.21,,29.4,TB @ TOR
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.27,0.02,0.02,2.7,0,0.21,0.39,0.31,0.13,0.12,0.05,0.13,0.18,1.13,,1.5,HOU @ LAA
Lance McCullers,Houston Astros,0.4-0.23,$7500,3.24,0.4,0.23,4.27,1,0,4.53,4.06,2.4,2.15,0.63,1.97,4.43,1.33,,24.3,HOU @ LAA
Josh Hader,Houston Astros,0.03-0.03,$5500,0.4,0.03,0.03,2.31,0,0.29,0.54,0.4,0.15,0.14,0.09,0.18,0.27,1.07,,2.2,HOU @ LAA
Samuel Aldegheri,Los Angeles Angels,0.18-0.43,$6100,3.08,0.18,0.43,5.15,1,0,4.77,5.09,2.99,2.73,0.83,2.3,3.51,1.55,,18.8,HOU @ LAA
A.J. Puk,Arizona Diamondbacks,0.02-0.03,$5500,0.27,0.02,0.03,3.34,0,0.24,0.44,0.38,0.18,0.16,0.09,0.12,0.17,1.12,,1.5,ARI @ SD
JP Sears,San Diego Padres,0.31-0.23,$6900,3.45,0.31,0.23,3.51,1,0,4.51,4.16,1.92,1.76,0.79,1.36,4.04,1.22,,23.8,ARI @ SD
Brandon Pfaadt,Arizona Diamondbacks,0.31-0.38,$7900,3.39,0.31,0.38,3.92,1,0,5.51,5.65,2.7,2.4,0.78,1.52,4.58,1.3,,26.8,ARI @ SD
Mason Miller,San Diego Padres,0.02-0.03,$5500,0.4,0.02,0.03,2.61,0,0.26,0.49,0.38,0.15,0.14,0.04,0.23,0.33,1.25,,2.2,ARI @ SD
Shane Smith,Chicago White Sox,0.31-0.3,$8000,3.01,0.31,0.3,4.45,1,0,5.22,5.3,2.71,2.58,0.72,2.06,4.24,1.41,,24.1,CHW @ WSH
Brad Lord,Washington Nationals,0.26-0.32,$7100,3.45,0.26,0.32,4.15,1,0,5.27,5.32,2.74,2.43,0.81,1.65,4.29,1.32,,24.5,CHW @ WSH
Javier Assad,Chicago Cubs,0.27-0.42,$6800,3.07,0.27,0.42,5.09,1,0,5.03,5.29,3.1,2.85,0.71,1.61,3.73,1.37,,20.9,STL @ CHC
Kyle Leahy,St. Louis Cardinals,0.39-0.29,$5500,4.75,0.39,0.29,4.4,1,0,5.16,4.87,2.94,2.52,0.64,1.57,4.68,1.25,,26.1,STL @ CHC
Logan Webb,San Francisco Giants,0.59-0.14,$10500,3.75,0.59,0.14,2.04,1,0,6.12,4.55,1.61,1.39,0.32,1.34,6.28,0.96,,39.4,COL @ SF
McCade Brown,Colorado Rockies,0.13-0.54,$6700,2.97,0.13,0.54,4.73,1,0,4.67,4.75,2.63,2.46,0.68,1.9,3.82,1.42,,19.9,COL @ SF
David Bednar,New York Yankees,0.03-0.03,$5500,0.35,0.03,0.03,2.85,0,0.29,0.54,0.43,0.19,0.17,0.04,0.17,0.21,1.13,,1.9,BAL @ NYY
Luis Gil,New York Yankees,0.38-0.3,$8700,3.06,0.38,0.3,3.93,1,0,5.25,4.46,2.64,2.29,0.6,2.47,4.61,1.32,,26.6,BAL @ NYY
