player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Bryce Harper,Philadelphia Phillies,$3700,3.3,4.39,0.58,0.92,0.49,0.33,0.01,0.16,0.64,0.11,0.02,0.62,0.9,0.25,0.358,0.497,0.855,12.2,NYM @ PHI
Starling Marte,New York Mets,$2500,4.32,4.31,0.67,1.06,0.76,0.22,0.03,0.09,0.51,0.15,0.09,0.31,0.89,0.268,0.327,0.422,0.749,10.8,NYM @ PHI
Nick Castellanos,Philadelphia Phillies,$2800,3.0,4.17,0.49,1,0.78,0.13,0.03,0.1,0.42,0.03,0.02,0.2,1,0.254,0.291,0.389,0.68,8.4,NYM @ PHI
J.T. Realmuto,Philadelphia Phillies,$2700,3.52,4.28,0.48,1.12,0.82,0.2,0.03,0.11,0.43,0.07,0.03,0.23,0.87,0.283,0.324,0.445,0.77,9.5,NYM @ PHI
Francisco Lindor,New York Mets,$3600,3.17,4.75,0.59,1.04,0.69,0.21,0.01,0.16,0.57,0.14,0.04,0.35,1.02,0.243,0.31,0.419,0.728,11.4,NYM @ PHI
Kyle Schwarber,Philadelphia Phillies,$4100,3.22,4.51,0.6,1.03,0.57,0.24,0.01,0.23,0.73,0.11,0.02,0.64,1.19,0.272,0.38,0.534,0.915,13.2,NYM @ PHI
Brandon Nimmo,New York Mets,$3000,3.13,4.2,0.47,0.86,0.59,0.18,0.03,0.12,0.5,0.08,0.03,0.32,1.06,0.228,0.296,0.395,0.691,9.4,NYM @ PHI
Harrison Bader,Philadelphia Phillies,$2900,3.79,4.62,0.69,1.11,0.81,0.23,0.01,0.09,0.42,0.1,0.04,0.54,1.17,0.275,0.369,0.413,0.782,11,NYM @ PHI
Juan Soto,New York Mets,$4200,2.9,4.64,0.63,0.96,0.55,0.19,0.05,0.21,0.54,0.08,0,0.63,1,0.242,0.352,0.483,0.835,12.2,NYM @ PHI
Jeff McNeil,New York Mets,$2700,3.33,3.98,0.54,0.93,0.66,0.14,0,0.13,0.48,0.01,0,0.35,0.63,0.261,0.33,0.413,0.744,9,NYM @ PHI
Edmundo Sosa,Philadelphia Phillies,$2500,3.68,4.06,0.56,1.02,0.73,0.2,0.02,0.08,0.56,0.03,0.01,0.16,0.82,0.271,0.31,0.408,0.718,9.2,NYM @ PHI
Pete Alonso,New York Mets,$3400,3.65,4.42,0.49,1.27,0.81,0.25,0.01,0.25,0.78,0,0,0.32,1.1,0.313,0.366,0.573,0.939,12.4,NYM @ PHI
Jose Siri,New York Mets,$2200,3.5,3.86,0.4,0.56,0.37,0.13,0.03,0.06,0.34,0.15,0.01,0.4,1.46,0.168,0.271,0.286,0.557,7.7,NYM @ PHI
Bryson Stott,Philadelphia Phillies,$2900,3.21,3.84,0.45,0.84,0.65,0.12,0.01,0.07,0.36,0.23,0.04,0.5,0.54,0.258,0.359,0.37,0.729,9.3,NYM @ PHI
Mark Vientos,New York Mets,$2900,3.31,4.53,0.44,0.95,0.59,0.21,0.03,0.13,0.67,0,0.01,0.31,1.23,0.229,0.284,0.398,0.682,9.6,NYM @ PHI
