Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
117166-16960,P,Zack,Zack Wheeler,Wheeler,43.7,10,11000,PHI@COL,PHI,COL,,,,,,P
117166-135977,P,Garrett,Garrett Crochet,Crochet,41.4,10,10800,NYM@BOS,BOS,NYM,,,,Yes,,P
117166-79280,P,Jesus,Jesus Luzardo,Luzardo,39.6,10,10600,PHI@COL,PHI,COL,,,,,,P
117166-13233,P,Nathan,Nathan Eovaldi,Eovaldi,39.8,10,10500,TEX@NYY,TEX,NYY,,,,,,P
117166-52185,P,Max,Max Fried,Fried,40.5,10,10400,TEX@NYY,NYY,TEX,,,,,,P
117166-198625,P,Yoshinobu,Yoshinobu Yamamoto,Yamamoto,39.6,10,10300,ARI@LAD,LAD,ARI,,,,,,P
117166-117232,P,Michael,Michael King,King,34.3,10,10200,SD@TOR,SD,TOR,,,,,,P
117166-52183,P,Tyler,Tyler Glasnow,Glasnow,21.2,5,10200,ARI@LAD,LAD,ARI,IL,Shoulder,,,,P
117166-85251,P,Zac,Zac Gallen,Gallen,28.3,10,10200,ARI@LAD,ARI,LAD,,,,,,P
117166-52859,P,Jacob,Jacob deGrom,deGrom,34.333333333333336,9,10200,TEX@NYY,TEX,NYY,,,,Yes,,P
117166-182153,P,Kodai,Kodai Senga,Senga,34.22222222222222,9,10100,NYM@BOS,NYM,BOS,,,,,,P
117166-68488,P,Blake,Blake Snell,Snell,19.5,2,10000,ARI@LAD,LAD,ARI,IL,Shoulder,,,,P
117166-60633,P,Carlos,Carlos Rodon,Rodon,37.8,10,10000,TEX@NYY,NYY,TEX,,,,,,P
117166-60647,P,Aaron,Aaron Nola,Nola,24.555555555555557,9,9900,PHI@COL,PHI,COL,IL,Ankle,,,,P
117166-79091,P,Dylan,Dylan Cease,Cease,29.5,10,9900,SD@TOR,SD,TOR,,,,,,P
117166-185606,P,Gavin,Gavin Stone,Stone,28.4,25,9900,ARI@LAD,LAD,ARI,IL,Shoulder,,,,P
117166-118225,P,Cristopher,Cristopher Sanchez,Sanchez,35.333333333333336,9,9900,PHI@COL,PHI,COL,,,,,,P
117166-164509,P,AJ,AJ Smith-Shawver,Smith-Shawver,33.142857142857146,7,9800,ATL@WSH,ATL,WSH,,,,Yes,,P
117166-79951,P,Nick,Nick Pivetta,Pivetta,35.666666666666664,9,9700,SD@TOR,SD,TOR,,,,,,P
117166-82635,P,MacKenzie,MacKenzie Gore,Gore,38.4,10,9700,ATL@WSH,WSH,ATL,,,,,,P
117166-12477,P,Chris,Chris Sale,Sale,33.8,10,9600,ATL@WSH,ATL,WSH,,,,,,P
117166-162445,P,Spencer,Spencer Strider,Strider,17,2,9500,ATL@WSH,ATL,WSH,,,,,,P
117166-82582,P,Griffin,Griffin Canning,Canning,31,9,9500,NYM@BOS,NYM,BOS,,,,,,P
117166-82604,P,Corbin,Corbin Burnes,Burnes,33.125,8,9400,ARI@LAD,ARI,LAD,,,,Yes,,P
117166-101881,P,Merrill,Merrill Kelly,Kelly,32.1,10,9300,ARI@LAD,ARI,LAD,,,,,,P
117166-53067,P,Chris,Chris Bassitt,Bassitt,33.7,10,9300,SD@TOR,TOR,SD,,,,,,P
117166-102345,P,Jose,Jose Soriano,Soriano,28.1,10,9300,LAA@ATH,LAA,ATH,,,,,,P
117166-68491,P,Reynaldo,Reynaldo Lopez,Lopez,9,1,9200,ATL@WSH,ATL,WSH,IL,Shoulder,,,,P
117166-83157,P,Ranger,Ranger Suarez,Suarez,31.333333333333332,3,9200,PHI@COL,PHI,COL,,,,,,P
117166-102343,P,Tony,Tony Gonsolin,Gonsolin,30.25,4,9200,ARI@LAD,LAD,ARI,,,,,,P
117166-16956,P,Gerrit,Gerrit Cole,Cole,32,22,9000,TEX@NYY,NYY,TEX,IL,Elbow,,,,P
117166-164503,P,Spencer,Spencer Schwellenbach,Schwellenbach,30.5,10,9000,ATL@WSH,ATL,WSH,,,,,,P
117166-185701,P,Brandon,Brandon Pfaadt,Pfaadt,29.6,10,9000,ARI@LAD,ARI,LAD,,,,,,P
117166-79232,P,Clay,Clay Holmes,Holmes,31.2,10,9000,NYM@BOS,NYM,BOS,,,,,,P
117166-68518,P,Spencer,Spencer Turnbull,Turnbull,18.529411764705884,17,8900,SD@TOR,TOR,SD,,,,,,P
117166-82618,P,David,David Peterson,Peterson,30.666666666666668,9,8800,NYM@BOS,NYM,BOS,,,,,,P
