player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Willson Contreras,St. Louis Cardinals,$2900,3.52,4.32,0.53,1.01,0.68,0.23,0.01,0.16,0.49,0.04,0.03,0.35,1.16,0.256,0.318,0.458,0.776,10.2,CHC @ STL
Dansby Swanson,Chicago Cubs,$2900,2.55,3.92,0.36,0.72,0.45,0.17,0.01,0.13,0.41,0.01,0.02,0.22,1.16,0.2,0.25,0.376,0.626,7.4,CHC @ STL
Carson Kelly,Chicago Cubs,$2800,3.57,4.37,0.44,1.15,0.8,0.25,0,0.16,0.45,0,0.01,0.36,0.74,0.293,0.357,0.5,0.857,10,CHC @ STL
Ian Happ,Chicago Cubs,$3100,3.1,4.25,0.46,0.88,0.6,0.14,0.01,0.15,0.55,0.07,0.01,0.4,0.82,0.233,0.308,0.401,0.709,9.6,CHC @ STL
Kyle Tucker,Chicago Cubs,$4000,2.55,4.7,0.52,1.05,0.69,0.25,0.03,0.1,0.45,0.06,0.04,0.42,0.52,0.255,0.333,0.414,0.747,10.2,CHC @ STL
Willi Castro,Chicago Cubs,$2800,3.14,4.14,0.5,0.84,0.59,0.16,0,0.12,0.37,0.1,0.02,0.38,0.96,0.225,0.295,0.376,0.671,8.8,CHC @ STL
Nico Hoerner,Chicago Cubs,$2700,2.96,4.03,0.51,1,0.86,0.16,0.03,0.01,0.28,0.1,0.03,0.22,0.33,0.27,0.325,0.352,0.678,8,CHC @ STL
Brendan Donovan,St. Louis Cardinals,$2900,2.83,4.54,0.48,1.05,0.79,0.26,0,0.04,0.3,0.01,0.03,0.33,0.6,0.256,0.321,0.361,0.681,8.2,CHC @ STL
Seiya Suzuki,Chicago Cubs,$3400,3.44,4.59,0.56,1.23,0.86,0.23,0.02,0.2,0.62,0.02,0.01,0.34,1.14,0.291,0.344,0.516,0.86,11.7,CHC @ STL
Ivan Herrera,St. Louis Cardinals,$3100,3.13,4.43,0.44,0.93,0.62,0.19,0.01,0.14,0.47,0.07,0.01,0.43,1.02,0.242,0.326,0.416,0.743,9.7,CHC @ STL
Alec Burleson,St. Louis Cardinals,$2800,3.54,4.21,0.49,1.09,0.75,0.21,0.01,0.15,0.54,0.04,0,0.22,0.69,0.279,0.322,0.462,0.783,9.9,CHC @ STL
Michael Busch,Chicago Cubs,$3200,3.72,4.81,0.71,1.16,0.78,0.2,0.03,0.23,0.53,0.01,0.03,0.37,1.18,0.264,0.319,0.496,0.815,11.9,CHC @ STL
Jordan Walker,St. Louis Cardinals,$2400,2.62,3.98,0.31,0.74,0.57,0.15,0,0.05,0.31,0.03,0.03,0.22,1.33,0.203,0.258,0.293,0.551,6.3,CHC @ STL
Masyn Winn,St. Louis Cardinals,$2800,2.89,4.1,0.42,0.96,0.76,0.16,0.01,0.07,0.35,0.06,0.01,0.3,0.67,0.26,0.316,0.381,0.697,8.1,CHC @ STL
Pete Crow-Armstrong,Chicago Cubs,$3900,3.21,4.48,0.64,1.32,0.97,0.28,0,0.18,0.52,0.21,0.04,0.18,0.9,0.31,0.34,0.524,0.864,12.5,CHC @ STL
Victor Scott II,St. Louis Cardinals,$2500,2.68,3.65,0.29,0.66,0.53,0.1,0.04,0.03,0.18,0.23,0.08,0.24,1.1,0.198,0.255,0.291,0.546,6.7,CHC @ STL
Pedro Pages,St. Louis Cardinals,$2400,2.71,3.76,0.28,0.81,0.54,0.22,0.01,0.07,0.29,0,0.02,0.22,1,0.233,0.285,0.371,0.655,6.5,CHC @ STL
Thomas Saggese,St. Louis Cardinals,$2200,2.41,3.87,0.26,0.76,0.62,0.15,0.02,0,0.29,0,0.03,0.14,1,0.209,0.244,0.271,0.515,5.3,CHC @ STL
Mike Trout,Los Angeles Angels,$3300,2.64,4.35,0.36,0.78,0.44,0.21,0.01,0.17,0.43,0.03,0,0.35,1.74,0.197,0.265,0.397,0.663,8.7,LAA @ DET
Travis d'Arnaud,Los Angeles Angels,$2600,3.62,4.02,0.42,0.84,0.43,0.23,0,0.22,0.55,0,0,0.24,1.42,0.228,0.279,0.474,0.753,9.4,LAA @ DET
