player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Sean Manaea,New York Mets,0.37-0.26,$8100,3.59,0.37,0.26,3.77,1,0,5.34,5,2.61,2.24,0.72,1.44,5.31,1.21,,29.1,NYM @ WSH
MacKenzie Gore,Washington Nationals,0.26-0.35,$9400,3.1,0.26,0.35,4.38,1,0,5.34,5.07,2.8,2.6,1.01,1.75,5.94,1.28,,29.1,NYM @ WSH
Sonny Gray,St. Louis Cardinals,0.32-0.29,$9300,3.15,0.32,0.29,4.28,1,0,5.29,5.03,2.68,2.52,0.77,1.14,5.81,1.17,,29.3,STL @ TB
Joe Boyle,Tampa Bay Rays,0.22-0.3,$7700,3.27,0.22,0.3,4.65,1,0,4.89,4.8,2.79,2.53,0.77,1.98,5.27,1.39,,25.2,STL @ TB
Josh Hader,Houston Astros,0.03-0.03,$5500,0.36,0.03,0.03,2.31,0,0.27,0.5,0.38,0.14,0.13,0.08,0.16,0.25,1.07,,2,HOU @ BAL
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.35,0.02,0.02,2.7,0,0.23,0.43,0.34,0.14,0.13,0.04,0.26,0.3,1.41,,1.9,HOU @ BAL
Jason Alexander,Houston Astros,0.36-0.31,$8300,3.05,0.36,0.31,4.14,1,0,5.22,5.03,2.72,2.4,0.82,2.09,4.33,1.36,,25.3,HOU @ BAL
Brandon Young,Baltimore Orioles,0.28-0.34,$7400,2.99,0.28,0.34,4.47,1,0,4.85,4.61,2.64,2.41,0.83,1.84,3.92,1.33,,22.1,HOU @ BAL
Justin Verlander,San Francisco Giants,0.26-0.39,$7500,3.32,0.26,0.39,4.35,1,0,5.28,5.39,2.84,2.55,0.89,2.1,4.58,1.42,,24.9,SF @ SD
Dylan Cease,San Diego Padres,0.35-0.28,$9600,3.71,0.35,0.28,3.13,1,0,5.4,4.33,2.2,1.88,0.58,2.03,7.04,1.18,,35.6,SF @ SD
Mason Miller,San Diego Padres,0.03-0.03,$5500,0.42,0.03,0.03,3.39,0,0.29,0.55,0.47,0.22,0.21,0.06,0.25,0.36,1.32,,2.3,SF @ SD
Ryan Walker,San Francisco Giants,0.02-0.02,$5500,0.24,0.02,0.02,3.52,0,0.21,0.38,0.34,0.16,0.15,0.02,0.11,0.17,1.16,,1.3,SF @ SD
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.29,0.02,0.02,1.53,0,0.19,0.36,0.24,0.07,0.06,0.02,0.13,0.18,1.01,,1.6,BOS @ NYY
Lucas Giolito,Boston Red Sox,0.2-0.49,$8600,2.37,0.2,0.49,5.76,1,0,5.35,5.9,3.74,3.42,1.02,2.06,4.06,1.49,,20.4,BOS @ NYY
David Bednar,New York Yankees,0.03-0.03,$5500,0.36,0.03,0.03,3.13,0,0.3,0.57,0.48,0.22,0.2,0.04,0.18,0.23,1.16,,2,BOS @ NYY
Luis Gil,New York Yankees,0.41-0.19,$9000,3.08,0.41,0.19,3.95,1,0,4.99,4.29,2.43,2.19,0.63,2.08,5.04,1.28,,27.7,BOS @ NYY
