player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Nick Martinez,Cincinnati Reds,0.5-0.15,$7700,3.97,0.5,0.15,3.34,1,0,5.65,4.94,2.46,2.1,0.6,1.39,4.93,1.12,,30.6,COL @ CIN
Austin Gomber,Colorado Rockies,0.19-0.52,$6500,2.58,0.19,0.52,6.37,1,0,4.99,5.86,4.01,3.53,1.2,1.42,3.37,1.46,,16.8,COL @ CIN
Carlos Estevez,Kansas City Royals,0.02-0.03,$5500,0.31,0.02,0.03,2.05,0,0.23,0.44,0.31,0.11,0.1,0.03,0.15,0.2,1.06,,1.7,NYM @ KC
Edwin Diaz,New York Mets,0.03-0.03,$5500,0.38,0.03,0.03,1.94,0,0.26,0.49,0.35,0.12,0.11,0.03,0.18,0.27,1.07,,2.1,NYM @ KC
Clay Holmes,New York Mets,0.41-0.21,$8600,3.15,0.41,0.21,4.07,1,0,5.35,4.69,2.53,2.42,0.47,2.07,4.7,1.26,,27.1,NYM @ KC
Noah Cameron,Kansas City Royals,0.21-0.43,$8100,2.89,0.21,0.43,4.96,1,0,5.2,4.73,3.08,2.86,0.91,1.78,4.57,1.25,,23.4,NYM @ KC
Felix Bautista,Baltimore Orioles,0.02-0.02,$5500,0.33,0.02,0.02,2.54,0,0.22,0.41,0.32,0.13,0.12,0.04,0.24,0.27,1.34,,1.8,MIA @ BAL
Calvin Faucher,Miami Marlins,0.03-0.03,$5500,0.35,0.03,0.03,3.82,0,0.28,0.52,0.47,0.24,0.22,0.02,0.24,0.29,1.37,,1.9,MIA @ BAL
Eury Perez,Miami Marlins,0.33-0.27,$8500,3.11,0.33,0.27,3.95,1,0,5,4.63,2.51,2.19,0.67,1.91,4.76,1.31,,26.4,MIA @ BAL
Brandon Young,Baltimore Orioles,0.25-0.32,$7200,2.9,0.25,0.32,4.88,1,0,4.49,4.51,2.68,2.43,0.72,1.79,3.94,1.4,,20.9,MIA @ BAL
Ryan Pressly,Chicago Cubs,0.02-0.02,$5500,0.24,0.02,0.02,3.31,0,0.19,0.35,0.3,0.14,0.13,0.02,0.12,0.16,1.2,,1.3,CHC @ NYY
Devin Williams,New York Yankees,0.03-0.03,$5500,0.4,0.03,0.03,4.2,0,0.31,0.58,0.55,0.29,0.27,0.02,0.25,0.36,1.39,,2.2,CHC @ NYY
Shota Imanaga,Chicago Cubs,0.21-0.39,$8200,2.46,0.21,0.39,5.73,1,0,4.9,5.1,3.42,3.11,1.18,1.82,4.13,1.41,,20.2,CHC @ NYY
Will Warren,New York Yankees,0.37-0.2,$8400,3.6,0.37,0.2,4.15,1,0,5.17,4.46,2.64,2.38,0.61,2.22,5.95,1.29,,30.2,CHC @ NYY
Aaron Civale,Chicago White Sox,0.22-0.31,$7000,2.91,0.22,0.31,4.3,1,0,4.74,4.47,2.55,2.26,0.67,1.43,3.4,1.25,,20.4,CLE @ CHW
Emmanuel Clase,Cleveland Guardians,0.02-0.03,$5500,0.31,0.02,0.03,2.68,0,0.26,0.49,0.39,0.16,0.15,0.01,0.11,0.17,1.01,,1.7,CLE @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.03,$5500,0.29,0.02,0.03,4.77,0,0.24,0.44,0.45,0.25,0.23,0.07,0.26,0.27,1.6,,1.6,CLE @ CHW
Joey Cantillo,Cleveland Guardians,0.3-0.27,$6800,4.18,0.3,0.27,3.6,1,0,5.02,4.25,2.27,2.01,0.51,1.93,5.35,1.23,,28.4,CLE @ CHW
Raisel Iglesias,Atlanta Braves,0.02-0.02,$5500,0.18,0.02,0.02,4.04,0,0.19,0.35,0.33,0.17,0.16,0.06,0.07,0.12,1.14,,1,ATL @ STL
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.4,0.03,0.03,3.17,0,0.31,0.58,0.49,0.22,0.2,0.06,0.22,0.3,1.22,,2.2,ATL @ STL
Jack Flaherty,Detroit Tigers,0.25-0.37,$9000,3.31,0.25,0.37,4.44,1,0,5.46,4.76,2.97,2.69,0.91,1.81,6.1,1.2,,29.8,SEA @ DET
Andres Munoz,Seattle Mariners,0.02-0.03,$5500,0.36,0.02,0.03,1.63,0,0.24,0.45,0.3,0.09,0.08,0.02,0.18,0.24,1.08,,2,SEA @ DET
Logan Gilbert,Seattle Mariners,0.31-0.23,$9200,3.47,0.31,0.23,3.93,1,0,5.41,4.51,2.74,2.36,0.87,1.58,6.32,1.13,,31.9,SEA @ DET
