player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Chris Martin,Texas Rangers,0.03-0.04,$5500,0.45,0.03,0.04,2.27,0,0.33,0.62,0.46,0.17,0.16,0.04,0.07,0.31,0.86,,2.5,CHW @ TEX
Jacob deGrom,Texas Rangers,0.44-0.18,$10500,3.14,0.44,0.18,3.12,1,0,5.42,4.37,2.18,1.88,0.55,1.13,5.77,1.01,,33,CHW @ TEX
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.2,0.02,0.02,5.19,0,0.17,0.31,0.33,0.19,0.18,0.05,0.16,0.19,1.58,,1.1,CHW @ TEX
Mike Vasil,Chicago White Sox,0.1-0.29,$5700,2.02,0.1,0.29,5.55,1,0,2.9,2.86,1.97,1.79,0.4,1.48,2.31,1.49,,11.5,CHW @ TEX
Jeff Hoffman,Toronto Blue Jays,0.02-0.02,$5500,0.27,0.02,0.02,4.44,0,0.2,0.38,0.37,0.2,0.19,0.08,0.1,0.26,1.26,,1.5,TOR @ PHI
Jordan Romano,Philadelphia Phillies,0.03-0.03,$5500,0.29,0.03,0.03,7.11,0,0.3,0.55,0.7,0.47,0.44,0.12,0.24,0.37,1.71,,1.6,TOR @ PHI
Cristopher Sanchez,Philadelphia Phillies,0.33-0.25,$9600,3.08,0.33,0.25,3.75,1,0,5.45,5.13,2.5,2.27,0.47,1.64,5.35,1.24,,29.6,TOR @ PHI
Bowden Francis,Toronto Blue Jays,0.22-0.34,$7000,3.09,0.22,0.34,4.84,1,0,4.78,4.83,2.83,2.57,0.91,1.74,4.08,1.37,,21.6,TOR @ PHI
Josh Hader,Houston Astros,0.02-0.03,$5500,0.4,0.02,0.03,2.36,0,0.26,0.48,0.36,0.14,0.13,0.06,0.14,0.35,1.05,,2.2,MIN @ HOU
Joe Ryan,Minnesota Twins,0.42-0.25,$9700,3.59,0.42,0.25,3.36,1,0,5.6,4.57,2.36,2.09,0.79,1.4,6.58,1.07,,34.8,MIN @ HOU
Jhoan Duran,Minnesota Twins,0.02-0.03,$5500,0.36,0.02,0.03,2.04,0,0.24,0.45,0.32,0.11,0.1,0.01,0.14,0.29,1.04,,2,MIN @ HOU
Hunter Brown,Houston Astros,0.24-0.42,$10800,2.9,0.24,0.42,4.28,1,0,5.49,5.02,2.88,2.61,0.66,1.82,6.44,1.25,,31.3,MIN @ HOU
Michael Lorenzen,Kansas City Royals,0.34-0.31,$8400,3.08,0.34,0.31,4.48,1,0,5.19,5.26,3.11,2.58,0.73,1.7,4.82,1.34,,25.9,OAK @ KC
Carlos Estevez,Kansas City Royals,0.03-0.03,$5500,0.4,0.03,0.03,2.05,0,0.27,0.5,0.36,0.12,0.11,0.02,0.18,0.3,1.07,,2.2,OAK @ KC
Mason Miller,Oakland Athletics,0.02-0.03,$5500,0.38,0.02,0.03,4.46,0,0.23,0.43,0.43,0.23,0.22,0.05,0.22,0.44,1.49,,2.1,OAK @ KC
Jacob Lopez,Oakland Athletics,0.25-0.38,$7300,2.77,0.25,0.38,5.82,1,0,4.71,4.9,3.36,3.04,0.79,2.07,4.27,1.48,,20.2,OAK @ KC
Jose Quintana,Milwaukee Brewers,0.3-0.28,$8000,3.31,0.3,0.28,3.49,1,0,5.43,4.86,2.28,2.11,0.65,1.91,4.25,1.25,,26.5,STL @ MIL
Ryan Helsley,St. Louis Cardinals,0.02-0.03,$5500,0.4,0.02,0.03,3.14,0,0.26,0.49,0.41,0.18,0.17,0.04,0.21,0.36,1.26,,2.2,STL @ MIL
Trevor Megill,Milwaukee Brewers,0.02-0.03,$5500,0.36,0.02,0.03,2.96,0,0.24,0.44,0.36,0.16,0.15,0.03,0.19,0.32,1.25,,2,STL @ MIL
Andre Pallante,St. Louis Cardinals,0.31-0.35,$7100,3.21,0.31,0.35,4.26,1,0,5.34,5.31,2.84,2.53,0.53,1.98,3.63,1.36,,22.8,STL @ MIL
Edwin Diaz,New York Mets,0.03-0.03,$5500,0.45,0.03,0.03,2.69,0,0.27,0.5,0.4,0.16,0.15,0.05,0.21,0.43,1.21,,2.5,TB @ NYM
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.35,0.02,0.02,2.71,0,0.23,0.43,0.34,0.14,0.13,0.01,0.19,0.28,1.23,,1.9,TB @ NYM
