Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
118381-135977,P,Garrett,Garrett Crochet,Crochet,43.5,18,11200,CIN@BOS,BOS,CIN,,,,,,P
118381-52859,P,Jacob,Jacob deGrom,deGrom,36.8235294117647,17,11000,BAL@TEX,TEX,BAL,,,,,,P
118381-12477,P,Chris,Chris Sale,Sale,39.8,15,10800,LAA@ATL,ATL,LAA,IL,Ribs,,,,P
118381-198625,P,Yoshinobu,Yoshinobu Yamamoto,Yamamoto,36.705882352941174,17,10800,CWS@LAD,LAD,CWS,,,,,,P
118381-52185,P,Max,Max Fried,Fried,38.388888888888886,18,10600,NYY@TOR,NYY,TOR,,,,,,P
118381-53029,P,Robbie,Robbie Ray,Ray,36.88235294117647,17,10600,SF@ARI,SF,ARI,,,,,,P
118381-101839,P,Logan,Logan Webb,Webb,40.05555555555556,18,10400,SF@ARI,SF,ARI,,,,,,P
118381-182153,P,Kodai,Kodai Senga,Senga,35.46153846153846,13,10400,MIL@NYM,NYM,MIL,IL,Hamstring,,,,P
118381-187194,P,Bryan,Bryan Woo,Woo,36.8125,16,10200,KC@SEA,SEA,KC,,,,,,P
118381-52183,P,Tyler,Tyler Glasnow,Glasnow,21.2,5,10200,CWS@LAD,LAD,CWS,IL,Shoulder,,,,P
118381-60633,P,Carlos,Carlos Rodon,Rodon,37.44444444444444,18,10200,NYY@TOR,NYY,TOR,,,,,,P
118381-68488,P,Blake,Blake Snell,Snell,19.5,2,10000,CWS@LAD,LAD,CWS,IL,Shoulder,,,,P
118381-185606,P,Gavin,Gavin Stone,Stone,28.4,25,9900,CWS@LAD,LAD,CWS,IL,Shoulder,,,,P
118381-83190,P,Freddy,Freddy Peralta,Peralta,32.64705882352941,17,9800,MIL@NYM,MIL,NYM,,,,,,P
118381-165512,P,Andrew,Andrew Abbott,Abbott,34.5,14,9800,CIN@BOS,CIN,BOS,,,,,,P
118381-82550,P,Hunter,Hunter Greene,Greene,35.27272727272727,11,9700,CIN@BOS,CIN,BOS,IL,Groin,,,,P
118381-82621,P,Clarke,Clarke Schmidt,Schmidt,32.07692307692308,13,9700,NYY@TOR,NYY,TOR,,,,,,P
118381-146687,P,Hunter,Hunter Brown,Brown,42.9375,16,9700,HOU@COL,HOU,COL,,,,Yes,,P
118381-85599,P,Framber,Framber Valdez,Valdez,38.705882352941174,17,9700,HOU@COL,HOU,COL,,,,,,P
118381-164503,P,Spencer,Spencer Schwellenbach,Schwellenbach,37.411764705882355,17,9600,LAA@ATL,ATL,LAA,,,,,,P
118381-82604,P,Corbin,Corbin Burnes,Burnes,33.72727272727273,11,9600,SF@ARI,ARI,SF,IL,Elbow,,,,P
118381-162445,P,Spencer,Spencer Strider,Strider,32.111111111111114,9,9500,LAA@ATL,ATL,LAA,,,,,,P
118381-101881,P,Merrill,Merrill Kelly,Kelly,32.8235294117647,17,9500,SF@ARI,ARI,SF,,,,Yes,,P
118381-53067,P,Chris,Chris Bassitt,Bassitt,29,17,9500,NYY@TOR,TOR,NYY,,,,,,P
118381-102294,P,Grayson,Grayson Rodriguez,Rodriguez,35.6,20,9500,BAL@TEX,BAL,TEX,IL,Lat,,,,P
118381-52142,P,Eduardo,Eduardo Rodriguez,Rodriguez,25.928571428571427,14,9400,SF@ARI,ARI,SF,,,,,,P
118381-11328,P,Martin,Martin Perez,Perez,26.75,4,9400,CWS@LAD,CWS,LAD,IL,Elbow,,,,P
118381-63136,P,Matthew,Matthew Boyd,Boyd,33.294117647058826,17,9400,CLE@CHC,CHC,CLE,,,,,,P
118381-102396,P,Logan,Logan Gilbert,Gilbert,33.333333333333336,9,9400,KC@SEA,SEA,KC,,,,Yes,,P
118381-198885,P,Spencer,Spencer Arrighetti,Arrighetti,22.5,2,9300,HOU@COL,HOU,COL,IL,Thumb,,,,P
118381-219653,P,Logan,Logan Henderson,Henderson,40,4,9300,MIL@NYM,MIL,NYM,,,,,,P
118381-197981,P,Jacob,Jacob Misiorowski,Misiorowski,40.333333333333336,3,9300,MIL@NYM,MIL,NYM,,,,Yes,,P
118381-79270,P,Cole,Cole Ragans,Ragans,31,10,9300,KC@SEA,KC,SEA,IL,Shoulder,,,,P
118381-102330,P,Kris,Kris Bubic,Bubic,37.1875,16,9300,KC@SEA,KC,SEA,,,,,,P
118381-102345,P,Jose,Jose Soriano,Soriano,28.235294117647058,17,9300,LAA@ATL,LAA,ATL,,,,,,P
118381-82554,P,Shane,Shane Bieber,Bieber,58,5,9200,CLE@CHC,CLE,CHC,IL,Elbow,,,,P
118381-82618,P,David,David Peterson,Peterson,31,16,9200,MIL@NYM,NYM,MIL,,,,,,P
118381-68491,P,Reynaldo,Reynaldo Lopez,Lopez,9,1,9200,LAA@ATL,ATL,LAA,IL,Shoulder,,,,P
118381-13233,P,Nathan,Nathan Eovaldi,Eovaldi,34.84615384615385,13,9100,BAL@TEX,TEX,BAL,,,,Yes,,P
118381-79109,P,Tyler,Tyler Mahle,Mahle,28.785714285714285,14,9100,BAL@TEX,TEX,BAL,IL,Shoulder,,,,P
118381-16956,P,Gerrit,Gerrit Cole,Cole,32,22,9000,NYY@TOR,NYY,TOR,IL,Elbow,,,,P
118381-80582,P,Brandon,Brandon Woodruff,Woodruff,,0,9000,MIL@NYM,MIL,NYM,IL,Elbow,,,,P
118381-38000,P,Kevin,Kevin Gausman,Gausman,29.764705882352942,17,8900,NYY@TOR,TOR,NYY,,,,,,P
118381-79207,P,Grant,Grant Holmes,Holmes,31.555555555555557,18,8900,LAA@ATL,ATL,LAA,,,,,,P
118381-79232,P,Clay,Clay Holmes,Holmes,29.625,16,8900,MIL@NYM,NYM,MIL,,,,,,P
118381-179725,P,Luis,Luis Ortiz,Ortiz,29.3125,16,8900,CLE@CHC,CLE,CHC,,,,,,P
118381-198912,P,Will,Will Warren,Warren,27.941176470588236,17,8800,NYY@TOR,NYY,TOR,,,,Yes,,P
118381-52165,P,Sean,Sean Manaea,Manaea,31.083333333333332,36,8800,MIL@NYM,NYM,MIL,IL,Elbow,,,,P
118381-154714,P,Tylor,Tylor Megill,Megill,29.714285714285715,14,8800,MIL@NYM,NYM,MIL,IL,Elbow,,,,P
118381-146663,P,Slade,Slade Cecconi,Cecconi,28.375,8,8800,CLE@CHC,CLE,CHC,,,,,,P
118381-79162,P,Luis,Luis Castillo,Castillo,28,17,8800,KC@SEA,SEA,KC,,,,,,P
118381-118206,P,Luis,Luis Gil,Gil,30.29032258064516,31,8800,NYY@TOR,NYY,TOR,IL,Lat,,,,P
118381-222782,P,Chase,Chase Burns,Burns,8,2,8800,CIN@BOS,CIN,BOS,,,,,,P
118381-119329,P,Nick,Nick Lodolo,Lodolo,29.058823529411764,17,8700,CIN@BOS,CIN,BOS,,,,,,P
118381-82594,P,Dustin,Dustin May,May,26.4,15,8700,CWS@LAD,LAD,CWS,,,,,,P
118381-181837,P,Ben,Ben Brown,Brown,24.0625,16,8700,CLE@CHC,CHC,CLE,,,,,,P
118381-102001,P,Yusei,Yusei Kikuchi,Kikuchi,32.1764705882353,17,8700,LAA@ATL,LAA,ATL,,,,Yes,,P
118381-219663,P,Chad,Chad Patrick,Patrick,26.72222222222222,18,8600,MIL@NYM,MIL,NYM,,,,,,P
118381-219662,P,Colton,Colton Gordon,Gordon,23.88888888888889,9,8600,HOU@COL,HOU,COL,,,,,,P
118381-164509,P,AJ,AJ Smith-Shawver,Smith-Shawver,25.333333333333332,9,8600,LAA@ATL,ATL,LAA,IL,Elbow,,,,P
118381-164521,P,Brandon,Brandon Walter,Walter,32.8,5,8600,HOU@COL,HOU,COL,,,,,,P
118381-37999,P,Michael,Michael Wacha,Wacha,26.764705882352942,17,8600,KC@SEA,KC,SEA,,,,,,P
118381-71034,P,Seth,Seth Lugo,Lugo,31.666666666666668,15,8600,KC@SEA,KC,SEA,,,,,,P
118381-102458,P,Kutter,Kutter Crawford,Crawford,27.96969696969697,33,8500,CIN@BOS,BOS,CIN,IL,Wrist,,,,P
118381-16961,P,Jameson,Jameson Taillon,Taillon,26.41176470588235,17,8500,CLE@CHC,CHC,CLE,,,,,,P
118381-168872,P,Ronel,Ronel Blanco,Blanco,28.555555555555557,9,8500,HOU@COL,HOU,COL,IL,Elbow,,,,P
118381-66766,P,Adrian,Adrian Houser,Houser,33.714285714285715,7,8500,CWS@LAD,CWS,LAD,,,,,,P
118381-5427,P,Clayton,Clayton Kershaw,Kershaw,24.5,8,8500,CWS@LAD,LAD,CWS,,,,Yes,,P
118381-52198,P,Lucas,Lucas Giolito,Giolito,27.545454545454547,11,8400,CIN@BOS,BOS,CIN,,,,,,P
118381-222787,P,Roki,Roki Sasaki,Sasaki,16.375,8,8400,CWS@LAD,LAD,CWS,IL,Shoulder,,,,P
118381-165518,P,Gavin,Gavin Williams,Williams,26.11764705882353,17,8400,CLE@CHC,CLE,CHC,,,,,,P
118381-164497,P,Ryne,Ryne Nelson,Nelson,18.333333333333332,19,8300,SF@ARI,ARI,SF,,,,,,P
118381-52159,P,Lance,Lance McCullers Jr.,McCullers Jr.,20,8,8300,HOU@COL,HOU,COL,,,,,,P
118381-60639,P,Jose,Jose Berrios,Berrios,31.176470588235293,17,8300,NYY@TOR,TOR,NYY,,,,Yes,,P
118381-79226,P,Eric,Eric Lauer,Lauer,21.25,12,8300,NYY@TOR,TOR,NYY,,,,,,P
118381-165636,P,Hayden,Hayden Wesneski,Wesneski,24.833333333333332,6,8300,HOU@COL,HOU,COL,IL,Elbow,,,,P
118381-102447,P,Dean,Dean Kremer,Kremer,26.176470588235293,17,8200,BAL@TEX,BAL,TEX,,,,,,P
118381-213198,P,Ryan,Ryan Gusto,Gusto,18.61111111111111,18,8200,HOU@COL,HOU,COL,,,,,,P
118381-119409,P,Quinn,Quinn Priester,Priester,25.466666666666665,15,8200,MIL@NYM,MIL,NYM,,,,,,P
118381-119414,P,George,George Kirby,Kirby,25.75,8,8200,KC@SEA,SEA,KC,,,,,,P
118381-102344,P,Brady,Brady Singer,Singer,26.235294117647058,17,8200,CIN@BOS,CIN,BOS,,,,,,P
