player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Nick Martinez,Cincinnati Reds,0.47-0.19,$8600,3.66,0.47,0.19,3.3,1,0,5.49,4.72,2.23,2.01,0.55,1.01,5.38,1.04,,31.5,CHW @ CIN
Bryse Wilson,Chicago White Sox,0.17-0.49,$6800,2.26,0.17,0.49,6.59,1,0,4.57,5.12,3.68,3.35,1.01,1.75,3.29,1.5,,15.4,CHW @ CIN
Alexis Diaz,Cincinnati Reds,0.03-0.04,$5500,0.44,0.03,0.04,7.2,0,0.35,0.66,0.84,0.57,0.52,0.19,0.42,0.6,1.92,,2.4,CHW @ CIN
Jordan Leasure,Chicago White Sox,0.01-0.02,$5500,0.18,0.01,0.02,5.44,0,0.15,0.28,0.3,0.18,0.17,0.06,0.15,0.19,1.64,,1,CHW @ CIN
Raisel Iglesias,Atlanta Braves,0.03-0.03,$5500,0.4,0.03,0.03,3.6,0,0.27,0.5,0.45,0.22,0.2,0.09,0.11,0.38,1.11,,2.2,WSH @ ATL
Trevor Williams,Washington Nationals,0.28-0.33,$7700,3.13,0.28,0.33,4.71,1,0,5.19,5.43,3.12,2.72,0.64,1.8,4.45,1.39,,24.1,WSH @ ATL
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.35,0.02,0.02,3.35,0,0.23,0.43,0.37,0.17,0.16,0.04,0.17,0.31,1.26,,1.9,WSH @ ATL
AJ Smith-Shawver,Atlanta Braves,0.22-0.22,$10200,2.05,0.22,0.22,4.43,1,0,4.01,3.69,2.33,1.97,0.63,1.67,4.04,1.34,,20.9,WSH @ ATL
Chris Paddack,Minnesota Twins,0.34-0.35,$7400,3.31,0.34,0.35,4.84,1,0,5.22,5.33,3.05,2.81,0.85,1.61,4.53,1.33,,24.5,MIN @ BAL
Jhoan Duran,Minnesota Twins,0.02-0.03,$5500,0.45,0.02,0.03,2.54,0,0.26,0.49,0.38,0.15,0.14,0.02,0.17,0.44,1.12,,2.5,MIN @ BAL
Felix Bautista,Baltimore Orioles,0.02-0.03,$5500,0.38,0.02,0.03,2.88,0,0.24,0.44,0.36,0.15,0.14,0.04,0.19,0.35,1.23,,2.1,MIN @ BAL
Tomoyuki Sugano,Baltimore Orioles,0.3-0.36,$9000,2.59,0.3,0.36,4.58,1,0,5.13,4.95,3.04,2.61,0.79,1.87,4.09,1.33,,23.3,MIN @ BAL
Kevin Gausman,Toronto Blue Jays,0.39-0.25,$9500,3.47,0.39,0.25,3.12,1,0,5.83,4.8,2.18,2.02,0.71,1.31,5.61,1.05,,33,TB @ TOR
Jeff Hoffman,Toronto Blue Jays,0.03-0.03,$5500,0.45,0.03,0.03,3.73,0,0.28,0.52,0.47,0.23,0.22,0.07,0.12,0.49,1.14,,2.5,TB @ TOR
Zack Littell,Tampa Bay Rays,0.24-0.39,$8300,2.84,0.24,0.39,4.65,1,0,5.19,5.33,2.88,2.68,0.98,1.36,4.37,1.29,,23.6,TB @ TOR
Pete Fairbanks,Tampa Bay Rays,0.02-0.02,$5500,0.35,0.02,0.02,3.2,0,0.22,0.41,0.35,0.16,0.15,0.02,0.18,0.33,1.28,,1.9,TB @ TOR
