player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
David Bednar,New York Yankees,0.03-0.04,$5500,0.4,0.03,0.04,3.04,0,0.33,0.62,0.52,0.23,0.21,0.05,0.21,0.25,1.16,,2.2,NYY @ CHW
Davis Martin,Chicago White Sox,0.14-0.46,$8000,2.3,0.14,0.46,5.58,1,0,4.76,5.32,3.2,2.95,0.81,1.59,3.63,1.45,,18.4,NYY @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.02,$5500,0.2,0.02,0.02,4.72,0,0.16,0.31,0.31,0.17,0.16,0.06,0.16,0.17,1.54,,1.1,NYY @ CHW
Will Warren,New York Yankees,0.5-0.16,$9600,3.52,0.5,0.16,3.06,1,0,5.47,4.33,2.14,1.86,0.47,1.93,5.89,1.14,,33.8,NYY @ CHW
Clay Holmes,New York Mets,0.39-0.17,$8600,2.88,0.39,0.17,3.38,1,0,4.69,4.42,2.05,1.76,0.49,1.56,4.01,1.28,,24.8,MIA @ NYM
Ryan Helsley,New York Mets,0.03-0.04,$5500,0.42,0.03,0.04,4.07,0,0.34,0.63,0.59,0.31,0.28,0.07,0.27,0.35,1.37,,2.3,MIA @ NYM
Calvin Faucher,Miami Marlins,0.02-0.02,$5500,0.22,0.02,0.02,3.38,0,0.16,0.3,0.26,0.12,0.11,0.03,0.13,0.16,1.29,,1.2,MIA @ NYM
Adam Mazur,Miami Marlins,0.16-0.39,$6800,2.37,0.16,0.39,5.29,1,0,4.05,4.39,2.58,2.38,0.83,1.89,3.14,1.55,,16.1,MIA @ NYM
Aaron Nola,Philadelphia Phillies,0.35-0.25,$9400,2.91,0.35,0.25,4.15,1,0,5.06,4.64,2.59,2.34,0.86,1.16,5.16,1.15,,27.4,ATL @ PHI
Tyler Kinley,Atlanta Braves,0.02-0.02,$5500,0.25,0.02,0.02,5,0,0.2,0.38,0.39,0.23,0.21,0.04,0.2,0.24,1.58,,1.4,ATL @ PHI
Cal Quantrill,Atlanta Braves,0.27-0.39,$7200,2.88,0.27,0.39,4.94,1,0,4.83,4.9,2.95,2.65,0.79,1.62,3.62,1.35,,20.7,ATL @ PHI
Jhoan Duran,Philadelphia Phillies,0.03-0.03,$5500,0.38,0.03,0.03,2.29,0,0.3,0.55,0.41,0.15,0.14,0.01,0.17,0.24,1.04,,2.1,ATL @ PHI
