player,team,winsLosses,salary,value,wins,losses,earnedRunsAvg,gamesStarted,saves,inningsPitched,hits,runs,earnedRuns,homeRuns,walks,strikeouts,walksPlusHitsPerInningsPitched,gamesPlayed,fantasy,gameInfo
Marcus Stroman,New York Yankees,0.17-0.28,$7200,2.39,0.17,0.28,4.89,1,0,4.17,4,2.55,2.26,0.72,1.54,3.17,1.33,,17.2,SEA @ NYY
Andres Munoz,Seattle Mariners,0.03-0.03,$5500,0.4,0.03,0.03,1.22,0,0.26,0.49,0.31,0.07,0.07,0.02,0.19,0.26,1.02,,2.2,SEA @ NYY
Devin Williams,New York Yankees,0.02-0.03,$5500,0.31,0.02,0.03,4.32,0,0.23,0.44,0.42,0.23,0.21,0.01,0.19,0.28,1.41,,1.7,SEA @ NYY
Bryan Woo,Seattle Mariners,0.3-0.27,$10300,2.59,0.3,0.27,4.33,1,0,5.41,5.1,3.01,2.6,0.93,1.64,4.94,1.25,,26.7,SEA @ NYY
Miles Mikolas,St. Louis Cardinals,0.39-0.22,$7300,3.47,0.39,0.22,3.72,1,0,5.41,5.04,2.41,2.24,0.74,1.15,3.95,1.14,,25.3,WSH @ STL
Michael Soroka,Washington Nationals,0.23-0.42,$8900,2.73,0.23,0.42,4.92,1,0,5.24,5.5,3.16,2.86,0.91,1.74,4.8,1.38,,24.3,WSH @ STL
Ryan Helsley,St. Louis Cardinals,0.03-0.03,$5500,0.4,0.03,0.03,3.02,0,0.31,0.57,0.47,0.21,0.19,0.06,0.22,0.3,1.22,,2.2,WSH @ STL
Kyle Finnegan,Washington Nationals,0.02-0.02,$5500,0.24,0.02,0.02,2.62,0,0.19,0.36,0.28,0.11,0.11,0.03,0.12,0.14,1.1,,1.3,WSH @ STL
Raisel Iglesias,Atlanta Braves,0.03-0.03,$5500,0.27,0.03,0.03,4.38,0,0.27,0.5,0.49,0.27,0.25,0.1,0.11,0.18,1.19,,1.5,ATL @ OAK
Spencer Strider,Atlanta Braves,0.38-0.19,$9800,3.0,0.38,0.19,4.15,1,0,5.38,5.02,2.79,2.48,0.88,2.01,5.59,1.31,,29.4,ATL @ OAK
JP Sears,Oakland Athletics,0.22-0.35,$8100,2.84,0.22,0.35,4.68,1,0,5.26,5.84,3.1,2.74,0.96,1.45,4.26,1.39,,23,ATL @ OAK
Mason Miller,Oakland Athletics,0.02-0.02,$5500,0.31,0.02,0.02,4.12,0,0.23,0.43,0.4,0.21,0.19,0.05,0.21,0.3,1.44,,1.7,ATL @ OAK
Kenley Jansen,Los Angeles Angels,0.02-0.02,$5500,0.27,0.02,0.02,3.44,0,0.23,0.43,0.37,0.18,0.16,0.07,0.14,0.19,1.2,,1.5,TEX @ LAA
Patrick Corbin,Texas Rangers,0.34-0.32,$7800,3.17,0.34,0.32,4.33,1,0,5.49,5.88,2.96,2.64,0.88,1.58,4.26,1.36,,24.7,TEX @ LAA
Chris Martin,Texas Rangers,0.03-0.03,$5500,0.31,0.03,0.03,2.51,0,0.27,0.5,0.39,0.15,0.14,0.06,0.07,0.16,0.92,,1.7,TEX @ LAA
Jack Kochanowicz,Los Angeles Angels,0.23-0.29,$7100,2.52,0.23,0.29,4.85,1,0,4.38,5.08,2.63,2.36,0.63,1.62,3.09,1.53,,17.9,TEX @ LAA
Emmanuel Clase,Cleveland Guardians,0.02-0.03,$5500,0.27,0.02,0.03,2.75,0,0.24,0.44,0.35,0.15,0.14,0.01,0.1,0.16,1.02,,1.5,CLE @ CHW
Logan Allen,Cleveland Guardians,0.26-0.31,$8600,2.85,0.26,0.31,4.13,1,0,5.39,4.99,2.72,2.47,0.7,2.32,4.22,1.36,,24.5,CLE @ CHW
Jordan Leasure,Chicago White Sox,0.02-0.03,$5500,0.31,0.02,0.03,4.5,0,0.26,0.49,0.48,0.26,0.24,0.07,0.27,0.29,1.55,,1.7,CLE @ CHW
Jonathan Cannon,Chicago White Sox,0.25-0.3,$7400,2.95,0.25,0.3,4.38,1,0,4.75,4.74,2.54,2.31,0.65,1.57,3.8,1.33,,21.8,CLE @ CHW
Aroldis Chapman,Boston Red Sox,0.02-0.02,$5500,0.29,0.02,0.02,1.63,0,0.2,0.38,0.26,0.08,0.07,0.02,0.13,0.18,1.01,,1.6,TB @ BOS
Walker Buehler,Boston Red Sox,0.16-0.38,$7600,2.36,0.16,0.38,5.94,1,0,4.59,4.91,3.31,3.03,0.82,1.65,3.65,1.43,,17.9,TB @ BOS
Pete Fairbanks,Tampa Bay Rays,0.03-0.03,$5500,0.4,0.03,0.03,2.46,0,0.29,0.55,0.42,0.16,0.15,0.01,0.21,0.26,1.15,,2.2,TB @ BOS
Taj Bradley,Tampa Bay Rays,0.4-0.17,$8500,3.07,0.4,0.17,4.53,1,0,5.22,4.87,2.84,2.63,0.77,1.94,4.71,1.3,,26.1,TB @ BOS
Eduardo Rodriguez,Arizona Diamondbacks,0.35-0.27,$8700,3.23,0.35,0.27,3.74,1,0,5.5,4.95,2.41,2.29,0.89,1.95,4.88,1.25,,28.1,ARI @ SD
A.J. Puk,Arizona Diamondbacks,0.02-0.03,$5500,0.29,0.02,0.03,3.34,0,0.25,0.47,0.4,0.19,0.17,0.1,0.12,0.18,1.12,,1.6,ARI @ SD
Robert Suarez,San Diego Padres,0.02-0.03,$5500,0.27,0.02,0.03,3.58,0,0.25,0.46,0.41,0.2,0.18,0.02,0.15,0.19,1.2,,1.5,ARI @ SD
Randy Vasquez,San Diego Padres,0.28-0.35,$7000,3.36,0.28,0.35,4.18,1,0,5.21,4.97,2.63,2.42,0.85,1.93,4,1.33,,23.5,ARI @ SD
