player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Mike Trout,Los Angeles Angels,$3200,3.41,4.41,0.55,0.93,0.53,0.15,0.04,0.24,0.6,0.02,0.03,0.34,1.35,0.232,0.297,0.479,0.775,10.9,OAK @ LAA
Chris Taylor,Los Angeles Angels,$2300,3.7,4.18,0.47,0.84,0.6,0.18,0.01,0.1,0.37,0.07,0.03,0.35,1.32,0.222,0.289,0.366,0.656,8.5,OAK @ LAA
Miguel Andujar,Oakland Athletics,$2600,3.27,4.5,0.36,1.04,0.83,0.14,0.02,0.09,0.49,0.04,0.01,0.23,0.49,0.25,0.292,0.374,0.666,8.5,OAK @ LAA
Scott Kingery,Los Angeles Angels,$2300,3.3,3.74,0.41,0.75,0.44,0.24,0.03,0.06,0.42,0,0,0.28,0.84,0.225,0.295,0.378,0.673,7.6,OAK @ LAA
Taylor Ward,Los Angeles Angels,$3100,3.35,4.29,0.51,0.86,0.45,0.16,0.04,0.21,0.65,0,0.02,0.4,0.99,0.223,0.299,0.446,0.745,10.4,OAK @ LAA
Luis Urias,Oakland Athletics,$2700,3.41,4.39,0.4,0.84,0.55,0.21,0.01,0.1,0.52,0.01,0.01,0.55,0.83,0.227,0.331,0.381,0.712,9.2,OAK @ LAA
Luis Rengifo,Los Angeles Angels,$2400,3.46,3.96,0.46,0.97,0.72,0.22,0.03,0.04,0.34,0.05,0.01,0.31,0.5,0.28,0.344,0.41,0.754,8.3,OAK @ LAA
Jo Adell,Los Angeles Angels,$2900,3.31,3.85,0.53,0.91,0.6,0.14,0.01,0.21,0.48,0.04,0.01,0.22,1.05,0.256,0.305,0.492,0.796,9.6,OAK @ LAA
Brent Rooker,Oakland Athletics,$3400,3.97,4.72,0.74,1.04,0.57,0.17,0.05,0.32,0.59,0.08,0,0.45,1.14,0.25,0.329,0.565,0.894,13.5,OAK @ LAA
Logan O'Hoppe,Los Angeles Angels,$2900,3.97,4.07,0.56,1.03,0.6,0.17,0.01,0.28,0.7,0,0,0.31,1.02,0.279,0.336,0.568,0.904,11.5,OAK @ LAA
Zach Neto,Los Angeles Angels,$3400,3.88,4.63,0.67,1.25,0.76,0.29,0.03,0.22,0.63,0.13,0.07,0.31,0.92,0.298,0.356,0.55,0.907,13.2,OAK @ LAA
Tyler Soderstrom,Oakland Athletics,$3500,3.57,4.61,0.68,1.03,0.6,0.25,0.02,0.23,0.67,0.01,0.04,0.48,1.39,0.255,0.344,0.519,0.863,12.5,OAK @ LAA
Lawrence Butler,Oakland Athletics,$3600,3.67,4.17,0.7,1.08,0.59,0.25,0.03,0.26,0.67,0.07,0.03,0.48,1.04,0.299,0.381,0.617,0.998,13.2,OAK @ LAA
Nolan Schanuel,Los Angeles Angels,$2800,3.75,4.52,0.55,1.09,0.82,0.18,0.02,0.12,0.46,0.05,0,0.53,0.64,0.279,0.366,0.434,0.799,10.5,OAK @ LAA
Jacob Wilson,Oakland Athletics,$3400,3.68,4.83,0.62,1.34,0.94,0.28,0.02,0.16,0.71,0.03,0.02,0.35,0.52,0.308,0.366,0.51,0.877,12.5,OAK @ LAA
Denzel Clarke,Oakland Athletics,$2500,2.68,3.95,0.42,0.81,0.65,0.12,0.04,0.02,0.33,0.05,0.03,0.19,0.87,0.224,0.267,0.306,0.573,6.7,OAK @ LAA
Logan Davidson,Oakland Athletics,$2300,4.0,4.28,0.5,0.93,0.62,0.24,0.01,0.09,0.47,0,0.02,0.44,1.17,0.246,0.329,0.401,0.73,9.2,OAK @ LAA
Willie MacIver,Oakland Athletics,$2300,3.17,4.06,0.42,0.92,0.72,0.18,0,0.04,0.37,0.02,0.02,0.25,0.89,0.248,0.297,0.341,0.637,7.3,OAK @ LAA
Nick Castellanos,Philadelphia Phillies,$3000,3.53,4.24,0.51,1.11,0.79,0.19,0.04,0.15,0.63,0.04,0.03,0.22,0.96,0.281,0.326,0.482,0.808,10.6,CHC @ PHI
J.T. Realmuto,Philadelphia Phillies,$2700,2.93,4.13,0.44,0.86,0.68,0.12,0.01,0.1,0.33,0.05,0.04,0.31,1,0.23,0.293,0.363,0.656,7.9,CHC @ PHI
Kyle Schwarber,Philadelphia Phillies,$4000,3.1,4.47,0.64,0.91,0.55,0.11,0.01,0.3,0.72,0.05,0.01,0.46,1.52,0.231,0.316,0.511,0.827,12.4,CHC @ PHI
Trea Turner,Philadelphia Phillies,$3900,3.23,4.58,0.73,1.31,0.91,0.31,0.01,0.13,0.58,0.15,0.01,0.28,0.77,0.311,0.364,0.491,0.855,12.6,CHC @ PHI
Max Kepler,Philadelphia Phillies,$2400,3.67,4.02,0.45,0.89,0.57,0.22,0.01,0.12,0.52,0,0,0.3,0.81,0.243,0.305,0.419,0.724,8.8,CHC @ PHI
Dansby Swanson,Chicago Cubs,$2900,2.76,4.06,0.37,0.8,0.49,0.19,0.02,0.11,0.32,0.1,0.03,0.31,1.08,0.217,0.283,0.373,0.655,8,CHC @ PHI
Carson Kelly,Chicago Cubs,$3200,3.0,4.28,0.47,1.05,0.74,0.18,0.03,0.12,0.46,0,0,0.46,0.86,0.277,0.361,0.447,0.807,9.6,CHC @ PHI
Ian Happ,Chicago Cubs,$3300,3.21,4.73,0.66,1.09,0.86,0.11,0.04,0.14,0.43,0.08,0.06,0.42,1.32,0.256,0.322,0.416,0.738,10.6,CHC @ PHI
Kyle Tucker,Chicago Cubs,$4200,2.67,4.62,0.59,1.03,0.67,0.24,0,0.17,0.47,0.1,0.03,0.41,0.79,0.253,0.334,0.45,0.784,11.2,CHC @ PHI
Nico Hoerner,Chicago Cubs,$2800,3.25,3.95,0.45,0.93,0.72,0.18,0.02,0.05,0.44,0.22,0.02,0.21,0.69,0.261,0.302,0.368,0.671,9.1,CHC @ PHI
Alec Bohm,Philadelphia Phillies,$2800,3.57,4.35,0.48,1.09,0.73,0.21,0.02,0.15,0.42,0.11,0.02,0.24,0.77,0.27,0.32,0.45,0.77,10,CHC @ PHI
Brandon Marsh,Philadelphia Phillies,$2200,3.09,3.69,0.3,0.63,0.43,0.17,0.02,0.03,0.37,0.06,0.01,0.39,1.06,0.196,0.288,0.293,0.581,6.8,CHC @ PHI
Seiya Suzuki,Chicago Cubs,$3600,3.36,4.51,0.56,1.02,0.54,0.25,0.02,0.27,0.71,0.02,0.01,0.38,1.62,0.249,0.316,0.534,0.851,12.1,CHC @ PHI
