player,team,salary,value,plateAppearances,runs,hits,singles,doubles,triples,homeRuns,runsBattedIn,stolenBases,caughtStealing,walks,strikeouts,battingAverage,onBasePercentage,sluggingPercentage,onBasePlusSlugging,fantasy,gameInfo
Mike Trout,Los Angeles Angels,$2900,3.76,4.35,0.61,0.84,0.49,0.09,0.03,0.24,0.52,0.06,0.01,0.52,1.41,0.221,0.319,0.456,0.774,10.9,BOS @ LAA
Travis d'Arnaud,Los Angeles Angels,$2600,2.88,4.02,0.34,0.7,0.46,0.15,0,0.12,0.53,0,0.01,0.25,1.4,0.191,0.249,0.343,0.592,7.5,BOS @ LAA
Jorge Soler,Los Angeles Angels,$2700,2.89,4.13,0.3,0.85,0.59,0.19,0,0.12,0.43,0,0.05,0.29,1.35,0.226,0.289,0.385,0.675,7.8,BOS @ LAA
Robert Refsnyder,Boston Red Sox,$2800,4.43,4.94,0.61,1.21,0.77,0.27,0.02,0.19,0.76,0.04,0.05,0.39,1.22,0.269,0.327,0.474,0.801,12.4,BOS @ LAA
Trevor Story,Boston Red Sox,$3000,3.27,4.61,0.51,0.99,0.76,0.15,0,0.13,0.45,0.17,0.05,0.25,1.55,0.23,0.277,0.371,0.649,9.8,BOS @ LAA
Taylor Ward,Los Angeles Angels,$3000,3.13,4.24,0.5,0.81,0.45,0.2,0.01,0.16,0.56,0.01,0.01,0.38,1.47,0.215,0.291,0.401,0.692,9.4,BOS @ LAA
Luis Rengifo,Los Angeles Angels,$2400,2.83,3.79,0.31,0.84,0.62,0.18,0.04,0.04,0.32,0.04,0.06,0.19,0.89,0.239,0.282,0.353,0.635,6.8,BOS @ LAA
Abraham Toro,Boston Red Sox,$2700,4.11,4.83,0.52,1.19,0.74,0.35,0.04,0.12,0.64,0.02,0.02,0.27,0.76,0.271,0.313,0.455,0.768,11.1,BOS @ LAA
Jo Adell,Los Angeles Angels,$2800,3.71,3.91,0.46,0.85,0.45,0.19,0.01,0.25,0.58,0.05,0.01,0.27,1.06,0.238,0.303,0.522,0.825,10.4,BOS @ LAA
Connor Wong,Boston Red Sox,$2100,3.81,4.17,0.39,0.79,0.53,0.16,0.03,0.1,0.39,0.02,0.05,0.38,1.02,0.214,0.291,0.363,0.654,8,BOS @ LAA
Jarren Duran,Boston Red Sox,$3100,3.87,4.39,0.68,1.1,0.66,0.31,0.09,0.11,0.41,0.22,0.07,0.33,0.63,0.276,0.335,0.501,0.836,12,BOS @ LAA
Romy Gonzalez,Boston Red Sox,$3000,3.53,4.72,0.61,1.17,0.83,0.29,0.03,0.05,0.42,0.17,0.03,0.31,1.1,0.271,0.322,0.39,0.712,10.6,BOS @ LAA
Zach Neto,Los Angeles Angels,$3200,3.25,4.57,0.52,0.93,0.57,0.2,0.02,0.16,0.48,0.15,0.03,0.37,1.39,0.223,0.288,0.407,0.695,10.4,BOS @ LAA
